Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Mina Bissell,https://en.wikipedia.org/wiki/Mina_Bissell,Q4794835,https://www.wikidata.org/wiki/Q4794835,female,biochemist; biologist; cell biologist; inventor; molecular biologist; researcher,Iran; United States,Tehran,1940-01-01T00:00:00Z,,
Nader Engheta,https://en.wikipedia.org/wiki/Nader_Engheta,Q6957556,https://www.wikidata.org/wiki/Q6957556,male,academic; engineer,Iran; United States,Tehran,1955-10-08T00:00:00Z,,
Kamran Eshraghian,https://en.wikipedia.org/wiki/Kamran_Eshraghian,Q6359588,https://www.wikidata.org/wiki/Q6359588,male,engineer,Australia,Iran,1945-06-13T00:00:00Z,,
Nikta Fakhri,https://en.wikipedia.org/wiki/Nikta_Fakhri,Q59085202,https://www.wikidata.org/wiki/Q59085202,female,researcher,,Tehran,,,
Hossein Gol-e-Golab,https://en.wikipedia.org/wiki/Hossein_Gol-e-Golab,Q5763208,https://www.wikidata.org/wiki/Q5763208,male,botanist; linguist; musician; poet; translator,Iran,Tehran,1895-01-01T00:00:00Z,,
Mahmoud Hessabi,https://en.wikipedia.org/wiki/Mahmoud_Hessabi,Q3091734,https://www.wikidata.org/wiki/Q3091734,male,academic; nuclear physicist; politician,Pahlavi Iran,Tehran,1903-02-23T00:00:00Z,,
Pedram Javaheri,https://en.wikipedia.org/wiki/Pedram_Javaheri,Q7159373,https://www.wikidata.org/wiki/Q7159373,male,meteorologist; weather presenter,United States,Tehran,1983-05-24T00:00:00Z,,
Ali Javan,https://en.wikipedia.org/wiki/Ali_Javan,Q120216,https://www.wikidata.org/wiki/Q120216,male,inventor; physicist; professor,Pahlavi Iran; United States,Tehran,1926-12-26T00:00:00Z,,
Amir Banoo Karimi,https://en.wikipedia.org/wiki/Amir_Banoo_Karimi,Q5931830,https://www.wikidata.org/wiki/Q5931830,female,academic,Iran,Tehran,1931-12-31T00:00:00Z,,
Mohammad Khorrami (physicist),https://en.wikipedia.org/wiki/Mohammad_Khorrami_%28physicist%29,,,,,,,,,
Eugene N. Kozloff,https://en.wikipedia.org/wiki/Eugene_N._Kozloff,Q5407564,https://www.wikidata.org/wiki/Q5407564,male,biologist; botanist; marine biologist; naturalist; scientific collector; university teacher,United States,Tehran,1920-09-26T00:00:00Z,,
Simin Meydani,https://en.wikipedia.org/wiki/Simin_Meydani,Q16732527,https://www.wikidata.org/wiki/Q16732527,female,researcher,,,,,
Maryam Mirzakhani,https://en.wikipedia.org/wiki/Maryam_Mirzakhani,Q1771279,https://www.wikidata.org/wiki/Q1771279,female,mathematician; topologist; university teacher,Iran; United States,Tehran,1977-05-12T00:00:00Z,,
Ali Montazeri,https://en.wikipedia.org/wiki/Ali_Montazeri,Q22006979,https://www.wikidata.org/wiki/Q22006979,male,,,,1958-09-02T00:00:00Z,,
Kaveh Pahlavan,https://en.wikipedia.org/wiki/Kaveh_Pahlavan,Q4357481,https://www.wikidata.org/wiki/Q4357481,male,computer scientist; engineer; professor,Iran,Tehran,1951-01-01T00:00:00Z,,
Hashem Rafii Tabar,https://en.wikipedia.org/wiki/Hashem_Rafii_Tabar,Q56360820,https://www.wikidata.org/wiki/Q56360820,male,academic; physicist,,,1948-01-01T00:00:00Z,,
Sajjad Sadeghi,https://en.wikipedia.org/wiki/Sajjad_Sadeghi,Q134571215,https://www.wikidata.org/wiki/Q134571215,male,human rights activist; political scientist; writer,,,1983-07-19T00:00:00Z,,
Azadeh Tabazadeh,https://en.wikipedia.org/wiki/Azadeh_Tabazadeh,Q5939966,https://www.wikidata.org/wiki/Q5939966,female,geophysicist,Iran,Tehran,1901-01-01T00:00:00Z,,
Mahyat Shafapour Tehrany,https://en.wikipedia.org/wiki/Mahyat_Shafapour_Tehrany,Q58661807,https://www.wikidata.org/wiki/Q58661807,female,geomatics engineer; surveyor,Iran,,1985-01-01T00:00:00Z,,
Cumrun Vafa,https://en.wikipedia.org/wiki/Cumrun_Vafa,Q1143841,https://www.wikidata.org/wiki/Q1143841,male,physicist; theoretical physicist; university teacher,United States,Tehran,1960-08-01T00:00:00Z,,
Moussa B. H. Youdim,https://en.wikipedia.org/wiki/Moussa_B._H._Youdim,Q16105430,https://www.wikidata.org/wiki/Q16105430,male,neuroscientist; researcher; university teacher,Iran; Israel,Tehran,1940-02-28T00:00:00Z,,
Houman Younessi,https://en.wikipedia.org/wiki/Houman_Younessi,Q15503563,https://www.wikidata.org/wiki/Q15503563,male,scientist,Australia,Tehran,1963-05-28T00:00:00Z,,
Gholamreza Aavani,https://en.wikipedia.org/wiki/Gholamreza_Aavani,Q5960904,https://www.wikidata.org/wiki/Q5960904,male,philosopher,Iran,Semnan,1943-01-01T00:00:00Z,,
Mohammad Reza Aref,https://en.wikipedia.org/wiki/Mohammad_Reza_Aref,Q2655534,https://www.wikidata.org/wiki/Q2655534,male,engineer; politician; university teacher,Iran,Yazd,1951-12-19T00:00:00Z,ir_aref,https://x.com/ir_aref
Mehdi Bahadori,https://en.wikipedia.org/wiki/Mehdi_Bahadori,Q6809279,https://www.wikidata.org/wiki/Q6809279,male,mechanical engineer,Iran,Tehran,1933-01-01T00:00:00Z,,
Mostafa Mohaghegh Damad,https://en.wikipedia.org/wiki/Mostafa_Mohaghegh_Damad,Q6916872,https://www.wikidata.org/wiki/Q6916872,male,akhoond; philosopher; theologian; university teacher; writer,Iran,Qom,1945-01-01T00:00:00Z,,
Reza Davari Ardakani,https://en.wikipedia.org/wiki/Reza_Davari_Ardakani,Q1030163,https://www.wikidata.org/wiki/Q1030163,male,philosopher; translator; university teacher; writer,Iran,Ardakan,1933-07-06T00:00:00Z,,
Gholamhossein Ebrahimi Dinani,https://en.wikipedia.org/wiki/Gholamhossein_Ebrahimi_Dinani,Q2706810,https://www.wikidata.org/wiki/Q2706810,male,philosopher,Iran,Isfahan,1934-11-26T00:00:00Z,,
Rasul Jafarian,https://en.wikipedia.org/wiki/Rasul_Jafarian,Q5964599,https://www.wikidata.org/wiki/Q5964599,male,historian; writer,Iran,Khorasgan,1964-06-30T00:00:00Z,,
Abouzar Shahpari,https://en.wikipedia.org/wiki/Abouzar_Shahpari,Q132172698,https://www.wikidata.org/wiki/Q132172698,male,,Iran,,1985-04-01T00:00:00Z,,
Saeed Sohrabpour,https://en.wikipedia.org/wiki/Saeed_Sohrabpour,Q7398252,https://www.wikidata.org/wiki/Q7398252,male,mechanical engineer,Iran,Tehran,1943-01-01T00:00:00Z,,
Lotfollah Yarmohammadi,https://en.wikipedia.org/wiki/Lotfollah_Yarmohammadi,Q5950289,https://www.wikidata.org/wiki/Q5950289,male,linguist,Iran,,1933-07-23T00:00:00Z,,
Babak Amin Tafreshi,https://en.wikipedia.org/wiki/Babak_Amin_Tafreshi,Q4837455,https://www.wikidata.org/wiki/Q4837455,male,astronomer; photographer,Iran,Tehran,1978-01-01T00:00:00Z,babaktafreshi,https://x.com/babaktafreshi
Alenush Terian,https://en.wikipedia.org/wiki/Alenush_Terian,Q3299010,https://www.wikidata.org/wiki/Q3299010,female,astronomer; physicist,Iran,Tehran,1920-11-09T00:00:00Z,,
Mahmoud Behzad,https://en.wikipedia.org/wiki/Mahmoud_Behzad,Q6734325,https://www.wikidata.org/wiki/Q6734325,male,biologist; pharmacist; translator,Iran,Rasht,1913-01-01T00:00:00Z,,
Mohamadreza Baghaban Eslaminejad,https://en.wikipedia.org/wiki/Mohamadreza_Baghaban_Eslaminejad,Q106554543,https://www.wikidata.org/wiki/Q106554543,male,biologist,,Tehran,1967-05-24T00:00:00Z,,
Abdolmajid Mahdavi Damghani,https://en.wikipedia.org/wiki/Abdolmajid_Mahdavi_Damghani,Q60544816,https://www.wikidata.org/wiki/Q60544816,male,scientist,Iran,,,,
Samuel Rahbar,https://en.wikipedia.org/wiki/Samuel_Rahbar,Q2903346,https://www.wikidata.org/wiki/Q2903346,male,biologist; immunologist,Iran,Hamadan,1929-05-12T00:00:00Z,,
Mostafa Ronaghi,https://en.wikipedia.org/wiki/Mostafa_Ronaghi,Q11254993,https://www.wikidata.org/wiki/Q11254993,male,biologist,Iran,United States,1968-01-01T00:00:00Z,,
Saba Valadkhan,https://en.wikipedia.org/wiki/Saba_Valadkhan,Q4795299,https://www.wikidata.org/wiki/Q4795299,female,biologist; researcher; university teacher,Iran; United States,,,,
Mohsen Adeli,https://en.wikipedia.org/wiki/Mohsen_Adeli,Q42320163,https://www.wikidata.org/wiki/Q42320163,male,researcher,Iran,Khorramabad,1972-06-30T00:00:00Z,,
Ahmad ibn 'Imad al-Din,https://en.wikipedia.org/wiki/Ahmad_ibn_%27Imad_al-Din,,,,,,,,,
Najm al-Din al-Qazwini al-Katibi,https://en.wikipedia.org/wiki/Najm_al-Din_al-Qazwini_al-Katibi,Q2669359,https://www.wikidata.org/wiki/Q2669359,male,astrologer; astronomer; mathematician; philosopher; writer,,Qazvin,1203-01-01T00:00:00Z,,
Ibn al-Nadim,https://en.wikipedia.org/wiki/Ibn_al-Nadim,Q1384613,https://www.wikidata.org/wiki/Q1384613,male,bibliographer; bookseller; historian; writer,,Baghdad,1000-01-01T00:00:00Z,,
Al-Biruni,https://en.wikipedia.org/wiki/Al-Biruni,Q11826,https://www.wikidata.org/wiki/Q11826,male,Indologist; anthropologist; astrologer; astronomer; botanist; cartographer; chemist; geographer; historian; humanist; linguist; mathematician; pharmacist; philosopher; physicist; polymath; translator; writer,Samanid Empire,Kath,0973-09-09T00:00:00Z,,
Ali Daneshfar,https://en.wikipedia.org/wiki/Ali_Daneshfar,Q131375127,https://www.wikidata.org/wiki/Q131375127,male,chemist,,,,,
Ali Akbar Entezami,https://en.wikipedia.org/wiki/Ali_Akbar_Entezami,Q20668456,https://www.wikidata.org/wiki/Q20668456,male,chemist; writer,Iran,Khoy,1943-01-01T00:00:00Z,,
Al-Farabi,https://en.wikipedia.org/wiki/Al-Farabi,Q160460,https://www.wikidata.org/wiki/Q160460,male,astronomer; logician; music theorist; philosopher; physicist; social scientist,Abbasid Caliphate,Otrar,0870-01-01T00:00:00Z,,
Mohammadreza Ghadiri,https://en.wikipedia.org/wiki/Mohammadreza_Ghadiri,Q7319738,https://www.wikidata.org/wiki/Q7319738,male,chemist; researcher,Iran,United States,1959-12-08T00:00:00Z,,
Mohammad Reza Khanmohammadi,https://en.wikipedia.org/wiki/Mohammad_Reza_Khanmohammadi,Q16053006,https://www.wikidata.org/wiki/Q16053006,male,chemist; politician,Iran,Khorramdarreh,1963-01-01T00:00:00Z,,
Al-Khazini,https://en.wikipedia.org/wiki/Al-Khazini,Q2991836,https://www.wikidata.org/wiki/Q2991836,male,astrologer; astronomer; mathematician; mechanician; philosopher; physicist,Seljuk Empire,Iran,1077-01-01T00:00:00Z,,
Iraj Lalezari,https://en.wikipedia.org/wiki/Iraj_Lalezari,Q116461778,https://www.wikidata.org/wiki/Q116461778,male,chemist; pharmacologist; teacher,,,1930-01-01T00:00:00Z,,
Majid Momhed-Heravi,https://en.wikipedia.org/wiki/Majid_Momhed-Heravi,Q64922218,https://www.wikidata.org/wiki/Q64922218,male,researcher,Iran,,1952-01-01T00:00:00Z,,
Ali Akbar Moosavi-Movahedi,https://en.wikipedia.org/wiki/Ali_Akbar_Moosavi-Movahedi,Q61065129,https://www.wikidata.org/wiki/Q61065129,male,biochemist,,Shiraz,1953-02-13T00:00:00Z,,
Hossein Rafiee,https://en.wikipedia.org/wiki/Hossein_Rafiee,Q20310546,https://www.wikidata.org/wiki/Q20310546,male,chemist,,Birjand,1945-03-08T00:00:00Z,,
Rahim Abedi,https://en.wikipedia.org/wiki/Rahim_Abedi,Q88488301,https://www.wikidata.org/wiki/Q88488301,male,,,,,,
Mohammad-Nabi Sarbolouki,https://en.wikipedia.org/wiki/Mohammad-Nabi_Sarbolouki,Q6891624,https://www.wikidata.org/wiki/Q6891624,male,biophysicist; chemist,Iran,Iran,,,
Reyhaneh Sariri,https://en.wikipedia.org/wiki/Reyhaneh_Sariri,Q17174479,https://www.wikidata.org/wiki/Q17174479,female,chemist; inventor; mathematician; professor,Iran,Mashhad,1953-01-17T00:00:00Z,,
Samira Siahrostami,https://en.wikipedia.org/wiki/Samira_Siahrostami,Q87700363,https://www.wikidata.org/wiki/Q87700363,female,researcher,,,,,
Mohammad Ali Zolfigol,https://en.wikipedia.org/wiki/Mohammad_Ali_Zolfigol,Q6891786,https://www.wikidata.org/wiki/Q6891786,male,chemist; researcher,Iran,Ashtian,1966-01-01T00:00:00Z,,
Farhad Arbab,https://en.wikipedia.org/wiki/Farhad_Arbab,Q7313860,https://www.wikidata.org/wiki/Q7313860,,,,,,,
Nazanin Daneshvar,https://en.wikipedia.org/wiki/Nazanin_Daneshvar,Q71953348,https://www.wikidata.org/wiki/Q71953348,female,computer scientist; entrepreneur,Iran,Tehran,1983-01-01T00:00:00Z,,
Bita Daryabari,https://en.wikipedia.org/wiki/Bita_Daryabari,Q20109804,https://www.wikidata.org/wiki/Q20109804,female,computer scientist; entrepreneur; philanthropist,United States,Tehran,1969-04-06T00:00:00Z,,
Morteza Dehghani,https://en.wikipedia.org/wiki/Morteza_Dehghani,Q57695455,https://www.wikidata.org/wiki/Q57695455,male,researcher,,,,,
Abbas Edalat,https://en.wikipedia.org/wiki/Abbas_Edalat,Q4663742,https://www.wikidata.org/wiki/Q4663742,male,computer scientist; engineer; peace activist,Iran,Iran,,,
Peyman Faratin,https://en.wikipedia.org/wiki/Peyman_Faratin,Q7179586,https://www.wikidata.org/wiki/Q7179586,male,computer scientist; inventor,United States,Tehran,1965-09-16T00:00:00Z,,
Ali Ghodsi,https://en.wikipedia.org/wiki/Ali_Ghodsi,Q23016890,https://www.wikidata.org/wiki/Q23016890,male,business executive; computer scientist,Sweden,Tehran,1978-01-01T00:00:00Z,,
Mohammad Ghodsi,https://en.wikipedia.org/wiki/Mohammad_Ghodsi,Q5955619,https://www.wikidata.org/wiki/Q5955619,male,academic,Iran,Malayer,1952-01-01T00:00:00Z,,
Babak Hodjat,https://en.wikipedia.org/wiki/Babak_Hodjat,Q46351067,https://www.wikidata.org/wiki/Q46351067,male,artificial intelligence researcher; computer scientist,,Wimbledon,1967-11-01T00:00:00Z,babakatwork,https://x.com/babakatwork
Ali Jafari,https://en.wikipedia.org/wiki/Ali_Jafari,Q4724904,https://www.wikidata.org/wiki/Q4724904,male,computer scientist,United States,Isfahan,2000-01-01T00:00:00Z,,
Ali Akbar Jalali,https://en.wikipedia.org/wiki/Ali_Akbar_Jalali,Q4724594,https://www.wikidata.org/wiki/Q4724594,male,engineer,Iran,Damghan,1954-11-22T00:00:00Z,,
Tara Javidi,https://en.wikipedia.org/wiki/Tara_Javidi,Q102332901,https://www.wikidata.org/wiki/Q102332901,female,computer scientist,,,,,
Mohammad Jorjandi,https://en.wikipedia.org/wiki/Mohammad_Jorjandi,Q108782772,https://www.wikidata.org/wiki/Q108782772,male,expert,United States,Zahedan,1980-11-20T00:00:00Z,jorjandii,https://x.com/jorjandii
Farinaz Koushanfar,https://en.wikipedia.org/wiki/Farinaz_Koushanfar,Q5435321,https://www.wikidata.org/wiki/Q5435321,female,computer scientist; university teacher,Iran; United States,,,,
Gholamali Montazer,https://en.wikipedia.org/wiki/Gholamali_Montazer,Q20111163,https://www.wikidata.org/wiki/Q20111163,male,computer scientist; inventor,Iran,Kazerun,1969-01-01T00:00:00Z,,
Yasamin Mostofi,https://en.wikipedia.org/wiki/Yasamin_Mostofi,Q78702638,https://www.wikidata.org/wiki/Q78702638,female,computer scientist,,,,,
Amir Rahmati,https://en.wikipedia.org/wiki/Amir_Rahmati,Q130906049,https://www.wikidata.org/wiki/Q130906049,male,researcher,,,,,
Maryam Sadeghi,https://en.wikipedia.org/wiki/Maryam_Sadeghi,Q27653316,https://www.wikidata.org/wiki/Q27653316,female,businessperson; computer scientist,Canada,,1980-01-01T00:00:00Z,,
Ladan Tahvildari,https://en.wikipedia.org/wiki/Ladan_Tahvildari,Q135891348,https://www.wikidata.org/wiki/Q135891348,female,computer scientist; engineer,,,,,
Brandon Truaxe,https://en.wikipedia.org/wiki/Brandon_Truaxe,Q67931151,https://www.wikidata.org/wiki/Q67931151,male,computer scientist; entrepreneur,Canada; Iran,Tehran,1978-06-19T00:00:00Z,the,https://x.com/the
Lotfi A. Zadeh,https://en.wikipedia.org/wiki/Lotfi_A._Zadeh,Q92767,https://www.wikidata.org/wiki/Q92767,male,computer scientist; engineer; mathematician; university teacher,Pahlavi Iran; Soviet Union; United States,Novkhany,1921-02-04T00:00:00Z,,
Nasrollah Khadem,https://en.wikipedia.org/wiki/Nasrollah_Khadem,Q5952692,https://www.wikidata.org/wiki/Q5952692,male,geologist,Iran,Tehran,1910-01-01T00:00:00Z,,
Abdolreza Mesri,https://en.wikipedia.org/wiki/Abdolreza_Mesri,Q4665108,https://www.wikidata.org/wiki/Q4665108,male,geologist; politician,Iran,Kermanshah,1956-01-01T00:00:00Z,,
Fereydun Sahabi,https://en.wikipedia.org/wiki/Fereydun_Sahabi,Q28974127,https://www.wikidata.org/wiki/Q28974127,male,geologist,,Iran,1937-01-01T00:00:00Z,,
List of Iranian mathematicians,https://en.wikipedia.org/wiki/List_of_Iranian_mathematicians,Q39086679,https://www.wikidata.org/wiki/Q39086679,,,,,,,
Amir Mohammadi,https://en.wikipedia.org/wiki/Amir_Mohammadi,Q102419646,https://www.wikidata.org/wiki/Q102419646,male,mathematician,,,,,
Chehrzad Shakiban,https://en.wikipedia.org/wiki/Chehrzad_Shakiban,Q102145485,https://www.wikidata.org/wiki/Q102145485,female,mathematician,,,1951-01-01T00:00:00Z,,
Abdullah Khan Ahmadieh,https://en.wikipedia.org/wiki/Abdullah_Khan_Ahmadieh,Q5956426,https://www.wikidata.org/wiki/Q5956426,male,philanthropist; physician,Iran,Amol,1886-01-01T00:00:00Z,,
Moslem Bahadori,https://en.wikipedia.org/wiki/Moslem_Bahadori,Q6916357,https://www.wikidata.org/wiki/Q6916357,male,pathologist; university teacher,Iran,Tonekabon,1927-01-22T00:00:00Z,,
Bahram Eynollahi,https://en.wikipedia.org/wiki/Bahram_Eynollahi,Q108394820,https://www.wikidata.org/wiki/Q108394820,male,ophthalmologist; politician,Iran,Sarab,1958-01-01T00:00:00Z,,
Khosrow Jamshidi,https://en.wikipedia.org/wiki/Khosrow_Jamshidi,Q6402558,https://www.wikidata.org/wiki/Q6402558,male,hematologist,Iran,,2000-01-01T00:00:00Z,,
Hamidreza Khankeh,https://en.wikipedia.org/wiki/Hamidreza_Khankeh,Q80109569,https://www.wikidata.org/wiki/Q80109569,male,scientist,,,1967-01-01T00:00:00Z,,
Samira Kiani,https://en.wikipedia.org/wiki/Samira_Kiani,Q61781791,https://www.wikidata.org/wiki/Q61781791,female,academic,,Iran,,,
Hossein Khan Motamed,https://en.wikipedia.org/wiki/Hossein_Khan_Motamed,Q5909077,https://www.wikidata.org/wiki/Q5909077,male,surgeon,Iran,Tehran,1893-02-26T00:00:00Z,,
Hossein Najmabadi,https://en.wikipedia.org/wiki/Hossein_Najmabadi,Q5909099,https://www.wikidata.org/wiki/Q5909099,male,scientist,,,,,
Karim Nayernia,https://en.wikipedia.org/wiki/Karim_Nayernia,Q6370634,https://www.wikidata.org/wiki/Q6370634,male,scientist,,,,,
Andranik Ovassapian,https://en.wikipedia.org/wiki/Andranik_Ovassapian,Q30566335,https://www.wikidata.org/wiki/Q30566335,male,anaesthesiology,Iran; United States,Arak,1936-01-01T00:00:00Z,,
Reza Razavi,https://en.wikipedia.org/wiki/Reza_Razavi,Q56422571,https://www.wikidata.org/wiki/Q56422571,male,researcher,,,1961-01-01T00:00:00Z,,
Karim Vessal,https://en.wikipedia.org/wiki/Karim_Vessal,Q17071243,https://www.wikidata.org/wiki/Q17071243,male,scientist,Iran,,1933-01-01T00:00:00Z,,
Mohammad Hassan Ganji,https://en.wikipedia.org/wiki/Mohammad_Hassan_Ganji,Q6892012,https://www.wikidata.org/wiki/Q6892012,male,academic; climatologist; geographer; meteorologist,Iran,Birjand,1912-06-11T00:00:00Z,,
Jinous Nemat Mahmoudi,https://en.wikipedia.org/wiki/Jinous_Nemat_Mahmoudi,Q16050975,https://www.wikidata.org/wiki/Q16050975,female,climatologist,Iran,Tehran,1929-01-01T00:00:00Z,,
Prosecution of Hamid Ghareh-Hassanlou,https://en.wikipedia.org/wiki/Prosecution_of_Hamid_Ghareh-Hassanlou,Q116158635,https://www.wikidata.org/wiki/Q116158635,male,physician,Iran,,1969-01-01T00:00:00Z,,
Golchin Gilani,https://en.wikipedia.org/wiki/Golchin_Gilani,Q5956165,https://www.wikidata.org/wiki/Q5956165,male,physician; poet,Pahlavi dynasty; Qajar Iran,Rasht,1910-01-01T00:00:00Z,,
Hakim Ghulam Imam,https://en.wikipedia.org/wiki/Hakim_Ghulam_Imam,Q5640470,https://www.wikidata.org/wiki/Q5640470,male,physician; scientist,Iran,,,,
Reza Malekzadeh,https://en.wikipedia.org/wiki/Reza_Malekzadeh,Q7319758,https://www.wikidata.org/wiki/Q7319758,male,academic; inventor; physician; politician; researcher,Iran,Valashahr,1952-01-16T00:00:00Z,,
Mehdi Younesi Rostami,https://en.wikipedia.org/wiki/Mehdi_Younesi_Rostami,Q131342091,https://www.wikidata.org/wiki/Q131342091,male,physician; politician,,Rostamkola,1962-01-01T00:00:00Z,,
Avideh Nazeri,https://en.wikipedia.org/wiki/Avideh_Nazeri,Q52637850,https://www.wikidata.org/wiki/Q52637850,female,endocrinologist,,,,,
Parastoo Bakhshi,https://en.wikipedia.org/wiki/Parastoo_Bakhshi,Q133566122,https://www.wikidata.org/wiki/Q133566122,female,cardiac surgeon; cardiologist; physician,Iran,Tehran,1989-05-20T00:00:00Z,,
Shirin Rouhanirad,https://en.wikipedia.org/wiki/Shirin_Rouhanirad,Q97209591,https://www.wikidata.org/wiki/Q97209591,female,physician,,,,,
Zahra Sheikhi,https://en.wikipedia.org/wiki/Zahra_Sheikhi,Q86797324,https://www.wikidata.org/wiki/Q86797324,female,politician,Iran,,1979-01-01T00:00:00Z,,
Mohammad H. Ansari,https://en.wikipedia.org/wiki/Mohammad_H._Ansari,Q19662464,https://www.wikidata.org/wiki/Q19662464,male,physicist; theoretical physicist,,,1950-01-01T00:00:00Z,mhhansari,https://x.com/mhhansari
Abdolrahim Baharvand,https://en.wikipedia.org/wiki/Abdolrahim_Baharvand,Q26741786,https://www.wikidata.org/wiki/Q26741786,male,politician,Iran,Khorramabad,1959-01-01T00:00:00Z,,
Ebrahim Karimi (physicist),https://en.wikipedia.org/wiki/Ebrahim_Karimi_%28physicist%29,,,,,,,,,
Reza Sepahvand,https://en.wikipedia.org/wiki/Reza_Sepahvand,Q127260446,https://www.wikidata.org/wiki/Q127260446,male,physicist; politician,,,,,
