username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,target_population,locals_vs_diaspora,person_vs_organization,comments,description_en,display_name_en
ahwazmedia,حسن راضي الأحوازي,مدير المركز الأحوازي للإعلام والدراسات الإستراتيجية/ باحث بالشان الايراني، معد ومقدم برنامج #ايران_زووم على قناة @سعودي24.. #الأحواز وطني,5884.0,415.0,8467.0,False,April 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,0.0,1,,"Director of the Ahwazi Center for Media and Strategic Studies/researcher on Iranian affairs, preparer and presenter of the #Iran_Zoom program on @Saudi24 channel.. #Ahwaz is national",Hassan Radi Al-Ahwazi
allipayam,Hani Allipayam,,36.0,19.0,1.0,False,November 2017,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,,Hani Allipayam
ajbends,big boy synthetique,@issues  //  @badwolves  // FEWDFWM //,42300.0,1286.0,1350.0,False,December 2011,"Pasadena, CA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,@issues  //  @badwolves  // FEWDFWM //,big boy synthetique
alisaberi1987,Alex,All religions are human made. Be free of them. Keep your humanity up and spread out kindness.,469.0,1634.0,633.0,False,October 2021,"Paris, France",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,0.0,1,,All religions are human made. Be free of them. Keep your humanity up and spread out kindness.,Alex
altaf_awan12,Altaf K Awan,"Consultant Pancreaticobiliary, Obesity, Laparoscopic and Robotic Surgeon, UHDBTrust. Director of Education - Laparoscopic & Robotic surgery, ALSGBI.",1054.0,451.0,1803.0,False,November 2018,"Derby, England",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,"Consultant Pancreaticobiliary, Obesity, Laparoscopic and Robotic Surgeon, UHDBTrust. Director of Education - Laparoscopic & Robotic surgery, ALSGBI.",Altaf K Awan
aliansari84,Ali Ansari,"Ph.D. graduate in Materials Science and Engineering, Interested in batteriesand electrochemistry, Posts in Persian and in English, Notifications are off.",742.0,1928.0,1334.0,False,December 2013,"Prague, Czech Republic",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,0.0,1,,"Ph.D. graduate in Materials Science and Engineering, Interested in batteriesand electrochemistry, Posts in Persian and in English, Notifications are off.",Ali Ansari
alimotie1318,Parsi,"lran, land of Aryans and Everlasting Kingdom",160.0,753.0,4588.0,False,June 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,"lran, land of Aryans and Everlasting Kingdom",Parsi
aesdigitallyart,Aes Digitally Art Prints,"Greetings! I'm Serdar. I'm the founder of this small shop, born from the question: 'Why shouldn't everyone have easy access to striking art pieces?",29.0,333.0,32.0,False,November 2025,Turkey,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,"Greetings! I'm Serdar. I'm the founder of this small shop, born from the question: 'Why shouldn't everyone have easy access to striking art pieces?",Aes Digitally Art Prints
5thprisoner,زندانی پنجم,پیش ما بیا خوش میگذره,6351.0,265.0,,False,July 2016,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,0,,"Come to us, have fun",The fifth prisoner
ali_koleini,paper_jean,,89.0,0.0,339.0,False,June 2020,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,,paper_jean
ahmadrezae88890,ahmadreza emz,,8.0,4.0,58.0,False,June 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,,ahmadreza emz
_articlle_,お父さん,はむさんはこちら  @hamuppi_,8556.0,803.0,780.0,False,August 2018,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,Click here for Hamuppi_,father
1dish4theroad,Aaron Vallance,'Friday Night Chicken' - due 2027!  Shortlisted for Jane Grigson Trust award 2025. My blog (shortlisted Guild Food Writers award '20 '21 '23).,5435.0,3587.0,2327.0,False,May 2016,"London, England",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,'Friday Night Chicken' - due 2027!  Shortlisted for Jane Grigson Trust award 2025. My blog (shortlisted Guild Food Writers award '20 '21 '23).,Aaron Vallance
alexvizorek,Alex Vizorek,"Humoriste belge...(c'est déjà drôle comme locution, je crois) Sur scène surtout, sur  @RTLFrance  et  @telematin  parfois, ailleurs occasionnellement.",108000.0,2657.0,1381.0,False,January 2010,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,"Belgian comedian...(it's already a funny phrase, I think) On stage especially, on @RTLFrance and @telematin sometimes, elsewhere occasionally.",Error 504 (Server Error)!!1504.That’s an error.There was an error. Please try again later.That’s all we know.
aicalliance_,AICA - Australian Iranian Community Alliance,Group of passionate Iranian Australians committed to shedding light on the glaring violations of fundamental human rights perpetrated by the Islamic Republic.,80.0,67.0,272.0,False,June 2023,Australia,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,0.0,0,,Group of passionate Iranian Australians committed to shedding light on the glaring violations of fundamental human rights perpetrated by the Islamic Republic.,AICA - Australian Iranian Community Alliance
ahlulbayt28,خادمة الحُسين💚⚑,-أشهَدُ أنَ علياً وَليُ الله . -نِذَرت لخِدمَة حسين عمري . -السَلامُ على آلِ بَيتِ رَسولِ الله . -السَلامُ عَليكَ يا أبا عبدِالله الحُسَين.,15800.0,276.0,1318.0,False,July 2020,حَيثُ الحُسَين وَ العَبَاس,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,2,,"-I bear witness that Ali is the guardian of God. -I vowed to serve Hussein Omri. -Peace be upon the family of the Messenger of God. -Peace be upon you, Abu Abdullah Al-Hussein.",Hussein's maid💚⚑
30nahejazi,Sina Hejazi,Iranian singer,4400.0,16.0,297.0,False,April 2013,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,Iranian singer,Sina Hejazi
abdulsalamdoct,محمد المعمري,يمني يبحث عن وطن.!,6.0,118.0,253.0,False,June 2025,اليمن,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,A Yemeni looking for a homeland!,Muhammad Al-Maamari
ajplus,AJ+,"AJ+ is a unique digital news and storytelling project promoting human rights and equality, holding power to account, and amplifying the voices of the powerless.",1200000.0,,1357.0,False,February 2010,"Washington, DC",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,"AJ+ is a unique digital news and storytelling project promoting human rights and equality, holding power to account, and amplifying the voices of the powerless.",AJ+
110_m_ah_b,A.B.110,,0.0,7.0,3.0,False,October 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,2,,,A.B.110
32kennocha,Isis,Every moment is a fresh beginning.,345.0,472.0,458.0,False,June 2013,"Buffalo, NY.",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,2,,Every moment is a fresh beginning.,Isis
abc7ny,Eyewitness News,"New York's #1 news, Channel 7 Eyewitness News. WABC-TV. Comments & photos shared here or using #abc7NY could be used on any ABC platforms.",725200.0,725.0,,False,October 2008,New York City,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,"New York's #1 news, Channel 7 Eyewitness News. WABC-TV. Comments & photos shared here or using #abc7NY could be used on any ABC platforms.",Eyewitness News
alexerventure,alexerventure,Entrepreneur,446.0,6254.0,932.0,False,March 2008,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,Entrepreneur,alexerventure
agencecapa,CAPA,"Témoigner, décrypter, faire rêver, inventer : depuis plus de 30 ans, CAPA raconte le monde... avec un pas de côté. #CAPApresse #CAPAdrama  @CAPAcorporate",7920.0,612.0,5264.0,False,August 2009,"Paris, France",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,"Testify, decipher, make people dream, invent: for more than 30 years, CAPA has been telling the world... with a side step. #CAPApresse #CAPAdrama @CAPAcorporate",CAPA
_rosemark,Wolfy,So Vrémant po Nice,8.0,127.0,482.0,False,December 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,2,,From Vrémant to Nice,Wolfy
alanwake,Alan Wake 2,"Alan Wake 2 out now on the Epic Games Store, PS5, and Xbox Series X|S. By  @remedygames , presented by  @EpicPublishing . Alan Wake Remastered available now.",85000.0,16.0,1465.0,False,March 2009,Bright Falls,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,"Alan Wake 2 out now on the Epic Games Store, PS5, and Xbox Series X|S. By  @remedygames , presented by  @EpicPublishing . Alan Wake Remastered available now.",Alan Wake 2
alcides,Alcides Fonseca,Typing types. Associate Professor at the University of Lisbon.,1893.0,2921.0,2203.0,False,April 2007,"Lisbon, Portugal",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,Typing types. Associate Professor at the University of Lisbon.,Alcides Fonseca
aliaref_,ali aref 🇮🇷,ما سر به سر فدایی دین محمدیم...ما را حسین خواند و به این لشکر آمدیم,508.0,646.0,1334.0,False,April 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,2,,We are devoted to the religion of Muhammad... we were called Hussein and we came to this army,ali aref 🇮🇷
afghanlgbt,Afghan LGBT Organization (ALO),The first official organization for Afghan #LGBTQ+ people based in Czech Republic,1190.0,401.0,216.0,False,June 2020,Česká republika & Afghanistan,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,The first official organization for Afghan #LGBTQ+ people based in Czech Republic,Afghan LGBT Organization (ALO)
abasinfo,Abas Aslani | عباس اصلانی,عباس اصلانی | صفحه فارسی |خبرنگار و پژوهشگر در حوزه سیاست خارجی و بین‌الملل   | صفحه انگلیسی (English account):  @AbasAslani,1213.0,505.0,2528.0,False,July 2016,تهران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,Abbas Aslani Farsi page | Journalist and researcher in the field of foreign and international politics | English account: @AbasAslani,Abbas Aslani Abbas Aslani
almghdmi,Ali,"Developer, Gamer",119.0,235.0,,False,April 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,"Developer, Gamer",Ali
abdolrezakahani,Abdolreza Kahani,"Writer,Director,Producer //  agiff.arkgate.ca",20700.0,299.0,247.0,False,June 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,"Writer,Director,Producer //  agiff.arkgate.ca",Abdolreza Story
alanciwanc41267,alanciwan ciwan,,33.0,2281.0,1.0,False,January 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,,young alanciwan
a_s_v_t_r,حــزامـ,اللَّهُمَّ لَا تَدَع لي أمْراً إِلَّا يَسَّرَتْهُ وَلَا حُلْماً إِلَّا حَقَّقَتَهُ,389.0,943.0,,False,May 2024,ID52159146623,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,"Oh God, do not leave for me a matter without making it easy or a dream without making it come true.",Belt
ali_tavakoli_28,hopkinz,سر سری رد شو و زندگی کن.دقت دق ات میدهد.,90.0,128.0,1448.0,False,December 2012,shiraz_iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,Go ahead and live. Carefulness pays attention to you.,hopkinz
adryn848,آدرین,,14.0,539.0,0.0,False,May 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,,Adrienne
alexmarlow,Alex Marlow,"**BREAKING THE LAW** OUT NOW! 'The Alex Marlow Show,'  @BreitbartNews  EIC, 3x-NYT bestseller. “Alex knows it all.” -President Trump",70000.0,271.0,7396.0,False,January 2009,"Chappaquiddick, MA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,"**BREAKING THE LAW** OUT NOW! 'The Alex Marlow Show,'  @BreitbartNews  EIC, 3x-NYT bestseller. “Alex knows it all.” -President Trump",Alex Marlow
aaihs,AAIHS,AAIHS was founded to foster dialogue about #Black thought & culture. We publish the blog  @BlkPerspectives  (President:  @robgreeneII ):  bit.ly/2iEQ4uU,36100.0,108.0,6145.0,False,May 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,AAIHS was founded to foster dialogue about #Black thought & culture. We publish the blog  @BlkPerspectives  (President:  @robgreeneII ):  bit.ly/2iEQ4uU,AAIHS
abogadasmx,Abogadas MX,Red de Liderazgo y Desarrollo Profesional para abogadas en México.,4618.0,839.0,3107.0,False,March 2015,Mexico,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,MX Lawyers
alirezasafarpo7,Alireza Safarpoor,AlirezaSFP,7.0,122.0,77.0,False,August 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,AlirezaSFP,Alireza Safarpoor
agolp,Armand Golpaygani,,197.0,471.0,162.0,False,November 2009,"Paris, France",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,,Armand Golpaygani
aji_fellowships,Allbritton Journalism Institute,,1029.0,20.0,26.0,False,February 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,,Allbritton Journalism Institute
alltyf_,طيف سامي,,64500.0,11.0,234.0,False,October 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,,Sublime spectrum
alimeelad94,Mohammed Ali,,89.0,305.0,1916.0,False,October 2017,The Netherlands,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,,Mohammed Ali
allanmau1992,Allan Mau,,27.0,560.0,14.0,False,May 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,,Allan Mau
4noura,Noura Erakat,"Human Rights attorney | Professor| Author, Justice For Some | Justicia, Paz, Amor",192900.0,2719.0,,False,November 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,"Human Rights attorney | Professor| Author, Justice For Some | Justicia, Paz, Amor",Noura Erakat
abdynal18132,Zain Al-Ameri,,17.0,552.0,10.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,2,,,Zain Al-Ameri
ahwaz1925__,عربستان,ليس وطني دائما على حق ولكني لا استطيع ان امارس حقاً حقيقياً الا في وطني,26.0,130.0,210.0,False,September 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,"My country is not always right, but I cannot exercise a true right except in my country",Arabia
abu_aqeel86,عبدالله الخالدي,,0.0,16.0,4.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,,Abdullah Al-Khalidi
6njeli,اونجلیناجیلی,ماه پشت ابر نمیمونه تو خوب بمون، بلاخره آدم بدا یه جا رسوا میشن,164500.0,,5593.0,False,September 2018,İstanbul-Turkey,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,0.0,1,,"The moon doesn't stay behind the clouds, stay good, eventually bad people will be disgraced somewhere",Angelina Jolie
abtc,American Bitcoin,Nasdaq: ABTC | Building America's Bitcoin infrastructure backbone,49600.0,6.0,374.0,False,March 2025,USA,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,Nasdaq: ABTC | Building America's Bitcoin infrastructure backbone,American Bitcoin
afintl_,Afghanistan International - افغانستان اینترنشنال,اولین شبکه خبری بین‌المللی ۲۴ ساعته افغانستان The First 24/7 International News Channel for Afghanistan,19600.0,8.0,8.0,False,August 2021,"UK, London",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,0.0,0,,The First 24/7 International News Channel for Afghanistan,Afghanistan International - Afghanistan International
abwmhdy75844,سجاد ابو مهدي,,0.0,70.0,0.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,,Abu Mahdi carpets
a_soleimani_f,عارفه سلیمانی,خبرنگار,14.0,93.0,27.0,False,May 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,Reporter,Arifa Soleimani
abdelmonim68330,Abdelmonim Elgak,,0.0,15.0,1.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,2,,,Abdelmonim Elgak
al_sharifzadeh,علی شریف زاده اردکانی,وكيل پایه یک دادگستری ،مدرس دانشگاه و عضو کانون وکلای مرکز,4540.0,367.0,847.0,False,March 2020,Tehran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,"A basic lawyer, a university teacher and a member of the Central Bar Association",Ali Sharifzade Ardakani
alireza__ziyaei,Alireza Ziaee,,0.0,45.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,name,,Alireza Ziaee
abdulzahraa_,عبدالزهراء عبدالحسين,Earnestly striving to achieve the honour of becoming one of the sincere slaves of Sayeda Fatima al-Zahraa (as).,2430.0,366.0,5896.0,False,May 2019,جنة الخدام بين الحرمين,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,2,,Earnestly striving to achieve the honour of becoming one of the sincere slaves of Sayeda Fatima al-Zahraa (as).,Abdul Zahraa Abdul Hussein
0l8o0xgtjkorcjb,SaraThoreau,,127.0,4554.0,0.0,False,September 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,,SaraThoreau
0pps__,Think,"@_Alignments ,",22.0,159.0,18.0,False,August 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,2,,"@_Alignments ,",Think
ajturk,Al Jazeera Türk,"Haber, analiz, görüş yazıları, belgeseller. Son dakika haberler ve canlı anlatım adresi:  @AJTCanli . İletişim için:  @AlJazeeraTurk .",724600.0,7.0,1357.0,False,January 2011,"Istanbul, Türkiye",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,"News, analysis, opinion pieces, documentaries. Last minute news and live commentary address: @AJTCanli. For contact: @AlJazeeraTurk.",Al Jazeera Turkish
ahllam_music,ahllam,artist,6758.0,2.0,45.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,translate,artist,Hello
a_alirezabeigi,احمد علیرضابیگی,نماینده دوره دهم و یازدهم مردم تبریز، اسکو و آذرشهر در مجلس شورای اسلامی|استاندار اسبق آذربایجان شرقی t.me/ahmadalirezabe …,3823.0,30.0,427.0,False,December 2019,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,"Representative of the 10th and 11th term of the people of Tabriz, Esku and Azarshahr in the Islamic Council | former governor of East Azerbaijan t.me/ahmadalirezabe...",Ahmed Alirezabigi
agakeruka71284,あがけるか,,100.0,3464.0,0.0,False,September 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,,Will you rise?
ahahistorians,American Historical Association,The American Historical Association is the largest professional organization serving historians in all fields and all professions.  historians.org/join,56300.0,2335.0,1311.0,False,September 2009,"Washington, D.C.",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,The American Historical Association is the largest professional organization serving historians in all fields and all professions.  historians.org/join,American Historical Association
acrvir,acrvir,,0.0,42.0,1.0,False,February 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,2,,,acrvir
abu_al_askary,ابو علي العسكري,المسؤول الأمني لكتائب حزب الله في العراق,2697.0,0.0,4.0,False,August 2023,Iraq,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,0,1,,The security official for Kataib Hezbollah in Iraq,Abu Ali Al-Askari
alietamedia,علی اعطا,‌کارشناسی‌ارشد پیوسته و دکتری معماری | عضو هیئت رییسه و سخنگوی شورای پنجم تهران | معمار | روزنامه‌نگار,13600.0,1202.0,4615.0,False,October 2016,Tehran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,Master's degree and PhD in architecture Member of the Board of Directors and Spokesperson of the Fifth Council of Tehran Architect روزنامه‌نگار,Ali granted
ajarabic,قناة الجزيرة,الجزيرة.. الرأي والرأي الآخر.. تابع أخبارنا العاجلة على  @AJABreaking,22300000.0,26.0,1349.0,False,April 2007,Qatar,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,0,0,,Al Jazeera... Opinion and other opinions... Follow our breaking news on @AJABreaking,Al Jazeera Channel
