username,display_name,description,manual_label,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,confidence_level,prob_0,prob_1,prob_2,uncertainty_score
agha_mohamad1_,آقــا مــحــمـــد ☕,ورود همه آزاد جز بی ادب ها | اللهم عجل لولیک الفرج... آواتار تزئینی است و این صفحه ارتباطی به آقای وحید رهبانی بازیگر گاندو ندارد!,1,,4645.0,1303.0,False,January 2018,جمهوری اسلامی ایران حرم است,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Everyone is free to enter except the rude ones Oh God, hurry up, Lulik al-Fraj... the avatar is decorative and this page has nothing to do with Mr. Vahid Rahbani, the actor of Gando!",Mr. Mohammad ☕,1,0.5689565202635598,0.4310434797364402,0.5689565202635598,,0.4310434797364402
ali_0909a,36🏆Ali,الأهلي وطن يحكي فخرا، وهل بعد الأهلي عشق، وهل بعد الأهلي جنون,1,755.0,1099.0,36.0,False,March 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Al-Ahly is a country that speaks of pride. Is there love after Al-Ahly, and is there madness after Al-Ahly?",36🏆Ali,0,0.5718343863312052,0.5718343863312052,0.4281656136687948,,0.4281656136687948
afshin_ashiyani,afshin ashiyani افشین آشیانی,"football coach,AFC B coaching license, Translator of football coaching books, Investment consultant",1,73.0,850.0,51.0,False,October 2013,"Gotha, Germany",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"football coach,AFC B coaching license, Translator of football coaching books, Investment consultant",Afshin Ashiyani,1,0.5724327344883295,0.4275672655116704,0.5724327344883295,,0.4275672655116704
al3a6eeb,طلال عبدالله الرشيد,( رَبِّ اجْعَلْ هَـَذَا بَلَداً آمِناً وَارْزُقْ أَهْلَهُ مِنَ الثَّمَرَاتِ ),1,,3517.0,1390.0,False,December 2011,SAUDIA,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"(My Lord, make this a safe country and provide its people with fruits.)",Talal Abdullah Al-Rasheed,1,0.572962019844065,0.4270379801559349,0.572962019844065,,0.4270379801559349
ahmadi_fae83290,فائزه🎀,متفاوت باش..! مثلا بشین رو تلویزیون ، مبل ببین!,1,26.0,63.0,520.0,False,March 2024,جمهوری اسلامی ایران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Be different..! For example, sit on the TV and watch the sofa!",Fazeh,1,0.5760195127796854,0.4239804872203145,0.5760195127796854,,0.4239804872203145
adresansoso,Lili Adresan🌺🇫🇷,"Je suis un clone d'humoriste iel non-binaire, non genré. Suivez moi pour de nouvelles aventures. #PoilAGratterPolitique #Parodique #Satirique",1,,24.0,1315.0,False,January 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"I am a non-binary, non-gendered comedian clone. Follow me for new adventures. #HairScratchPolitical #Parodic #Satiric",Lili Adresan🌺🇫🇷,1,0.5760850681500299,0.4239149318499701,0.5760850681500299,,0.4239149318499701
4refugeewomen,Women for Refugee Women 🧡,We support women seeking safety in the UK to rebuild their lives on their own terms.     @4refugeewomen .bsky.social  #WelcomeEveryWoman #SetHerFree,0,,3581.0,5587.0,False,July 2011,UK,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,We support women seeking safety in the UK to rebuild their lives on their own terms.     @4refugeewomen .bsky.social  #WelcomeEveryWoman #SetHerFree,Women for Refugee Women 🧡,1,0.5767848501719448,0.4232151498280552,0.5767848501719448,,0.4232151498280552
aaknopf,Alfred A. Knopf,Dedicated to publishing distinguished fiction and nonfiction since 1915.,1,,3115.0,6157.0,False,December 2008,"New York, NY",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Dedicated to publishing distinguished fiction and nonfiction since 1915.,Alfred A. Knopf,1,0.5772407790628782,0.4227592209371218,0.5772407790628782,,0.4227592209371218
ahangari73,Kawa Ahangari,Founder of  @VOZiran   New Book: Federalism (Translation).  voziran.org #WomanLifeFreedom #ژن_ژیان_ئازادی,1,7500.0,273.0,8573.0,False,November 2014,Belgium,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Founder of @VOZiran New Book: Federalism (Translation).  voziran.org #WomanLifeFreedom #Zhen_Zhian_Ezadi,Ahangari protocol,1,0.578949933770936,0.421050066229064,0.578949933770936,,0.421050066229064
al_kascom,صحيفة الكأس,الحساب الرسمي لــ #صحيفة_الكأس الرياضية لتغطية آخر مستجدات الرياضة المحلية والعربية والعالمية,0,,13.0,1400.0,False,March 2012,المملكة العربية السعودية,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"The official account of #Al Kass Sports Newspaper to cover the latest developments in local, Arab and international sports",Al-Kass newspaper,0,0.5805864761054875,0.5805864761054875,0.4194135238945125,,0.4194135238945125
aghamiri_hosein,سیدحسین آقامیری,تو که یک گوشه ی چشمت غم عالم ببرد،                                 حیف باشد که تو باشی و مرا غم ببرد,1,,161.0,523.0,False,August 2017,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"If one corner of your eye brings sorrow to the world, it is a pity that it is you who makes me sad",Seyed Hossein Aghamiri,1,0.5886296956300667,0.4113703043699332,0.5886296956300667,,0.4113703043699332
aadianjana6567,Aadi Anjana,A business consultant and sells women's clothes .,1,223.0,2578.0,17.0,False,September 2025,"West New York, NJ",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,A business consultant and sells women's clothes .,Aadi Anjana,1,0.5906057167803569,0.4093942832196431,0.5906057167803569,,0.4093942832196431
absmadridista,مدريدي,ريال مدريد هو نادي حياتي هلا مدريد,1,144.0,1434.0,1580.0,False,February 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Real Madrid is the club of my life, Hala Madrid",Madrid,1,0.5937867202013909,0.4062132797986091,0.5937867202013909,,0.4062132797986091
ali_albadiri90,ali.albadiri,work .Kar.group. Yo : 25 June. Kar Cement Industry Company.  work ing for Jawharat Balsam Company.  @kar_group_company  . من ذاق حب ألله ارتوئ,1,2.0,51.0,0.0,False,February 2025,Iraq - Babylon,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,work.Kar.group. Yo: June 25. Kar Cement Industry Company.  working for Jawharat Balsam Company.  @kar_group_company . Whoever tastes God's love will be satisfied,ali. albadiri,1,0.5939214575377563,0.4060785424622437,0.5939214575377563,,0.4060785424622437
akshayk11339456,akshay kumar,पंडितो ka शान शौकत और वफ़ा को देखकर छोरियां bhi कहती है ना दर्द चाही ना दर्द की दवा चाही हमें तो पंडित जैसा यार चाही jai parshu ram.akshay ब्राह्मण,1,1.0,98.0,47.0,False,June 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Seeing the pride and loyalty of the Pandits, even the girls say that I neither want pain nor medicine for pain, I want the love of a Pandit. Jai Parshu Ram. Akshay Brahmin.",akshay kumar,1,0.596232184095739,0.403767815904261,0.596232184095739,,0.403767815904261
ailar1000,jupiter,"love reading,music,movies and these days speaking Deutsch is my favorite",1,59.0,978.0,996.0,False,September 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"love reading,music,movies and these days speaking Deutsch is my favorite",jupiter,1,0.596232184095739,0.403767815904261,0.596232184095739,,0.403767815904261
allaboutargyle,The New Pilgrim,,0,1917.0,167.0,1632.0,False,May 2012,Devon,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,The New Pilgrim,1,0.5992394673327658,0.4007605326672342,0.5992394673327658,,0.4007605326672342
ahlebeytmedia,اهل بیت مدیا,کاملترین و به‌روزترین رسانه تخصصی، در حوزه اهل بیت,0,,65.0,2096.0,False,July 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The most complete and up-to-date specialized media in the field of Ahl al-Bayt,Ahl al-Bayt Media,1,0.6010050248093249,0.398994975190675,0.6010050248093249,,0.398994975190675
alldoaa110,الدعاء / prayer,مقاطع من الأدعية المأثورة عن النبي و آله عليهم السلام Selections of Supplications by the Holy Household,0,686.0,2.0,698.0,False,July 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Excerpts from the supplications mentioned about the Prophet and his family, peace be upon them. Selections of Supplications by the Holy Household",Supplication / prayer,1,0.6095128370659811,0.3904871629340188,0.6095128370659811,,0.3904871629340188
abba3pakbin,Abbas Pakbin,شاعر و ترانه سرا...وگاهی تریدر...  به زودی پروردگارت آنقدر برای تو معجزه خواهد کرد که خشنود شوی.. سوره ضحی آیه 5,1,77.0,826.0,1122.0,False,March 2021,در پناه خدا,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Poet and songwriter... and sometimes a trader... Soon your Lord will perform so many miracles for you that you will be pleased... Surah Al-Zuhi verse 5,Abbas Pakbin,1,0.6107811226239777,0.3892188773760223,0.6107811226239777,,0.3892188773760223
77abolfazlhz,Abolfazl_,آخرش قشنگه..!  telegram.me/BiChatBot?star …,1,486.0,958.0,1114.0,False,August 2021,طهران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The end is beautiful..!  telegram.me/BiChatBot?star...,Abolfazl_,1,0.6109305622671527,0.3890694377328473,0.6109305622671527,,0.3890694377328473
abmolana,Molana,من از این دلق مرقع به درآیم روزی / تا همه خلق بدانند که زنّاری هست,1,351.0,765.0,3903.0,False,June 2013,Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,I earn a living from this scumbag / so that all people know that she is a womanizer,Molana,1,0.611662685992694,0.388337314007306,0.611662685992694,,0.388337314007306
_pia_,Pia Strietmann,Film&tv director,1,74.0,115.0,127.0,False,March 2009,"Berlin, London",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Film&tv director,Pia Strietmann,1,0.6118647577421459,0.3881352422578541,0.6118647577421459,,0.3881352422578541
2rr0i_,🌟,#Shabab Al Ahli Dubai fc - insta - w5pll Tik - 2.rr0i - ( وَاذْكُر رِبِّكَ إِذَا نَسِيتَ ),1,4.0,37.0,25.0,False,April 2025,"Dubai, United Arab Emirates",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,#Shabab Al Ahli Dubai fc - insta - w5pll Tik - 2.rr0i - (And remember your Lord when you forget),🌟,1,0.6122593471648389,0.3877406528351611,0.6122593471648389,,0.3877406528351611
28minutes,28 minutes,"#28min est le rendez-vous quotidien d'actualité sur  @ARTEfr , du lundi au samedi dès 20h05. Retrouvez-nous aussi sur Facebook, Youtube et Instagram  !",0,,2495.0,28.0,False,December 2011,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"#28min is the daily news event on @ARTEfr, from Monday to Saturday from 8:05 p.m. Also find us on Facebook, Youtube and Instagram!",28 minutes,1,0.6166605699946442,0.3833394300053557,0.6166605699946442,,0.3833394300053557
alraqy51744,ابو نور العراقي,,1,0.0,11.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Abu Nour Al-Iraqi,1,0.6167570044595021,0.3832429955404979,0.6167570044595021,,0.3832429955404979
aaaaaaav69,Sasasaa,,1,51.0,245.0,405.0,False,September 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Will join,1,0.6188123654125156,0.3811876345874844,0.6188123654125156,,0.3811876345874844
abdulbaset22,‏عبدالباسط الحمادي,,1,8645.0,3202.0,3808.0,False,June 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Abdul Basit Al Hammadi,1,0.6215924238694176,0.3784075761305824,0.6215924238694176,,0.3784075761305824
7khaiiam,خیام,کنده از مرز زمان,1,341.0,31.0,,False,May 2014,52 hertz,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Stump from the border of time,Khayyam,1,0.6255829975236074,0.3744170024763926,0.6255829975236074,,0.3744170024763926
ali7osain,Dr.ali alshekarchi,أنتظر يوم #العدالة الموعود (وَيَوْمَ يَعض الظَّالِمُ عَلَىٰ يَدَيْهِ يَقُولُ يَا لَيْتَنِي اتَّخَذْتُ مَعَ الرَّسُولِ سَبِيلًا) لأرى مكانة أعداء #أهل_البيت ع,1,554.0,703.0,3558.0,False,April 2011,Iraq,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"I await the promised day of #justice (and the day when the oppressor bites his hands and says, “I wish I had taken a path with the Messenger”) to see the position of the enemies of the #AhlulBayt.",Dr. Ali Alshekarchi,1,0.6261161593915799,0.37388384060842,0.6261161593915799,,0.37388384060842
a_hossainy,أحمد حسيني  🇵🇸,شاذ من شواذ هذه الأمة، كما وصفهم الزهار، ممن فرحوا بمقتل شهيد القدس شهيد القدس شهيد القدس قاسم سليماني، كما وصفه هنية.  #FreePalestine   #FreeUyghurs,1,1302.0,888.0,,False,October 2011,Egypt,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"One of the abnormalities of this nation, as Al-Zahar described them, who rejoiced at the killing of the martyr of Jerusalem, the martyr of Jerusalem, the martyr of Jerusalem, Qassem Soleimani, as described by Haniyeh.  #FreePalestine #FreeUyghurs",Ahmed Hosseini  🇵🇸,1,0.6297248603402246,0.3702751396597754,0.6297248603402246,,0.3702751396597754
alighadimiai,Ali Ghadimi,Data Scientist | Ex-BBC Journalist | OSINT & Forensic Journalism | AI & Python Developer,1,57.0,86.0,18.0,False,October 2009,"London, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Data Scientist | Ex-BBC Journalist | OSINT & Forensic Journalism | AI & Python Developer,Ali Ghadimi,1,0.6313589417675207,0.3686410582324793,0.6313589417675207,,0.3686410582324793
_aj_johnstone,Al Johnstone (AJ),Documentary filmmaker - shooting producer/director |  @BAFTA  Connect |  @NFTSFilmTV,1,674.0,2787.0,1440.0,False,June 2012,"London, England",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Documentary filmmaker - shooting producer/director |  @BAFTA  Connect |  @NFTSFilmTV,Al Johnstone (AJ),1,0.6317160022383799,0.3682839977616201,0.6317160022383799,,0.3682839977616201
aajavoices,AAJA Voices,@AAJA 's multimedia journalism training fellowship for college and graduate students. Meet our #AAJA22 class:  aajavoices.org/losangeles2022/,0,1904.0,583.0,2743.0,False,July 2009,"Los Angeles, CA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,@AAJA 's multimedia journalism training fellowship for college and graduate students. Meet our #AAJA22 class:  aajavoices.org/losangeles2022/,AAJA Voices,1,0.6318063847160018,0.3681936152839982,0.6318063847160018,,0.3681936152839982
alahly,‏النادي الأهلي,مرحبًا بكم في الحساب الرسمي للنادي الأهلي نادي القرن الإفريقي، Welcome |   @AlAhlyEnglish  Bienvenue |   @AlAhlyFrancais,0,,37.0,1400.0,False,March 2013,"Cairo, Egypt",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Welcome to the official account of Al-Ahly Club, Club of the Horn of Africa, Welcome |   @AlAhlyEnglish Bienvenue |   @AlAhlyFrancais",Al-Ahly Club,0,0.6322846807388204,0.6322846807388204,0.3677153192611796,,0.3677153192611796
affgnl,AFFG,Great players need a Great Management,0,150.0,101.0,699.0,False,January 2017,"Gelderland, Nederland",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Great players need a Great Management,Africa,1,0.6325896625725177,0.3674103374274823,0.6325896625725177,,0.3674103374274823
_miaswart,Mia Swart,"Former Producer Al Jazeera, Visiting Prof Wits Law School, International Criminal Law, Transitional Justice",1,1073.0,1084.0,3859.0,False,April 2018,Doha,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Former Producer Al Jazeera, Visiting Prof Wits Law School, International Criminal Law, Transitional Justice",Mia Swart,1,0.632994850799318,0.3670051492006819,0.632994850799318,,0.3670051492006819
afra7172,Afra,,1,8.0,178.0,1.0,False,July 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Afra,1,0.6331474115672022,0.3668525884327978,0.6331474115672022,,0.3668525884327978
500womensci,500 Women Scientists,"We aim to serve society by making science open, inclusive, and accessible. Also  @500womensci  on Instagram and Facebook.",0,,1832.0,500.0,False,November 2016,"Washington, DC",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"We aim to serve society by making science open, inclusive, and accessible. Also  @500womensci  on Instagram and Facebook.",500 Women Scientists,1,0.6343918361407315,0.3656081638592685,0.6343918361407315,,0.3656081638592685
allawati,Abbas Al Lawati,"Middle East Editor  @CNN . Ex- @business . Usual caveats apply. Pic in banner is Muttrah, Oman.",1,7828.0,2389.0,,False,May 2009,The Gulf,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Middle East Editor  @CNN . Ex- @business . Usual caveats apply. Pic in banner is Muttrah, Oman.",Abbas Al Lawati,1,0.6375886091420198,0.3624113908579802,0.6375886091420198,,0.3624113908579802
alihars6,سبزی پلو با ماهی,برای آزادی,1,155.0,304.0,183.0,False,October 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,for freedom,Vegetable pilaf with fish,1,0.6377146119751337,0.3622853880248663,0.6377146119751337,,0.3622853880248663
