username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,confidence_level,prob_0,prob_1,prob_2,uncertainty_score
aa51_ansari,Ali Ansari,Academic but not irrelevant,7637.0,931.0,3221.0,False,November 2017,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Academic but not irrelevant,Ali Ansari,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
a9b9e3m1,Ali Erfani,,1.0,83.0,0.0,False,May 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Erfani,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
alparsai,Ali Parsai,"Soyez réalistes, demandez l'impossible.",377.0,958.0,5809.0,False,November 2016,Planet Earth,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Be realistic, ask for the impossible.",Ali Parsai,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
alecbaldwln____,AlecBaldwin,this is a social media phantom limb...,,292.0,2595.0,False,July 2012,New York,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,this is a social media phantom limb...,Alec Baldwin,0,0.5901469927218879,0.5901469927218879,0.4098530072781121,,0.40985300727811214
almodarresisays,كلمات المرجع المُدرِّسي,"أخبار ومواقف وأفكار سماحة المرجع الديني آية الله العظمى السيد محمد تقي المُدرّسي ""دام ظله الوارف""",,5.0,3620.0,False,June 2013,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"News, positions and thoughts of His Eminence the religious authority, Grand Ayatollah Sayyed Muhammad Taqi Al-Mudarrisi, “May his abundant shadow last”",Teacher reference words,1,0.5928119555991346,0.4071880444008654,0.5928119555991346,,0.4071880444008654
61pari93357,wind carry us?,خانه دار بی ادعا,48.0,681.0,308.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Unassuming housewife,wind carry us?,1,0.5931082008553767,0.40689179914462326,0.5931082008553767,,0.40689179914462326
alhassanhu41917,Alhassan Hussaini,"""Proud Nigerian Technologist  | GIS Expert @ MAU | I love humanity  | Elon Musk is my hero & motive  | Building the future with innovation & heart""",37.0,604.0,158.0,False,May 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"""Proud Nigerian Technologist  | GIS Expert @ MAU | I love humanity  | Elon Musk is my hero & motive  | Building the future with innovation & heart""",Alhassan Hussaini,0,0.593932937451497,0.593932937451497,0.40606706254850305,,0.406067062548503
alhilal_fc,نادي الهلال السعودي,الحساب الرسمي لنادي الهلال السعودي | English account  @Alhilal_EN  | ألعاب الهلال المختلفة  @Alhilal_SG  | الفئات السنية  @Alhilal_YT,,79.0,1384.0,False,April 2009,المملكة العربية السعودية,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The official account of Al Hilal Saudi Club English account @Alhilal_EN | Al Hilal’s various games @Alhilal_SG | Sunni groups @Alhilal_YT,Al Hilal Saudi Club,0,0.5956384397175203,0.5956384397175203,0.40436156028247966,,0.4043615602824797
8mathieu8,Trees,My retweets are not endorsements. No DMs,1267.0,7195.0,6775.0,False,October 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,My retweets are not endorsements. No DMs,Trees,0,0.5971189450937449,0.5971189450937449,0.40288105490625514,,0.40288105490625514
1m9od5,ابو علي,,0.0,16.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Abu Ali,1,0.5994193557204706,0.40058064427952944,0.5994193557204706,,0.40058064427952944
alijalizi8,علي,,0.0,11.0,0.0,False,May 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,on,1,0.5994193557204706,0.40058064427952944,0.5994193557204706,,0.40058064427952944
afzalieli,Eli Afzali,هنرمند حامی محیط زیست و طبیعت,1.0,8.0,5.0,False,October 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Artist who supports the environment and nature,Eli Afzali,1,0.5998359739341294,0.40016402606587065,0.5998359739341294,,0.40016402606587065
aek_official,AEK Athletic Club,Το επίσημο Twitter account του ΑΘΛΗΤΙΚΟΥ ΣΩΜΑΤΕΙΟΥ ΑΕΚ - The Official Twitter account of AEK Athletic Club,4357.0,27.0,,False,June 2018,Ελλάς,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The Official Twitter account of AEK Athletic Club - The Official Twitter account of AEK Athletic Club,AEK Athletic Club,0,0.6000304093373587,0.6000304093373587,0.3999695906626413,,0.39996959066264126
abaruleoflaw,ABA Rule of Law,"Our mission is to promote justice, economic opportunity, and human dignity through the rule of law.",3539.0,916.0,4745.0,False,February 2014,"Global | HQ in Washington, DC",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Our mission is to promote justice, economic opportunity, and human dignity through the rule of law.",ABA Rule of Law,0,0.6009361676758711,0.6009361676758711,0.39906383232412895,,0.3990638323241289
abajournal,ABA Journal,"We're the flagship magazine of the ABA, covering the trends, people and finances of the legal profession from Wall Street to Main Street to Pennsylvania Avenue.",,1364.0,6157.0,False,April 2008,ABAJournal.com,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"We're the flagship magazine of the ABA, covering the trends, people and finances of the legal profession from Wall Street to Main Street to Pennsylvania Avenue.",ABA Journal,0,0.601109438752163,0.601109438752163,0.39889056124783695,,0.39889056124783695
alex4380145476,abbas,,48.0,679.0,1.0,False,August 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,abbas,0,0.6021235009631489,0.6021235009631489,0.39787649903685113,,0.3978764990368511
ahmadi_abb27030,abbas ahmadi,,9.0,191.0,0.0,False,April 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Abbas Ahmadi,0,0.6021235009631489,0.6021235009631489,0.39787649903685113,,0.3978764990368511
abbas2864,Abbas Shariati,,7.0,52.0,8.0,False,December 2011,"Tehran,Iran",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Abbas Shariati,0,0.6021235009631489,0.6021235009631489,0.39787649903685113,,0.3978764990368511
_x_wolverine,Logan,"I may be wicked, but still I gave an onion. (Real name is Rhys)",810.0,2000.0,4889.0,False,November 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"I may be wicked, but still I gave an onion. (Real name is Rhys)",Logan,0,0.6027359454932312,0.6027359454932312,0.3972640545067688,,0.3972640545067688
ahmadinejad1956,Mahmoud Ahmadinejad,"Husband, Dad, Grandfather, University Professor, President, Mayor, Governor, Soccer Player, Proud Iranian  t.me/fpahmadinejad",,49.0,349.0,False,January 2017,Tehran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Husband, Dad, Grandfather, University Professor, President, Mayor, Governor, Soccer Player, Proud Iranian  t.me/fpahmadinejad",Mahmoud Ahmadinejad,0,0.6028221479863412,0.6028221479863412,0.39717785201365885,,0.39717785201365885
afghanistanihrc,AIHRC,Official account of Afghanistan Independent Human Rights Commission,,62.0,3692.0,False,November 2013,"Kabul, Afghanistan",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Official account of Afghanistan Independent Human Rights Commission,AIHRC,0,0.6035744189557428,0.6035744189557428,0.3964255810442572,,0.3964255810442572
77o7h,حسين,,0.0,28.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Hussein,0,0.6048187069014415,0.6048187069014415,0.39518129309855854,,0.39518129309855854
_husseinth3,حسين العنزي⚜️,,2.0,6.0,0.0,False,December 2025,Iraq,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Hussein Al-Anazi⚜️,0,0.6048187069014415,0.6048187069014415,0.39518129309855854,,0.39518129309855854
abas_asgharpour,abas asgharpour,شاعر و نویسنده,65.0,62.0,160.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Poet and writer,abas asgharpour,1,0.6078923762133533,0.39210762378664665,0.6078923762133533,,0.39210762378664665
ali_albadiri90,ali.albadiri,work .Kar.group. Yo : 25 June. Kar Cement Industry Company.  work ing for Jawharat Balsam Company.  @kar_group_company  . من ذاق حب ألله ارتوئ,2.0,51.0,0.0,False,February 2025,Iraq - Babylon,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,work.Kar.group. Yo: June 25. Kar Cement Industry Company.  working for Jawharat Balsam Company.  @kar_group_company . Whoever tastes God's love will be satisfied,ali. albadiri,1,0.6082309777100143,0.39176902228998567,0.6082309777100143,,0.39176902228998567
ai_risks,Center for AI Safety,Reducing societal-scale risks from AI. safe.ai ai-frontiers.org,7911.0,2.0,227.0,False,August 2022,San Francisco,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Reducing societal-scale risks from AI. safe.ai ai-frontiers.org,Center for AI Safety,0,0.6084491884620533,0.6084491884620533,0.39155081153794663,,0.3915508115379467
aajavoices,AAJA Voices,@AAJA 's multimedia journalism training fellowship for college and graduate students. Meet our #AAJA22 class:  aajavoices.org/losangeles2022/,1904.0,583.0,2743.0,False,July 2009,"Los Angeles, CA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,@AAJA 's multimedia journalism training fellowship for college and graduate students. Meet our #AAJA22 class:  aajavoices.org/losangeles2022/,AAJA Voices,0,0.6084491884620533,0.6084491884620533,0.39155081153794663,,0.3915508115379467
afsamaryam96589,M,پروانه ای با بال های آبی,1.0,12.0,2.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,A butterfly with blue wings,M,1,0.6091890916082944,0.3908109083917056,0.6091890916082944,,0.3908109083917056
ablrchi,Amir R. Bolurchi,"Iran Policy & Politics Research Analyst. A secular, democratic republic is imperative for a free and peaceful Iran!",2919.0,1778.0,3975.0,False,July 2009,"Washington, DC",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Iran Policy & Politics Research Analyst. A secular, democratic republic is imperative for a free and peaceful Iran!",Amir R. Bolurchi,1,0.6091971257326684,0.3908028742673316,0.6091971257326684,,0.3908028742673316
2012bb6656,Yves St-Laurent,Avide de vérité et confiant en un avenir meilleur. Hungry for truth and confident in a better future. The best yet to come!,1782.0,2755.0,2335.0,False,October 2011,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Hungry for truth and confident in a better future. Hungry for truth and confident in a better future. The best yet to come!,Yves St-Laurent,0,0.6096983661172537,0.6096983661172537,0.3903016338827463,,0.3903016338827463
_celestraa,Gem - Komaeda Brain rot ✌🏻️,Just a weenus,98.0,667.0,1998.0,False,December 2012,Melbourne,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Just a weenus,Gem - Komaeda Brain rot ✌🏻️,0,0.6101075411512032,0.6101075411512032,0.38989245884879675,,0.38989245884879675
afintl_en,Afghanistan International English,The first 24/7 hours Afghanistan News Channel | Official English account of  @AFIntlBrk,,8.0,6754.0,False,June 2021,"London, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The first 24/7 hours Afghanistan News Channel | Official English account of  @AFIntlBrk,Afghanistan International English,0,0.6102439391286042,0.6102439391286042,0.3897560608713958,,0.3897560608713958
ab_ganji,عبدالله گنجی,دانش آموخته سیاست(دانشگاه علامه طباطبایی) فَمِنۡهُم مَّن قَضَىٰ نَحۡبَهُۥ وَمِنۡهُم مَّن يَنتَظِرُۖ وَمَا بَدَّلُواْ تَبۡدِيلٗا.تعلق جناحی و دعوای جناحی ندارم.,,199.0,6157.0,False,December 2016,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Graduated in politics (Allameh Tabatabai University) فمِ年ُم مَّن قَضَيْ نَحَبُهۥ وَمِ年ُم مَّن ينتازْٖ ومَا بَدَّلوْ تبدیلّ. I do not belong to a faction or a factional fight.,Abdullah Ganji,1,0.6112127456407573,0.38878725435924266,0.6112127456407573,,0.38878725435924266
alnassr_sg,ألعاب النصر المختلفة و الفئات السنية,الحساب الرسمي لألعاب النصر المختلفة و الفئات السنية لكرة القدم @AlNassrFC  | official account of AlNassr SG and Academy teams  @AlNassrFC_EN,,3.0,2912.0,False,November 2021,الرياض، السعودية,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The official account for the various Al-Nassr games and age groups of football @AlNassrFC | official account of AlNassr SG and Academy teams @AlNassrFC_EN,Different victory games and age groups,0,0.6117311189617861,0.6117311189617861,0.3882688810382139,,0.3882688810382139
alexanderm18395,Alexander McPhail,"He/him. Twin  Woke is an informal adjective that means being aware of and attentive to important issues, especially social and racial injustice.",552.0,1816.0,1376.0,False,June 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"He/him. Twin  Woke is an informal adjective that means being aware of and attentive to important issues, especially social and racial injustice.",Alexander McPhail,0,0.6121298773377271,0.6121298773377271,0.38787012266227294,,0.38787012266227294
adeeb_alomari,اديب العُمري,مخطط مالي معتمد. نائب رئيس الاتحاد السعودي للبلياردو والسنوكر سابقا رئيس الخدمات الخاصه المكلف بساب سابقا تويتر عالم من الاختلاف خاطب المفردات وليس الشخص. عالمي,,1870.0,5047.0,False,September 2011,Riyadh,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Certified financial planner. Vice President of the Saudi Billiards and Snooker Federation, formerly Head of Special Services in charge of SABB, Twitter, A World of Difference, addressed the vocabulary, not the person. worldwide",Adeeb Al-Omari,0,0.6127340822102181,0.6127340822102181,0.38726591778978187,,0.3872659177897819
_uzbekfootball,Conor 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇿,Follows Pakhtakor and all things Uzbek football related. Back up account  @Uzbek_football,2813.0,331.0,,False,April 2019,"Newcastle Upon Tyne, England",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Follows Pakhtakor and all things Uzbek football related. Back up account  @Uzbek_football,Conor 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇿,0,0.6137625841789253,0.6137625841789253,0.38623741582107474,,0.38623741582107474
2025_samuel,Dr . Samuel 2025 Samuel arockiasamy (Sam),,50.0,786.0,19.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Dr . Samuel 2025 Samuel arockiasamy (Sam),0,0.6146241172499134,0.6146241172499134,0.3853758827500866,,0.3853758827500866
abbasi_j_5,عباسی ۴,مهندس برق_عمران/کارشناس رسمی دادگستری/کنشگر و فعال اجتماعی و صنفی/آرزومند ایرانی آباد، شاد و قدرتمند,1280.0,4321.0,2241.0,False,December 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Electrical-civil engineer/judiciary official expert/activist and social and trade union activist/well-off, happy and powerful Iranian",Abbasi 4,1,0.6150345933036185,0.38496540669638146,0.6150345933036185,,0.38496540669638146
alarabytv,التلفزيون العربي,التلفزيون العربي.. الصورة الأوضح تابعوا تغطيتنا للأخبار العاجلة على مدار الساعة  @Alarabytv_BRK,,11.0,1356.0,False,April 2014,"Lusail, Qatar",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Arab TV...the clearest picture. Follow our coverage of breaking news around the clock @Alarabytv_BRK,Arab TV,1,0.6157682106366043,0.38423178936339575,0.6157682106366043,,0.38423178936339575
acsyaorg,ACSYA Inc.,Assyrian Cultural & Social Youth Association Inc.,1485.0,335.0,3177.0,False,July 2014,Australia,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Assyrian Cultural & Social Youth Association Inc.,ACSYA Inc.,0,0.6162487926459366,0.6162487926459366,0.3837512073540634,,0.38375120735406343
aishaabbass3176,Maryam shahab,Account auditor,117.0,1380.0,0.0,False,March 2025,"New York, USA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Account auditor,Maryam,0,0.6169072339369972,0.6169072339369972,0.3830927660630028,,0.3830927660630028
_h_o_o_r_,sina,Intl Law UT  | عشق ایران در سرش، همچو من.,113.0,41.0,116.0,False,August 2018,IRAN,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"International Law UT | Iran's love in his head, just like me.",theirs,1,0.6172048420792229,0.3827951579207771,0.6172048420792229,,0.3827951579207771
aarnapatel68,Aarna Patel 🦋,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",465.0,7165.0,35.0,False,June 2025,Jakarta Indonesia,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",Aarna Patel 🦋,0,0.6181115668661181,0.6181115668661181,0.38188843313388193,,0.3818884331338819
alldoaa110,الدعاء / prayer,مقاطع من الأدعية المأثورة عن النبي و آله عليهم السلام Selections of Supplications by the Holy Household,686.0,2.0,698.0,False,July 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Excerpts from the supplications mentioned about the Prophet and his family, peace be upon them. Selections of Supplications by the Holy Household",Supplication / prayer,0,0.619014387565316,0.619014387565316,0.38098561243468404,,0.380985612434684
4viewers,4Viewers,Your source of info for all things  @Channel4  (and sister channels). Want to know more? Click our website link below.,,1330.0,4.0,False,July 2009,UK,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Your source of info for all things  @Channel4  (and sister channels). Want to know more? Click our website link below.,4Viewers,0,0.6202060371561275,0.6202060371561275,0.37979396284387246,,0.37979396284387246
abarsaber,saber abar صابر اَبَر,بعد از مرگ وقت كافی برای خواب دارم/فاسبيندر . «مسئول نظر دیگران نیستم »,,156.0,457.0,False,July 2015,Tehran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"After death, I have enough time to sleep/Fassbinder. ""I am not responsible for the opinions of others""",saber abar saber abar,1,0.6210977261145832,0.37890227388541675,0.6210977261145832,,0.37890227388541675
adakuskowski,Ada Kuskowski,"Medievalist, legal historian, French historian  @Penn . Author of Vernacular Law: The Reinvention of Customary Law in Medieval France (Cambridge, 2023)",362.0,480.0,303.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Medievalist, legal historian, French historian  @Penn . Author of Vernacular Law: The Reinvention of Customary Law in Medieval France (Cambridge, 2023)",There's Kuskowski,0,0.6216042104290754,0.6216042104290754,0.37839578957092457,,0.37839578957092457
ajmanclub_en,Ajman club - En,Official English account of ajman club,1274.0,3.0,1992.0,False,December 2017,"Ajman, United Arab Emirates",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Official English account of ajman club,Ajman club - In,0,0.6218251537047443,0.6218251537047443,0.37817484629525566,,0.37817484629525566
aidinism,Aidinism,Evolve!  Freemason |  R&D Engineer  @helloVERSES   Founder of  @Sunagiri_ai   California   youtube.com/c/aidineslami,,909.0,9344.0,False,May 2008,"Los Angeles, CA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Evolve!  Freemason |  R&D Engineer  @helloVERSES   Founder of  @Sunagiri_ai   California   youtube.com/c/aidineslami,Aidinism,0,0.6224556717810363,0.6224556717810363,0.3775443282189637,,0.37754432821896367
_advanceuk,Advance UK,"Striving for a proud, independent and prosperous United Kingdom. We stand for nation, freedom, democracy and equality under the law.  Led by  @benhabib6",1.0,362.0,1638.0,False,June 2025,http://www.advanceuk.org.uk,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Striving for a proud, independent and prosperous United Kingdom. We stand for nation, freedom, democracy and equality under the law.  Led by  @benhabib6",Advance UK,0,0.6228835857353134,0.6228835857353134,0.3771164142646865,,0.37711641426468656
ahammoudmi,Abdullah H. Hammoud,Fatima's Husband. Girl Dad. Son of Immigrants. Dearborn Mayor. Epidemiologist. Policy Nerd. #GoBlue. Personal Account. World Views.,,1197.0,4731.0,False,December 2015,"Dearborn, MI",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Fatima's Husband. Girl Dad. Son of Immigrants. Dearborn Mayor. Epidemiologist. Policy Nerd. #GoBlue. Personal Account. World Views.,Abdullah H. Hammoud,0,0.6233609690735213,0.6233609690735213,0.3766390309264787,,0.37663903092647866
