username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,prob_0,prob_1,confidence_level,uncertainty_score,manual_person_vs_organization
_gpaolo,Giuseppe Paolo,Research scientist  @CognizantAILab  | PhD in AI and Robotics | Hobbist photographer |   Opinions are my own,321.0,506.0,1140.0,False,July 2012,"Parigi, Francia",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Research scientist  @CognizantAILab  | PhD in AI and Robotics | Hobbist photographer |   Opinions are my own,Giuseppe Paolo,0,0.3567841407861582,0.3296987161098297,0.3567841407861582,0.6432158592138417,1
__injaneb96,ثنا ابراهیمی | Sana Ebrahimi,"A PhD candidate passionate about politics, fighting Islamists and terrorists. A retweet is not an endorsement. Opinions are mine.",,837.0,5593.0,False,March 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"A PhD candidate passionate about politics, fighting Islamists and terrorists. A retweet is not an endorsement. Opinions are mine.",ثنا ابراهیمی | Sana Ebrahimi,0,0.3567841407861582,0.3296987161098297,0.3567841407861582,0.6432158592138417,1
"AliAlAhmed_en",Ali AlAhmed,"investigations, opinions, ideas, articles- EMAIL--  @alialahmedx  - @Gmail -",,1374.0,1332.0,False,March 2012,Washington DC,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"investigations, opinions, ideas, articles- EMAIL--  @alialahmedx  - @Gmail -",Ali AlAhmed,0,0.3567841407861582,0.3296987161098297,0.3567841407861582,0.6432158592138417,1
aardavann,Ardavan Jafarian,Vice-President of Executive Board of Int’l Music Council | Music Producer | Musician,161.0,123.0,377.0,False,February 2012,Neverland,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Vice-President of Executive Board of Int’l Music Council | Music Producer | Musician,Ardavan Jafarian,0,0.3575048684301831,0.3219734638772472,0.3575048684301831,0.6424951315698169,1
_ganeshp,Ganesh💰Padmanabhan ⚕️🦾,"Founder & CEO  @AutonomizeAI . #Data, #AI, #metaverse. 2x startups pod  @StoriesinAI , super long on AI, open source, people, love and crypto",2080.0,1005.0,,False,April 2011,"Austin, TX",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Founder & CEO  @AutonomizeAI . #Data, #AI, #metaverse. 2x startups pod  @StoriesinAI , super long on AI, open source, people, love and crypto",Ganesh💰Padmanabhan ⚕️🦾,0,0.3588746323849931,0.3229802813430349,0.3588746323849931,0.6411253676150068,1
_atscale,ATscale,Global partnership aiming to reach 500 million people in LMICs with the life-changing AT they need by 2030. ATscale is hosted by  @UNOPS,2202.0,1211.0,2496.0,False,July 2018,Geneva,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Global partnership aiming to reach 500 million people in LMICs with the life-changing AT they need by 2030. ATscale is hosted by  @UNOPS,ATscale,0,0.3588746323849931,0.3229802813430349,0.3588746323849931,0.6411253676150068,0
abajournal,ABA Journal,"We're the flagship magazine of the ABA, covering the trends, people and finances of the legal profession from Wall Street to Main Street to Pennsylvania Avenue.",,1364.0,6157.0,False,April 2008,ABAJournal.com,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"We're the flagship magazine of the ABA, covering the trends, people and finances of the legal profession from Wall Street to Main Street to Pennsylvania Avenue.",ABA Journal,0,0.3588746323849931,0.3229802813430349,0.3588746323849931,0.6411253676150068,0
_advanceuk,Advance UK,"Striving for a proud, independent and prosperous United Kingdom. We stand for nation, freedom, democracy and equality under the law.  Led by  @benhabib6",1.0,362.0,1638.0,False,June 2025,http://www.advanceuk.org.uk,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Striving for a proud, independent and prosperous United Kingdom. We stand for nation, freedom, democracy and equality under the law.  Led by  @benhabib6",Advance UK,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
alybor11,Aly Borromeo,Perseverance is what makes us.. KayaFC  @alybor11,,483.0,5034.0,False,January 2011,Philippines,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Perseverance is what makes us.. KayaFC  @alybor11,Aly Borromeo,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
031es,031esf,031,0.0,11.0,1.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,031,031esf,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_iweni,🌚🤍,بُگذار گُم‌ شَوَم دَر تو ...,80.0,370.0,96.0,False,May 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,بُگذار گُم‌ شَوَم دَر تو ...,🌚🤍,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_danielsantini,Daniel Santini,coordenador  @frosaluxemburgo  | doutorando/PhD Student em Planejamento Urbano e Regional  @usponline  | Mestre em Ciências/M.Sc.  @FAUUSPoficial  | jornalista,1768.0,1888.0,3079.0,False,January 2017,"São Paulo, Brasil",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,coordenador  @frosaluxemburgo  | doutorando/PhD Student em Planejamento Urbano e Regional  @usponline  | Mestre em Ciências/M.Sc.  @FAUUSPoficial  | jornalista,Daniel Santini,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_ellrose,ell,,5833.0,225.0,,False,May 2013,"Manchester, England",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,ell,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_alevgundogan_,Alev Gündoğan,,0.0,4.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Alev Gündoğan,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_ali_najjar_,علی نجار,او از پیروان م ح م د بن حسن بود,770.0,890.0,4161.0,False,December 2018,کهکشان راه شیری ، دست چپ,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,او از پیروان م ح م د بن حسن بود,علی نجار,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_aliemili_,Ali Emili,کد می‌نویسم، گیتار الکتریک میزنم، دو خط کتاب می‌خونم و فیلم و سریال می‌بینم، یه ورزشی‌ام می‌کنم و اینا، انگلیسی و آلمانی می‌خونم، اسم اینارو فعلا گذاشتم هویت.,9.0,132.0,87.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,کد می‌نویسم، گیتار الکتریک میزنم، دو خط کتاب می‌خونم و فیلم و سریال می‌بینم، یه ورزشی‌ام می‌کنم و اینا، انگلیسی و آلمانی می‌خونم، اسم اینارو فعلا گذاشتم هویت.,Ali Emili,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_alignments,Alignments,"@__Think_ ,",15.0,13.0,2.0,False,June 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"@__Think_ ,",Alignments,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_alonso11,Alonso Martínez,Jugador de New York city,7990.0,102.0,77.0,False,August 2016,"Puntarenas, Costa Rica",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Jugador de New York city,Alonso Martínez,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_____zhang____,Mr. Zhang Wei / credit manager SINOPAC BANK,= 永豐銀行 Bank SinoPac 士東分行 bank.sinopac.com/sinopacBT/en/i …  永丰金控有限公司 惠誉评级中的实体。全球资本市场的信用评级、研究和分析。SinoPac FinancialHoldings Limited,5.0,208.0,2.0,False,May 2025,hong kong,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,= 永豐銀行 Bank SinoPac 士東分行 bank.sinopac.com/sinopacBT/en/i …  永丰金控有限公司 惠誉评级中的实体。全球资本市场的信用评级、研究和分析。SinoPac FinancialHoldings Limited,Mr. Zhang Wei / credit manager SINOPAC BANK,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_h_o_o_r_,sina,Intl Law UT  | عشق ایران در سرش، همچو من.,113.0,41.0,116.0,False,August 2018,IRAN,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Intl Law UT  | عشق ایران در سرش، همچو من.,sina,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_hasanbro,Hasan Bro,Muslim,94.0,249.0,173.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Muslim,Hasan Bro,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_angry_n___,i N !,تا اطلاع ثانوی فقط #زن_زندگی_آزادی,149.0,160.0,4797.0,False,October 2015,!,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,تا اطلاع ثانوی فقط #زن_زندگی_آزادی,i N !,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_atefehshams_,عاطفه شمس,روزنامه‌نگار,4.0,50.0,0.0,False,August 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,روزنامه‌نگار,عاطفه شمس,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_bonos_,🌟,,40.0,7500.0,,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,🌟,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_carneosso,♡ *ೃ°༄ 𝓢𝓪𝓫𝓻𝓲𝓷𝓪 𝓢𝓾𝓻𝓽𝓸 ¸.•°*°⋆.ೃ࿔*,"/ perto do osso a carne é mais gostosa / ˚ ༘✶ videomaker, mama snake na  @MAMBANEGRAHHHH  y kweeng em  @TETOPRETOOO",1806.0,425.0,2277.0,False,April 2009,"São Paulo, Brasil",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"/ perto do osso a carne é mais gostosa / ˚ ༘✶ videomaker, mama snake na  @MAMBANEGRAHHHH  y kweeng em  @TETOPRETOOO",♡ *ೃ°༄ 𝓢𝓪𝓫𝓻𝓲𝓷𝓪 𝓢𝓾𝓻𝓽𝓸 ¸.•°*°⋆.ೃ࿔*,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_celestraa,Gem - Komaeda Brain rot ✌🏻️,Just a weenus,98.0,667.0,1998.0,False,December 2012,Melbourne,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Just a weenus,Gem - Komaeda Brain rot ✌🏻️,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
_iwftw,𐰯𐱃𐰢𐰚|فآطِمِ🎋,ایسته‌سن یاندیر یانماغا آلیشاریق کول اولوب یئنیدن دوغولاریق سونرا..,1216.0,819.0,4248.0,False,March 2023,Təbrizli-,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,ایسته‌سن یاندیر یانماغا آلیشاریق کول اولوب یئنیدن دوغولاریق سونرا..,𐰯𐱃𐰢𐰚|فآطِمِ🎋,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_iwtiina,Tina,,0.0,4.0,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Tina,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_fatemeramezani,فاطم‌ه,,9.0,24.0,540.0,False,March 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,فاطم‌ه,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_freeeagle_,Free eagle,سجل انا عربي,138.0,213.0,2333.0,False,August 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,سجل انا عربي,Free eagle,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
_garrulus,Garrulus,,112.0,475.0,654.0,False,July 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Garrulus,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_ghazaltaleb,Ghazal,,13.0,47.0,3115.0,False,February 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ghazal,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
alparsai,Ali Parsai,"Soyez réalistes, demandez l'impossible.",377.0,958.0,5809.0,False,November 2016,Planet Earth,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Soyez réalistes, demandez l'impossible.",Ali Parsai,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
alpeeoqiw49588,Kelly Poe,,27.0,1048.0,0.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Kelly Poe,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_hqaddomi,Hisham Qaddoumi,,33.0,359.0,247.0,False,August 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Hisham Qaddoumi,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_husseinth3,حسين العنزي⚜️,,2.0,6.0,0.0,False,December 2025,Iraq,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,حسين العنزي⚜️,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_iamnaaz_,Elnaaz Norouzi,Let me act and I'll be happy,,232.0,3225.0,False,February 2013,India,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Let me act and I'll be happy,Elnaaz Norouzi,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_ipesarekhob,پِسَرِ خوبْ,,899.0,1056.0,3112.0,False,August 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,پِسَرِ خوبْ,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_irani_mohammad,MhmmdShajarian,,8.0,1774.0,58.0,False,December 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,MhmmdShajarian,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
almww10,almomo,,19.0,776.0,9.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,almomo,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_mehrabooon,مهربوون,متعهد به عشق جان,2336.0,2501.0,1681.0,False,January 2021,آنجا که دل خوش است,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,متعهد به عشق جان,مهربوون,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_mohammad_1987_,Mohammad Mohammadi,جاوید ایران زمین ؛ زنده باد آزادی,0.0,5.0,1.0,False,March 2024,"Tehran, iran",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,جاوید ایران زمین ؛ زنده باد آزادی,Mohammad Mohammadi,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_mriyim_,مریمم🦋,:)))),131.0,114.0,1.0,False,April 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,:)))),مریمم🦋,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
2_ncqr,Cotton Headed Ninny Muggins,,102.0,1586.0,287.0,False,March 2016,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Cotton Headed Ninny Muggins,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
2_rebelgirl,Rebel girl,« نه سلطنت، نه رهبری، نه ارتجاع رجوی »        لیبرال,1399.0,1004.0,9779.0,False,February 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,« نه سلطنت، نه رهبری، نه ارتجاع رجوی »        لیبرال,Rebel girl,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
2000mhac,محمدحسین امینایی,,1.0,20.0,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,محمدحسین امینایی,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
2017siyasi,Dr siyasi,,206.0,306.0,6949.0,False,March 2017,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Dr siyasi,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
2025_samuel,Dr . Samuel 2025 Samuel arockiasamy (Sam),,50.0,786.0,19.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Dr . Samuel 2025 Samuel arockiasamy (Sam),1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_rezinski,رضینسکی,واسه چشم آفته و واسه گل زینته خار,231.0,106.0,5925.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,واسه چشم آفته و واسه گل زینته خار,رضینسکی,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_sarahdavies,Sarah Davies,"Just a council estate kid. Mostly tired, fat & sweary",6039.0,2489.0,,False,February 2009,"Essex, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Just a council estate kid. Mostly tired, fat & sweary",Sarah Davies,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_scandalou_,SCANDALOU,,43.0,299.0,541.0,False,August 2022,France,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,SCANDALOU,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
_sethnall,Seth Nall,"Christian, Husband, Father",31.0,1166.0,378.0,False,July 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Christian, Husband, Father",Seth Nall,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_shahaf_,Shahaf,"✡︎ • mentally in the 22nd century • data scientist in finance •  @bualumni  • talking about tech, consumer apps, quantum computing, culture, and shit like that",257.0,1970.0,786.0,False,December 2024,nyc,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"✡︎ • mentally in the 22nd century • data scientist in finance •  @bualumni  • talking about tech, consumer apps, quantum computing, culture, and shit like that",Shahaf,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_joy_net,jøy,ZERO JOY UNTO DEATH  :::: any pronoun無性 :  horror rpg solo game dev  @HEAVY_AS_STONE  |  industrial music as Thegn  thegn.bandcamp.com | eng/jp →,3285.0,734.0,5899.0,False,December 2013,Amagasaki　尼崎市,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,ZERO JOY UNTO DEATH  :::: any pronoun無性 :  horror rpg solo game dev  @HEAVY_AS_STONE  |  industrial music as Thegn  thegn.bandcamp.com | eng/jp →,jøy,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
_kuramakyubi_,Kurama Kyūbi,,1.0,24.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Kurama Kyūbi,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_mahdiyar313,علی اکبر رائفی پور,یک انقلابی بی‌زار از چپ و راست /جبهه صبح ایران/ ریتوییت به معنای تایید نیست,,1054.0,6124.0,False,November 2022,۱:۲۰,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,یک انقلابی بی‌زار از چپ و راست /جبهه صبح ایران/ ریتوییت به معنای تایید نیست,علی اکبر رائفی پور,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_thebemagugu_,Thebe Magugu,"Afro-encycopaedic Fashion 52 Bompas Road, Dunkeld, Johannesburg  Tuesday - Friday: 09:00 to 17:00 Saturdays: 09:00 to 15:00",,314.0,821.0,False,May 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Afro-encycopaedic Fashion 52 Bompas Road, Dunkeld, Johannesburg  Tuesday - Friday: 09:00 to 17:00 Saturdays: 09:00 to 15:00",Thebe Magugu,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
_thejimbo_,Jimbo! 🌈🕕🌞,«ستادِ کیوت‌سازیِ توئیتر»      ممکنه دیر جواب بدم، معذرت می‌خوام ⁦,757.0,237.0,,False,October 2012,سرزمین غیرمادری,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,«ستادِ کیوت‌سازیِ توئیتر»      ممکنه دیر جواب بدم، معذرت می‌خوام ⁦,Jimbo! 🌈🕕🌞,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
