username,display_name,description,manual_target_population,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,confidence_level,prob_0,prob_1,prob_2,uncertainty_score
alborznazariz,Alborz Nazari,"Software Engineer | Seasonal CLI Wanderer  I'm about Games, Softwares, Sales, Analytics and Education.",0,147.0,310.0,1959.0,False,March 2021,Spain,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Software Engineer | Seasonal CLI Wanderer  I'm about Games, Softwares, Sales, Analytics and Education.",Alborz Nazari,1,0.5138319914214254,0.48616800857857456,0.5138319914214254,,0.48616800857857456
ahmadmuaffaq,د ـ أحمد موفق زيدان,أحمد موفق زيدان ـ مستشار الرئيس السوري للشؤون الإعلامية,0,,1612.0,1319.0,False,March 2011,"Damas, Syria",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Ahmed Muwaffaq Zidane - Advisor to the Syrian President for Media Affairs,Dr. Ahmed Muwaffaq Zaidan,0,0.5144047890294776,0.5144047890294776,0.48559521097052233,,0.4855952109705224
aldo369369369,Alireza Dolatshahi-Pirouz,"Assoc. Prof at DTU Health (Denmark), CTO & co-founder OuroBionics, CEO & co-founder Cybosense, co-founder #TeamBioEngine.lCyborganicsl&lLivingMaterialsl",2,,5503.0,1092.0,False,January 2015,DTU (Kgs. Lyngby 2800),,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Assoc. Prof at DTU Health (Denmark), CTO & co-founder OuroBionics, CEO & co-founder Cybosense, co-founder #TeamBioEngine.lCyborganicsl&lLivingMaterialsl",Alireza Dolatshahi-Pirouz,1,0.5173185566374185,0.48268144336258145,0.5173185566374185,,0.48268144336258145
afshin_ashiyani,afshin ashiyani افشین آشیانی,"football coach,AFC B coaching license, Translator of football coaching books, Investment consultant",2,73.0,850.0,51.0,False,October 2013,"Gotha, Germany",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"football coach,AFC B coaching license, Translator of football coaching books, Investment consultant",Afshin Ashiyani,0,0.5175712128193458,0.5175712128193458,0.4824287871806542,,0.4824287871806542
ahwaztammoz2021,Freedom Ahwaz Arabia,لمكافحة المشروع التوسعي الإيراني في المنطقة #عاشت_الاحواز #ياشاسين_آزربايجان  Official account:  @ReysanAhwazIndy,1,629.0,298.0,252.0,False,January 2024,Ahwaz Arabiya,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,To combat the Iranian expansionist project in the region #LongLong_Ahwaz #Yashasin_Azerbaijan Official account: @ReysanAhwazIndy,Freedom Ahwaz Arabia,0,0.5177818229503465,0.5177818229503465,0.48221817704965353,,0.48221817704965353
alihamid27,Ali Hamid,Documentary Filmmaker/ @manototv,0,,438.0,7790.0,False,December 2017,United Kingdom,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Documentary Filmmaker/ @manototv,Ali Hamid,0,0.5190302686408166,0.5190302686408166,0.4809697313591834,,0.4809697313591834
al_bayynat,شبكة البينات الثقافية,الحساب الاحتياطي |  @Al_Bayynat2,0,,1.0,2377.0,False,July 2024,Yemen,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Reserve account  @Al_Bayynat2,Cultural information network,1,0.5232039290473038,0.47679607095269616,0.5232039290473038,,0.47679607095269616
ahmadi_afs1371,Afshin Ahmadi,,2,0.0,17.0,0.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Afshin Ahmadi,0,0.5240679036652235,0.5240679036652235,0.4759320963347765,,0.4759320963347765
afshinzare1,Afshin Zare,Actor & Composer,1,3.0,97.0,13.0,False,July 2012,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Actor & Composer,Afshin Zare,0,0.5240679036652235,0.5240679036652235,0.4759320963347765,,0.4759320963347765
afshinbizar,afshin,,2,0.0,4.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,heat,0,0.5240679036652235,0.5240679036652235,0.4759320963347765,,0.4759320963347765
abttaniq,عبد الحسين عبطان,الصفحة الرسمية لرئيس حزب اقتدار وطن السياسي العراقي The president of the Iraqi political party Eqtadar Watan  t.me/abttaniq,0,,2970.0,2673.0,False,September 2016,Iraq,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The official page of the President of the Iraqi political party Eqtadar Watan t.me/abttaniq,Abdul Hussein Abtan,1,0.5266635876258989,0.47333641237410107,0.5266635876258989,,0.47333641237410107
a5sp3,عباس فاضل,,2,1.0,12.0,0.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Abbas Fadel,1,0.5268933627169375,0.47310663728306246,0.5268933627169375,,0.47310663728306246
2017siyasi,Dr siyasi,,1,206.0,306.0,6949.0,False,March 2017,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Dr,0,0.5277379272359863,0.5277379272359863,0.47226207276401366,,0.47226207276401366
ahmet_k_han,Ahmet Kasım Han,"Prof. Dr., Uluslararası İlişkiler, Strateji, Ekonomik - Siyasi Risk Analizi; YK Üyesi/MB  @EdamOrg ; RT not endors.; fav  to self",0,1.0,2390.0,1307.0,False,March 2012,"Istanbul, TR",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Prof. Dr., International Relations, Strategy, Economic - Political Risk Analysis; Board Member/MB @EdamOrg ; RT not endors.; fav to self",Ahmet Kasim Khan,0,0.5277379272359863,0.5277379272359863,0.47226207276401366,,0.47226207276401366
alexnguyen15895,Dr tuyan,dentist doctor,0,0.0,22.0,1.0,False,June 2025,Madrid Spain,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,dentist doctor,Dr.,0,0.5277379272359863,0.5277379272359863,0.47226207276401366,,0.47226207276401366
al_ardwi,عبــــاس العـــرداوي,عضو نقابة الصحفيين العراقيين *مستشار اعلامي * كل ما أطرحه من آراء هي تعبر وجهة نظر شخصية مبنية على ما اعتقد به من جهاد التبيين امام حالة الجهل والتضليل .,0,,2085.0,7773.0,False,April 2019,Iraq,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Member of the Iraqi Journalists Syndicate * Media Consultant * All the opinions I present express a personal point of view based on what I believe in the jihad of clarification in the face of ignorance and deception.,Abbas al-Ardawi,1,0.5288127562433659,0.4711872437566341,0.5288127562433659,,0.4711872437566341
alghadeer_tv,قناة الغدير,الصفحة الرسمية لقناة الغدير على منصة اكس ( تويتر سابقا )... تصلك الاخبار اولا باول رابط القناة على التليكرام :  t.me/alghadeertv,2,,24.0,1381.0,False,June 2014,العراق,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The official page of Al-Ghadeer Channel on the X platform (formerly Twitter)... You will receive the latest news. Channel link on Telegram: t.me/alghadeertv,Al-Ghadeer Channel,0,0.5297468183221117,0.5297468183221117,0.47025318167788827,,0.4702531816778883
ala_ti_ti,الا‌ تى‌تى,"Hello, I'm still here. All that's left of yesterday!",1,2447.0,546.0,1400.0,False,October 2017,همه‌جا,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Hello, I'm still here. All that's left of yesterday!",Until then,1,0.5302527457820184,0.4697472542179816,0.5302527457820184,,0.4697472542179816
ali_geraei,Mohammad Ali Geraei,"Greco-Roman Wrestler. 77 KG. Fighter Challenger. 2017 World Bronze Medalist. ""To Have Face is to Have Wings"" #Falcon on his way to 2020 Olympics",1,221.0,18.0,28.0,False,March 2018,"Iran, Shiraz",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Greco-Roman Wrestler. 77 KG. Fighter Challenger. 2017 World Bronze Medalist. ""To Have Face is to Have Wings"" #Falcon on his way to 2020 Olympics",Mohammad Ali Geraei,0,0.5327951081700442,0.5327951081700442,0.46720489182995584,,0.46720489182995584
adelzarandi,Adel,,2,175.0,639.0,168.0,False,August 2011,Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Adel,1,0.5344754282234564,0.4655245717765436,0.5344754282234564,,0.4655245717765436
ahora9090,Ahora,instagram.com/hoseinshahamatt life style,0,3.0,44.0,26.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,instagram.com/hoseinshahamatt life style,Now,0,0.5370227692646858,0.5370227692646858,0.4629772307353142,,0.46297723073531416
aliscorban,Ali Sina,GardenState Rookies Podcast,0,313.0,386.0,5014.0,False,January 2014,"New Jersey, USA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,GardenState Rookies Podcast,But the Son,1,0.5388873009903169,0.4611126990096831,0.5388873009903169,,0.4611126990096831
abbasali690448,abbas ali,,2,0.0,65.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Abbas Ali,1,0.5409604178278932,0.45903958217210683,0.5409604178278932,,0.45903958217210683
abd_ir1,abd ir,,2,1.0,667.0,0.0,False,July 2020,Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,abd go,0,0.5416336115280115,0.5416336115280115,0.4583663884719885,,0.4583663884719885
abwlhbalhdathy,أبو لهب الحداثي,حفيد من أحفاد كفار ومشركي قريش,2,10.0,207.0,83.0,False,April 2024,"Xanxerê, Brasil",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,A grandson of the infidels and polytheists of Quraish,Abu Lahab Al-Hadithi,0,0.5436244434043462,0.5436244434043462,0.4563755565956538,,0.45637555659565376
alinhotornado1,Alinho Tornado,"Sila Just Wonderful, Manchester Is My Heaven, Literature Is My Utopia",0,7.0,125.0,64.0,False,August 2013,Earth,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Sila Just Wonderful, Manchester Is My Heaven, Literature Is My Utopia",Alinho Tornado,0,0.5463316767030577,0.5463316767030577,0.4536683232969423,,0.4536683232969423
akhbare_fori,خبرفوری,. (خبرفوری) Official account of KhabarFoori . Telegram Channel:  t.me/akhbarefori,1,,34.0,1378.0,False,July 2017,iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,. Official account of KhabarFoori. Telegram Channel: t.me/akhbarefori,breaking news,0,0.5466548800646338,0.5466548800646338,0.4533451199353662,,0.4533451199353662
abmomeni,عبدالله مومنی Abdollah Momeni,Political activist,1,,1186.0,6126.0,False,April 2017,Tehran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Political activist,Abdollah Momeni,1,0.5497544026229121,0.4502455973770879,0.5497544026229121,,0.4502455973770879
433_uae2,عميد الرياضة,منصة رياضية إماراتية  تغطي الحدث محلياً وعالمياً,0,,178.0,5587.0,False,November 2020,الامارات العربية المتحدة,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,An Emirati sports platform that covers the event locally and globally,Dean of Sports,0,0.5523150757774944,0.5523150757774944,0.44768492422250555,,0.4476849242225056
alghadtv,قناة الغد,"أهلا بكم على قناة ""الغد"" في إكس.  التردد: نايل سات HD 11900 - V 27500",0,,1.0,1381.0,False,December 2011,Egypt مصر,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Welcome to Al-Ghad channel in X.  Frequency: Nilesat HD 11900 - V 27500,Al-Ghad Channel,0,0.5529610689833238,0.5529610689833238,0.4470389310166763,,0.44703893101667624
albayannews,صحيفة البيان,صحيفة إماراتية يومية شاملة تصدر عن دبي للإعلام,0,,96.0,1356.0,False,February 2010,"Dubai , UAE",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,A comprehensive daily Emirati newspaper published by Dubai Media,Al-Bayan newspaper,0,0.5540012703699893,0.5540012703699893,0.44599872963001075,,0.44599872963001075
ahmedalharbi0_,غريب طوس,اللهم اني اتوجه اليك بنبيك نبي الرحمه واهل بيته. الذين اخترتهم على علم على العالمين اللهم لين لي صعوبتها وحزونتها واكفني شرهافإنك الكافي المعافي والغالب القاهر,2,,27.0,1304.0,False,September 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Oh God, I turn to you through your Prophet, the Prophet of Mercy, and his family. Those whom I have chosen with greater knowledge than the worlds, O God, ease my difficulty and sorrow and protect me from its evil, for You are the Sufficient, the Healing, the Conqueror, the Conqueror.",Ghareeb Tous,1,0.5555611021369404,0.44443889786305957,0.5555611021369404,,0.44443889786305957
abdulndadi,Abdul Ndadi,I'm a writer and artist of Ghanaian descent living in NYC,0,84.0,880.0,2226.0,False,April 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,I'm a writer and artist of Ghanaian descent living in NYC,Abdul Ndadi,0,0.5611254291150167,0.5611254291150167,0.4388745708849832,,0.4388745708849833
abdeekalantari,Abdee Kalantari,عبدی کلانتری --- abdee-kalantari.blogspot.com nilgoon.org vimeo.com/user5224333,1,5015.0,1583.0,1290.0,False,October 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Abdee Kalantari --- abdee-kalantari.blogspot.com nilgoon.org vimeo.com/user5224333,Abde Clannerry,1,0.5632981513121926,0.43670184868780737,0.5632981513121926,,0.43670184868780737
abtahi_m,Mohamad Ali Abtahi,سیاستمدار اصلاح‌طلب؛ رییس دفتر و معاون پارلمانی رییس جمهور خاتمی/ chief of staff and parliamentary deputy of President Khatami; Irani theologian,1,,937.0,4823.0,False,December 2009,Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,reformist politician; chief of staff and parliamentary deputy of President Khatami; Iranian theologian,Mohamad Ali Abtahi,1,0.5661817913229439,0.4338182086770561,0.5661817913229439,,0.4338182086770561
a_hossainy,أحمد حسيني  🇵🇸,شاذ من شواذ هذه الأمة، كما وصفهم الزهار، ممن فرحوا بمقتل شهيد القدس شهيد القدس شهيد القدس قاسم سليماني، كما وصفه هنية.  #FreePalestine   #FreeUyghurs,0,1302.0,888.0,,False,October 2011,Egypt,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"One of the abnormalities of this nation, as Al-Zahar described them, who rejoiced at the killing of the martyr of Jerusalem, the martyr of Jerusalem, the martyr of Jerusalem, Qassem Soleimani, as described by Haniyeh.  #FreePalestine #FreeUyghurs",Ahmed Hosseini  🇵🇸,0,0.5666932998049705,0.5666932998049705,0.4333067001950295,,0.4333067001950295
aiatmeta,AI at Meta,"Together with the AI community, we are pushing the boundaries of what’s possible through open science to create a more connected world.",0,,290.0,2565.0,False,August 2018,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Together with the AI community, we are pushing the boundaries of what’s possible through open science to create a more connected world.",AI at Meta,0,0.5669516070377789,0.5669516070377789,0.4330483929622211,,0.4330483929622211
aghomchi,Amirreza Ghomchi,Engineering | Politics | Art,2,6.0,665.0,2633.0,False,October 2012,Tehran-Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Engineering | Politics | Art,Amirreza Ghomchi,1,0.5694732225806379,0.43052677741936207,0.5694732225806379,,0.43052677741936207
abusamiyildiz,Murat C. Yıldız مراد جهان ييلديز,"Historian of sports and intercommunality in the late Ottoman Empire | Associate Professor  @SkidmoreCollege   | ""The Ottoman World of Sports""  @UTexasPress",0,234.0,2781.0,31.0,False,July 2024,"Niskayuna, NY",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Historian of sports and intercommunality in the late Ottoman Empire | Associate Professor  @SkidmoreCollege   | ""The Ottoman World of Sports""  @UTexasPress",Murat C. Yıldız,0,0.5701493225984395,0.5701493225984395,0.42985067740156047,,0.42985067740156047
adv_project,Advancement Project,"Next generation racial justice, civil rights org. Supporting, inspiring nat'l and local movements toward a just democracy. #PoliceFreeSchools #MovementLawyering",0,,2014.0,604.0,False,May 2009,"Washington, DC",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Next generation racial justice, civil rights org. Supporting, inspiring nat'l and local movements toward a just democracy. #PoliceFreeSchools #MovementLawyering",Advancement Project,0,0.5710173861883815,0.5710173861883815,0.4289826138116185,,0.4289826138116185
alighadimiai,Ali Ghadimi,Data Scientist | Ex-BBC Journalist | OSINT & Forensic Journalism | AI & Python Developer,0,57.0,86.0,18.0,False,October 2009,"London, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Data Scientist | Ex-BBC Journalist | OSINT & Forensic Journalism | AI & Python Developer,Ali Ghadimi,0,0.5711060547813418,0.5711060547813418,0.42889394521865815,,0.4288939452186582
alihamedanii,Ali Hamedani,Director  @persianmixradio |  @manotonews | Ex-senior Journalist  @BBCNews  | Film Maker | Doctor of Veterinary Medicine |,0,,3947.0,1364.0,False,May 2007,"London,United kingdom",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Director  @persianmixradio |  @manotonews | Ex-senior Journalist  @BBCNews  | Film Maker | Doctor of Veterinary Medicine |,Ali Hamedani,0,0.5719493688465318,0.5719493688465318,0.42805063115346825,,0.4280506311534682
afchine_alavi,Afchine Alavi,Pour une République libre et laïque en Iran. Membre de la commission des affaires étrangères du Conseil national de la Résistance iranienne (CNRI) - Linkedin,0,,3018.0,1315.0,False,July 2009,France,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,For a free and secular Republic in Iran. Member of the Foreign Affairs Committee of the National Council of Resistance of Iran (NCRI) - Linkedin,Afchine Alavi,0,0.5731310396491676,0.5731310396491676,0.42686896035083244,,0.42686896035083244
abdolhamid_net,Mawlana Abdol-Hamid,"Official English Account of  Pres. of Darululoom Zahedan, Iran;  Friday Imam of Sunnis in Zahedan; Member of the Supreme Council of the MWL.",1,4410.0,2.0,922.0,False,May 2020,"Zahedan, Iran",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Official English Account of  Pres. of Darululoom Zahedan, Iran;  Friday Imam of Sunnis in Zahedan; Member of the Supreme Council of the MWL.",Mawlana Abdul-Hamid,0,0.5740538144775045,0.5740538144775045,0.42594618552249547,,0.4259461855224955
