confidence_level,created_at,description,description_en,display_name,display_name_en,followers_count,following_count,iteration_source,location,manual_target_population,predicted_class,profile_banner_url,profile_image_url,statuses_count,target_population,uncertainty_score,url,username,verified,manual_label,prob_0,prob_1,prob_2,confidence_group
,December 2012,Just a weenus,,Gem - Komaeda Brain rot ✌🏻️,,98.0,667.0,2.0,Melbourne,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1998.0,2.0,,,_celestraa,False,,,,,
,January 2017,coordenador  @frosaluxemburgo  | doutorando/PhD Student em Planejamento Urbano e Regional  @usponline  | Mestre em Ciências/M.Sc.  @FAUUSPoficial  | jornalista,,Daniel Santini,,1768.0,1888.0,2.0,"São Paulo, Brasil",0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3079.0,0.0,,,_danielsantini,False,,,,,
,November 2012,It’s okay to get run over by a bus than never cross the road. I’m at least getting somewhere. Views and Opinions expressed are personal.,,Ajmal Hussain A,,379.0,529.0,2.0,"Kollam, India",0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,961.0,0.0,,,_dinken_,False,,,,,
,May 2013,,,ell,,5833.0,225.0,2.0,"Manchester, England",0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0.0,,,_ellrose,False,,,,,
,March 2021,,,فاطم‌ه,,9.0,24.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,540.0,1.0,,,_fatemeramezani,False,,,,,
,August 2014,سجل انا عربي,,Free eagle,,138.0,213.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,2333.0,1.0,,,_freeeagle_,False,,,,,
,July 2025,,,Garrulus,,112.0,475.0,2.0,,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,654.0,2.0,,,_garrulus,False,,,,,
,February 2020,,,Ghazal,,13.0,47.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3115.0,1.0,,,_ghazaltaleb,False,,,,,
,July 2012,Research scientist  @CognizantAILab  | PhD in AI and Robotics | Hobbist photographer |   Opinions are my own,,Giuseppe Paolo,,321.0,506.0,2.0,"Parigi, Francia",0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1140.0,0.0,,,_gpaolo,False,,,,,
,August 2018,Intl Law UT  | عشق ایران در سرش، همچو من.,,sina,,113.0,41.0,2.0,IRAN,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,116.0,1.0,,,_h_o_o_r_,False,,,,,
,July 2014,Deputy Editor  @OurWorldinData  / Researcher at  @UniofOxford  / Honorary Fellow at  @EdinburghUni  @EdCentreCC  / Not the End of the World:  amzn.to/3MdaOci,,Hannah Ritchie,,79800.0,1337.0,2.0,"Edinburgh, UK",0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,7978.0,0.0,,,_hannahritchie,False,,,,,
,October 2025,Muslim,,Hasan Bro,,94.0,249.0,2.0,,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,173.0,2.0,,,_hasanbro,False,,,,,
,August 2022,,,Hisham Qaddoumi,,33.0,359.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,247.0,0.0,,,_hqaddomi,False,,,,,
,December 2025,,,حسين العنزي⚜️,,2.0,6.0,2.0,Iraq,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,0.0,,,_husseinth3,False,,,,,
,February 2013,Let me act and I'll be happy,,Elnaaz Norouzi,,176900.0,232.0,2.0,India,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3225.0,0.0,,,_iamnaaz_,False,,,,,
,November 2021,"books, music, travel, nature, art",,🌻hopeful wanderer🌻,,59.0,665.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,290.0,0.0,,,_infogirl,False,,,,,
,August 2022,,,پِسَرِ خوبْ,,899.0,1056.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3112.0,1.0,,,_ipesarekhob,False,,,,,
,December 2020,,,MhmmdShajarian,,8.0,1774.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,58.0,1.0,,,_irani_mohammad,False,,,,,
,May 2022,بُگذار گُم‌ شَوَم دَر تو ...,,🌚🤍,,80.0,370.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,96.0,1.0,,,_iweni,False,,,,,
,March 2023,ایسته‌سن یاندیر یانماغا آلیشاریق کول اولوب یئنیدن دوغولاریق سونرا..,,𐰯𐱃𐰢𐰚|فآطِمِ🎋,,1216.0,819.0,2.0,Təbrizli-,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4248.0,1.0,,,_iwftw,False,,,,,
,November 2025,,,Tina,,0.0,4.0,2.0,,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,2.0,,,_iwtiina,False,,,,,
,December 2013,ZERO JOY UNTO DEATH  :::: any pronoun無性 :  horror rpg solo game dev  @HEAVY_AS_STONE  |  industrial music as Thegn  thegn.bandcamp.com | eng/jp →,,jøy,,3285.0,734.0,2.0,Amagasaki　尼崎市,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,5899.0,0.0,,,_joy_net,False,,,,,
,December 2025,,,Kurama Kyūbi,,1.0,24.0,2.0,,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,2.0,,,_kuramakyubi_,False,,,,,
,November 2022,یک انقلابی بی‌زار از چپ و راست /جبهه صبح ایران/ ریتوییت به معنای تایید نیست,,علی اکبر رائفی پور,,149500.0,1054.0,2.0,۱:۲۰,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6124.0,1.0,,,_mahdiyar313,False,,,,,
,January 2021,متعهد به عشق جان,,مهربوون,,2336.0,2501.0,2.0,آنجا که دل خوش است,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1681.0,1.0,,,_mehrabooon,False,,,,,
,March 2024,جاوید ایران زمین ؛ زنده باد آزادی,,Mohammad Mohammadi,,0.0,5.0,2.0,"Tehran, iran",1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,1.0,,,_mohammad_1987_,False,,,,,
,April 2023,:)))),,مریمم🦋,,131.0,114.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,1.0,,,_mriyim_,False,,,,,
,February 2020,bip boup,,Nafyn 🐀,,544.0,427.0,2.0,they/elle,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1942.0,0.0,,,_nafyn_,False,,,,,
,May 2010,"@charltonlive  contributor  | Certified in  @FA  Talent ID &  @ThePFSA  Data Analytics, Oppo Scouting & Set-Pieces  | Living the dream",,Nathan,,4887.0,2796.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0.0,,,_nam11,False,,,,,
,December 2020,,,🪽,,5622.0,2129.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0.0,,,_raven_reborn_,False,,,,,
,November 2021,واسه چشم آفته و واسه گل زینته خار,,رضینسکی,,231.0,106.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,5925.0,1.0,,,_rezinski,False,,,,,
,December 2019,So Vrémant po Nice,,Wolfy,,8.0,127.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,482.0,0.0,,,_rosemark,False,,,,,
