username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,prob_0,prob_1,confidence_level,uncertainty_score,manual_locals_vs_diaspora
alirezakiani2,Alireza Kiani,علیرضا کیانی,0.0,480.0,7356.0,False,March 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,علیرضا کیانی,Alireza Kiani,1,0.24774658857135434,0.7522534114286457,0.7522534114286457,0.24774658857135434,
alisakar030,Ali Şakar,,6.0,164.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Şakar,1,0.245519518674292,0.754480481325708,0.754480481325708,0.245519518674292,
aghmamrez,آق‌ممرض,در آغوش کسشر برای دست‌به‌سرکردن اندوه,3095.0,335.0,1307.0,False,October 2013,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,در آغوش کسشر برای دست‌به‌سرکردن اندوه,آق‌ممرض,1,0.24502666775451443,0.7549733322454856,0.7549733322454856,0.24502666775451443,
alijan2056,Ali,,8.0,73.0,4.0,False,November 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali,1,0.24284746558681314,0.7571525344131869,0.7571525344131869,0.24284746558681314,
ali1427_rad,Ali rad 109,,0.0,119.0,27.0,False,November 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali rad 109,1,0.2397784231494846,0.7602215768505154,0.7602215768505154,0.2397784231494846,
afshinagin62,Afshin Agin,افشین آگین | دانش‌آموخته مهندسی برق کنترل | معمار، متخصص و مدیر سابق پروژه های اقتصاد مقاومتی در سطح ملی تا آخرین نفس مدافع انقلاب و حقوق ملت ایران,2330.0,7152.0,5197.0,False,February 2017,جمهوری اسلامی ایران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,افشین آگین | دانش‌آموخته مهندسی برق کنترل | معمار، متخصص و مدیر سابق پروژه های اقتصاد مقاومتی در سطح ملی تا آخرین نفس مدافع انقلاب و حقوق ملت ایران,Afshin Agin,1,0.23956177096041287,0.7604382290395871,0.7604382290395871,0.23956177096041287,
abbasi_j_5,عباسی ۴,مهندس برق_عمران/کارشناس رسمی دادگستری/کنشگر و فعال اجتماعی و صنفی/آرزومند ایرانی آباد، شاد و قدرتمند,1280.0,4321.0,2241.0,False,December 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,مهندس برق_عمران/کارشناس رسمی دادگستری/کنشگر و فعال اجتماعی و صنفی/آرزومند ایرانی آباد، شاد و قدرتمند,عباسی ۴,1,0.23878691195680535,0.7612130880431947,0.7612130880431947,0.23878691195680535,
aliazarids,Ali Azari,,7.0,66.0,0.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Azari,1,0.2381946583771064,0.7618053416228936,0.7618053416228936,0.2381946583771064,
alinazari42166,Ali Nazari,,4.0,75.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Nazari,1,0.2370165238754609,0.7629834761245391,0.7629834761245391,0.2370165238754609,
activistrafiey,سمیه رفیعی,نماینده مردم شریف تهران، ری، شمیرانات، اسلامشهر و پردیس/رئیس فراکسیون محیط زیست/نایب رئیس کمیسیون کشاورزی مجلس/ فعال و سیاست‌پژوه محیط زیست,5292.0,78.0,757.0,False,July 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,نماینده مردم شریف تهران، ری، شمیرانات، اسلامشهر و پردیس/رئیس فراکسیون محیط زیست/نایب رئیس کمیسیون کشاورزی مجلس/ فعال و سیاست‌پژوه محیط زیست,سمیه رفیعی,1,0.23434403293154615,0.7656559670684538,0.7656559670684538,0.23434403293154615,
a9b9e3m1,Ali Erfani,,1.0,83.0,0.0,False,May 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Erfani,1,0.23347014222671503,0.766529857773285,0.766529857773285,0.23347014222671503,
almodarresisays,كلمات المرجع المُدرِّسي,"أخبار ومواقف وأفكار سماحة المرجع الديني آية الله العظمى السيد محمد تقي المُدرّسي ""دام ظله الوارف""",0.0,5.0,3620.0,False,June 2013,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"أخبار ومواقف وأفكار سماحة المرجع الديني آية الله العظمى السيد محمد تقي المُدرّسي ""دام ظله الوارف""",كلمات المرجع المُدرِّسي,0,0.7682177044128898,0.2317822955871102,0.7682177044128898,0.23178229558711017,
altalqany79443,محمد الطالقاني,,0.0,6.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,محمد الطالقاني,0,0.7687923406578692,0.23120765934213086,0.7687923406578692,0.23120765934213083,
aliam_es,ایی اِس,صبر   instagram.com/ecutfood/profi …,4324.0,4447.0,1334.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,صبر   instagram.com/ecutfood/profi …,ایی اِس,1,0.23038378024952655,0.7696162197504735,0.7696162197504735,0.23038378024952655,
ali41766,Ali Yalcin,,2.0,40.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Yalcin,1,0.22924176053308243,0.7707582394669176,0.7707582394669176,0.22924176053308243,
alir33al,Ali,◉⃤,0.0,70.0,0.0,False,March 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,◉⃤,Ali,1,0.2287278198684245,0.7712721801315755,0.7712721801315755,0.2287278198684245,
ali_arsalan72,Ali Arsalan,,32.0,9.0,0.0,False,July 2018,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Arsalan,1,0.22855201214464738,0.7714479878553526,0.7714479878553526,0.22855201214464738,
aban_paris,paris.aban,چيزى براى گفتن ندارم، ميخوام بشنوم,138.0,264.0,0.0,False,November 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,چيزى براى گفتن ندارم، ميخوام بشنوم,paris.aban,1,0.227903196186663,0.772096803813337,0.772096803813337,0.227903196186663,
aami_r1385,۵ مارس ۲۰۰۷,,0.0,8.0,2.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,۵ مارس ۲۰۰۷,0,0.7730474356624405,0.22695256433755948,0.7730474356624405,0.2269525643375595,
alizafarha44881,Ali Zafar Hassani,,1.0,38.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Zafar Hassani,1,0.22690422379837427,0.7730957762016257,0.7730957762016257,0.22690422379837427,
alraqy51744,ابو نور العراقي,,0.0,11.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,ابو نور العراقي,0,0.7733870424037024,0.22661295759629765,0.7733870424037024,0.22661295759629763,
ahsana30012,أبو محمد🇵🇸,امت گرا Internationalism#اللهم_عجل_لولیک_الفرج,148.0,4060.0,757.0,False,February 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,امت گرا Internationalism#اللهم_عجل_لولیک_الفرج,أبو محمد🇵🇸,1,0.22586856288646173,0.7741314371135383,0.7741314371135383,0.22586856288646173,
_ipesarekhob,پِسَرِ خوبْ,,899.0,1056.0,3112.0,False,August 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,پِسَرِ خوبْ,1,0.2256147255384645,0.7743852744615355,0.7743852744615355,0.2256147255384645,
akiali43488770,Aki Ali,,0.0,48.0,0.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Aki Ali,1,0.22558346002448415,0.7744165399755158,0.7744165399755158,0.22558346002448415,
al_hydr16787,حيدر العوادي,,0.0,14.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,حيدر العوادي,0,0.7752702438337808,0.22472975616621918,0.7752702438337808,0.22472975616621915,
abb_abdi,عباس عبدی,"journalist, social researcher, civil activist",0.0,475.0,5780.0,False,August 2017,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"journalist, social researcher, civil activist",عباس عبدی,1,0.22369695271962942,0.7763030472803706,0.7763030472803706,0.22369695271962942,
alireza__ziyaei,Alireza Ziaee,,0.0,45.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Alireza Ziaee,1,0.22314040793584633,0.7768595920641537,0.7768595920641537,0.22314040793584633,
afshin_46,Afshin,نام من سید محمد حاجی سید جوادی است و مسئولیت حقوقی  نوشته هایم بر عهده من است.  #جمهوری‌خواه  #سوسیال‌دموکرات,1318.0,2948.0,0.0,False,July 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,نام من سید محمد حاجی سید جوادی است و مسئولیت حقوقی  نوشته هایم بر عهده من است.  #جمهوری‌خواه  #سوسیال‌دموکرات,Afshin,1,0.22310920302590076,0.7768907969740992,0.7768907969740992,0.22310920302590076,
a5sp3,عباس فاضل,,1.0,12.0,0.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,عباس فاضل,0,0.7772947763856618,0.2227052236143382,0.7772947763856618,0.2227052236143382,
77o7h,حسين,,0.0,28.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,حسين,0,0.7807687857033467,0.21923121429665324,0.7807687857033467,0.21923121429665327,
ahangevafa,هاتف قاضی‌زاده,(.-: من در کمال صحت عقل وصیت میکنم: بعد مرگم هرچی که میشه از اعضای بدنم رو اهدا کنین، هرچی هم میشه بدین به دانشکده‌های پزشکی :-.),6738.0,396.0,1312.0,False,January 2013,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,(.-: من در کمال صحت عقل وصیت میکنم: بعد مرگم هرچی که میشه از اعضای بدنم رو اهدا کنین، هرچی هم میشه بدین به دانشکده‌های پزشکی :-.),هاتف قاضی‌زاده,1,0.21890862703931546,0.7810913729606845,0.7810913729606845,0.21890862703931546,
aliaref_,ali aref 🇮🇷,ما سر به سر فدایی دین محمدیم...ما را حسین خواند و به این لشکر آمدیم,508.0,646.0,1334.0,False,April 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,ما سر به سر فدایی دین محمدیم...ما را حسین خواند و به این لشکر آمدیم,ali aref 🇮🇷,1,0.21879274856824826,0.7812072514317517,0.7812072514317517,0.21879274856824826,
ahmadalirezaei,#احمدعلی رضایی اسدآبادی,#فدایی_امام_خامنه_ای_مدظله_العالی  #طلبه_سطح_چهار_حوزه_علمیه  #دکترای_کلام_اسلامی_با_گرایش_نقد_وهابیت,1270.0,2326.0,1792.0,False,December 2018,قم,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,#فدایی_امام_خامنه_ای_مدظله_العالی  #طلبه_سطح_چهار_حوزه_علمیه  #دکترای_کلام_اسلامی_با_گرایش_نقد_وهابیت,#احمدعلی رضایی اسدآبادی,1,0.21675837372500772,0.7832416262749923,0.7832416262749923,0.21675837372500772,
alltyf_,طيف سامي,,0.0,11.0,234.0,False,October 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,طيف سامي,0,0.7836318368862323,0.21636816311376775,0.7836318368862323,0.21636816311376772,
aliesmaeilib,Ali,,0.0,15.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali,1,0.21628062049929708,0.7837193795007029,0.7837193795007029,0.21628062049929708,
ali593633698253,ali,,0.0,11.0,1.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,ali,1,0.21520625275484817,0.7847937472451518,0.7847937472451518,0.21520625275484817,
0alwaysdreamer0,khe_alef,با سگ‌ها دونده، با پرنده‌ها پرنده، با گربه‌ها تماشاگر,1853.0,923.0,0.0,False,July 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,با سگ‌ها دونده، با پرنده‌ها پرنده، با گربه‌ها تماشاگر,khe_alef,1,0.2145825077245509,0.7854174922754491,0.7854174922754491,0.2145825077245509,
abolfazl20_06,ابوالفضل,,0.0,31.0,11.0,False,June 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,ابوالفضل,0,0.786163312291927,0.213836687708073,0.786163312291927,0.21383668770807296,
1366_t,zahra tork zadeh,زهرا ترک زاده وکیل دادگستری,154.0,908.0,660.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,زهرا ترک زاده وکیل دادگستری,zahra tork zadeh,1,0.21340650573084186,0.7865934942691581,0.7865934942691581,0.21340650573084186,
alih1039071,Ali H,,0.0,10.0,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali H,1,0.21322899597321876,0.7867710040267812,0.7867710040267812,0.21322899597321876,
___mohsen_,آندره ی بالکونسکی,,284.0,483.0,1363.0,False,April 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,آندره ی بالکونسکی,1,0.21236118938172344,0.7876388106182766,0.7876388106182766,0.21236118938172344,
5thprisoner,زندانی پنجم,پیش ما بیا خوش میگذره,6351.0,265.0,0.0,False,July 2016,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,پیش ما بیا خوش میگذره,زندانی پنجم,1,0.21043450987659718,0.7895654901234028,0.7895654901234028,0.21043450987659718,
alilarijani_ir,Ali Larijani | علی لاریجانی,بنده‌ی خدا,0.0,2.0,355.0,False,May 2021,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,بنده‌ی خدا,Ali Larijani | علی لاریجانی,1,0.21031147839326314,0.7896885216067369,0.7896885216067369,0.21031147839326314,
alihaqiqi399879,Ali Haqiqi,,0.0,5.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Haqiqi,1,0.20835914354667007,0.7916408564533299,0.7916408564533299,0.20835914354667007,
aboarab90547242,حبیبی محمد,,61.0,777.0,175.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,حبیبی محمد,1,0.20571060509715833,0.7942893949028417,0.7942893949028417,0.20571060509715833,
alireza_arg,Alireza Ghaffari,به ذهن بی‌خانمان من خوش آمدید. من، زاده‌ی خائوس، فریادهای این ذهن سرگردان را، در تاریکی دالان‌های پیچ در پیچِ تارتاروس نجوا می‌کنم.,700.0,2287.0,3231.0,False,March 2018,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,به ذهن بی‌خانمان من خوش آمدید. من، زاده‌ی خائوس، فریادهای این ذهن سرگردان را، در تاریکی دالان‌های پیچ در پیچِ تارتاروس نجوا می‌کنم.,Alireza Ghaffari,1,0.20489352402643646,0.7951064759735635,0.7951064759735635,0.20489352402643646,
afcasiancup_ar,كأس آسيا,الصفحة الرسمية لكأس آسيا باللغة العربية,0.0,33.0,1315.0,False,April 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,الصفحة الرسمية لكأس آسيا باللغة العربية,كأس آسيا,0,0.7951099019907995,0.20489009800920052,0.7951099019907995,0.20489009800920055,
alivrd,Ali Vafaei Razdar,,0.0,2.0,0.0,False,August 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Vafaei Razdar,1,0.20289126012129777,0.7971087398787022,0.7971087398787022,0.20289126012129777,
a_soleimani_f,عارفه سلیمانی,خبرنگار,14.0,93.0,27.0,False,May 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,خبرنگار,عارفه سلیمانی,1,0.20284256305027115,0.7971574369497288,0.7971574369497288,0.20284256305027115,
abmolana,Molana,من از این دلق مرقع به درآیم روزی / تا همه خلق بدانند که زنّاری هست,351.0,765.0,3903.0,False,June 2013,Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,من از این دلق مرقع به درآیم روزی / تا همه خلق بدانند که زنّاری هست,Molana,1,0.20259517147666872,0.7974048285233313,0.7974048285233313,0.20259517147666872,
20lincoln20,tohid2001,جمهوری خواه-سکولار دموکرات,4085.0,4396.0,2456.0,False,September 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,جمهوری خواه-سکولار دموکرات,tohid2001,1,0.20257018173477526,0.7974298182652247,0.7974298182652247,0.20257018173477526,
