Row_Number,keyword,poi_name,Twitter_username,Twitter_url,source_folder,Twitter_status,Wikipedia_Link
16.0,Iran actor,Bahman Ghobadi,ArminGhobadi,https://x.com/ArminGhobadi,iranian_actors,active,https://en.wikipedia.org/wiki/Bahman_Ghobadi
17.0,Iran candidate,Fadaei,AshkanFadaei,https://x.com/AshkanFadaei,Candidates,active,https://en.wikipedia.org/wiki/Fadaei
18.0,Iran candidate,Azadeh Ensha,AzadehEnsha,https://x.com/AzadehEnsha,Candidates,active,https://en.wikipedia.org/wiki/Azadeh_Ensha
19.0,Iran candidate,Kasra Naji,BBCKasraNaji,https://x.com/BBCKasraNaji,Candidates,active,https://en.wikipedia.org/wiki/Kasra_Naji
20.0,Iran writer,Jafar Panahi,BLOGS,https://x.com/BLOGS,iranian_writers,active,https://en.wikipedia.org/wiki/Jafar_Panahi
21.0,Iran candidate,Bahram Radan,BahramRadan,https://x.com/BahramRadan,Candidates,active,https://en.wikipedia.org/wiki/Bahram_Radan
22.0,Iran candidate,Abolhassan Banisadr,Banisadr,https://x.com/Banisadr,Candidates,active,https://en.wikipedia.org/wiki/Abolhassan_Banisadr
23.0,Iran candidate,Behrouz Boochani,BehrouzBoochani,https://x.com/BehrouzBoochani,Candidates,active,https://en.wikipedia.org/wiki/Behrouz_Boochani
24.0,Iran actor,Bita Elahian,BitaAlahyan,https://x.com/BitaAlahyan,iranian_actors,active,https://en.wikipedia.org/wiki/Bita_Elahian
25.0,Iran candidate,Chahla Chafiq,ChahlaCHAFIQ,https://x.com/ChahlaCHAFIQ,Candidates,active,https://en.wikipedia.org/wiki/Chahla_Chafiq
26.0,Iran candidate,Dina Nayeri,DinaNayeri,https://x.com/DinaNayeri,Candidates,active,https://en.wikipedia.org/wiki/Dina_Nayeri
27.0,Iran candidate,Eddie Razaz,EddieRazaz,https://x.com/EddieRazaz,Candidates,active,https://en.wikipedia.org/wiki/Eddie_Razaz
28.0,Iran writer,Farnoosh Torabi,FARNOOSH,https://x.com/FARNOOSH,iranian_writers,active,https://en.wikipedia.org/wiki/Farnoosh_Torabi
29.0,Iran candidate,faranak miraftab,FMiraftab,https://x.com/FMiraftab,Candidates,active,https://en.wikipedia.org/wiki/Faranak_Miraftab
31.0,Iran candidate,Farzad Farzin,FarzadFarzin2,https://x.com/FarzadFarzin2,Candidates,active,https://en.wikipedia.org/wiki/Farzad_Farzin
32.0,Iran actor,Freema Agyeman,FreemaOfficial,https://x.com/FreemaOfficial,iranian_actors,active,https://en.wikipedia.org/wiki/Freema_Agyeman
33.0,Iran candidate,Golineh Atai,GolinehAtai,https://x.com/GolinehAtai,Candidates,active,https://en.wikipedia.org/wiki/Golineh_Atai
34.0,Iran actor,Golshifteh Farahani,Golshifteh,https://x.com/Golshifteh,iranian_actors,active,https://en.wikipedia.org/wiki/Golshifteh_Farahani
35.0,Iran candidate,Shervin Hajipour,HajipourShervin,https://x.com/HajipourShervin,Candidates,active,https://en.wikipedia.org/wiki/Shervin_Hajipour
36.0,Iran candidate,Hamid Dabashi,HamidDabashi,https://x.com/HamidDabashi,Candidates,active,https://en.wikipedia.org/wiki/Hamid_Dabashi
37.0,Iran candidate,Hassan Rouhani,HassanRouhani,https://x.com/HassanRouhani,Candidates,active,https://en.wikipedia.org/wiki/Hassan_Rouhani
38.0,Iran candidate,Helly Luv,HellyLuv,https://x.com/HellyLuv,Candidates,active,https://en.wikipedia.org/wiki/Helly_Luv
39.0,Iran candidate,Hichkas,HichkasOfficial,https://x.com/HichkasOfficial,Candidates,active,https://en.wikipedia.org/wiki/Hichkas
40.0,Iran candidate,Hossein Rajabian,HosseinRajabian,https://x.com/HosseinRajabian,Candidates,active,https://en.wikipedia.org/wiki/Hossein_Rajabian
41.0,Iran candidate,Hurie Moghadam,HurieMoghadam,https://x.com/HurieMoghadam,Candidates,active,https://en.wikipedia.org/wiki/Hurie_Moghadam
43.0,Iran actor,Tehran Von Ghasri,IAmTehran,https://x.com/IAmTehran,iranian_actors,active,https://en.wikipedia.org/wiki/Tehran_Von_Ghasri
44.0,Iran actor,Shohreh (singer),IndypersianLife,https://x.com/IndypersianLife,iranian_actors,active,https://en.wikipedia.org/wiki/Shohreh_%28singer%29
45.0,Iran ayatollah,Abbas Ka'bi,IranIntl_En,https://x.com/IranIntl_En,iranian_ayatollahs,active,https://en.wikipedia.org/wiki/Abbas_Ka%27bi
46.0,Iran writer,Ahmad ibn Muhammad Sajawandi,Islam,https://x.com/Islam,iranian_writers,active,https://en.wikipedia.org/wiki/Ahmad_ibn_Muhammad_Sajawandi
47.0,Iran candidate,Jamshid Barzegar,JamshidBarzegar,https://x.com/JamshidBarzegar,Candidates,active,https://en.wikipedia.org/wiki/Jamshid_Barzegar
48.0,Iran candidate,Kameel Ahmady کامیل احمدی,KameelAhmady,https://x.com/KameelAhmady,Candidates,active,https://en.wikipedia.org/wiki/Kameel_Ahmady
49.0,Iran candidate,Kavus Torabi,Knifeworld,https://x.com/Knifeworld,Candidates,active,https://en.wikipedia.org/wiki/Kavus_Torabi
50.0,Iran candidate,Mahdyar,MahdyarAghajani,https://x.com/MahdyarAghajani,Candidates,active,https://en.wikipedia.org/wiki/Mahdyar_Aghajani
51.0,Iran candidate,Mohammad Manzarpour,Manzarpour,https://x.com/Manzarpour,Candidates,active,https://en.wikipedia.org/wiki/Mohammad_Manzarpour
52.0,Iran candidate,Marjan Farsad,MarjanFarsad,https://x.com/MarjanFarsad,Candidates,active,https://en.wikipedia.org/wiki/Marjan_Farsad
53.0,Iran candidate,Maryam Zakaria,MaryamZakaria,https://x.com/MaryamZakaria,Candidates,active,https://en.wikipedia.org/wiki/Maryam_Zakaria
54.0,Iran candidate,Masoud Taheri,MasoudTaheri4,https://x.com/MasoudTaheri4,Candidates,active,https://en.wikipedia.org/wiki/Masoud_Taheri
55.0,Iran candidate,Mehdi Rajabian,Mehdi_Rajabian,https://x.com/Mehdi_Rajabian,Candidates,active,https://en.wikipedia.org/wiki/Mehdi_Rajabian
56.0,Iran writer,Mehran Khaghani,MehranX,https://x.com/MehranX,iranian_writers,active,https://en.wikipedia.org/wiki/Mehran_Khaghani
57.0,Iran candidate,Mehrdad Asemani,Mehrdad_Asemani,https://x.com/Mehrdad_Asemani,Candidates,active,https://en.wikipedia.org/wiki/Mehrdad_Asemani
58.0,Iran candidate,Manouchehr Mottaki,MnMottaki,https://x.com/MnMottaki,Candidates,active,https://en.wikipedia.org/wiki/Manouchehr_Mottaki
59.0,Iran candidate,Moe Bar-El,MoeBarEl1,https://x.com/MoeBarEl1,Candidates,active,https://en.wikipedia.org/wiki/Moe_Bar-El
60.0,Iran actor,Kheiron,MrKheiron,https://x.com/MrKheiron,iranian_actors,active,https://en.wikipedia.org/wiki/Kheiron
61.0,Iran candidate,Nahid Khodakarami,N_Khodakarami,https://x.com/N_Khodakarami,Candidates,active,https://en.wikipedia.org/wiki/Nahid_Khodakarami
62.0,Iran actor,Navid Negahban,NavidNegahban,https://x.com/NavidNegahban,iranian_actors,active,https://en.wikipedia.org/wiki/Navid_Negahban
63.0,Iran actor,Nazanin Nour,NazaninNour,https://x.com/NazaninNour,iranian_actors,active,https://en.wikipedia.org/wiki/Nazanin_Nour
64.0,Iran actor,Nazli Tabatabai-Khatambakhsh,Nazli_Tabatabai,https://x.com/Nazli_Tabatabai,iranian_actors,active,https://en.wikipedia.org/wiki/Nazli_Tabatabai-Khatambakhsh
65.0,Iran candidate,Nouriel Roubini,Nouriel,https://x.com/Nouriel,Candidates,active,https://en.wikipedia.org/wiki/Nouriel_Roubini
66.0,Iran actor,Arad Winwin,OAradwinwin,https://x.com/OAradwinwin,iranian_actors,active,https://en.wikipedia.org/wiki/Arad_Winwin
67.0,Iran candidate,Ali Pahlavan,PahlavanAli,https://x.com/PahlavanAli,Candidates,active,https://en.wikipedia.org/wiki/Ali_Pahlavan
68.0,Iran candidate,Pardis Sabeti,PardisSabeti,https://x.com/PardisSabeti,Candidates,active,https://en.wikipedia.org/wiki/Pardis_Sabeti
69.0,Iran writer,Persis Karim,PersisMK,https://x.com/PersisMK,iranian_writers,active,https://en.wikipedia.org/wiki/Persis_Karim
70.0,Iran actor,Pouria Poursorkh,PouriaPoursorkh,https://x.com/PouriaPoursorkh,iranian_actors,active,https://en.wikipedia.org/wiki/Pouria_Poursorkh
71.0,Iran candidate,Ramin Jahanbegloo,RJahanbegloo,https://x.com/RJahanbegloo,Candidates,active,https://en.wikipedia.org/wiki/Ramin_Jahanbegloo
72.0,Iran writer,Mahnaz Shirali,RTSinfrarouge,https://x.com/RTSinfrarouge,iranian_writers,active,https://en.wikipedia.org/wiki/Mahnaz_Shirali
73.0,Iran writer,Ramita Navai,RamitaNavai,https://x.com/RamitaNavai,iranian_writers,active,https://en.wikipedia.org/wiki/Ramita_Navai
74.0,Iran candidate,Reza Dormishian,RezaDormishian,https://x.com/RezaDormishian,Candidates,active,https://en.wikipedia.org/wiki/Reza_Dormishian
75.0,Iran candidate,Reza Sadeghi,Rezasadeghireal,https://x.com/Rezasadeghireal,Candidates,active,https://en.wikipedia.org/wiki/Reza_Sadeghi
76.0,Iran candidate,Roya Hakakian,RoyaTheWriter,https://x.com/RoyaTheWriter,Candidates,active,https://en.wikipedia.org/wiki/Roya_Hakakian
77.0,Iran actor,Shohreh Aghdashloo,SAghdashloo,https://x.com/SAghdashloo,iranian_actors,active,https://en.wikipedia.org/wiki/Shohreh_Aghdashloo
78.0,Iran candidate,SEVDALIZA,SEVDALIZA,https://x.com/SEVDALIZA,Candidates,active,https://en.wikipedia.org/wiki/Sevdaliza
79.0,Iran actor,Sahar Valadbeigi,SaharValadbeygi,https://x.com/SaharValadbeygi,iranian_actors,active,https://en.wikipedia.org/wiki/Sahar_Valadbeigi
80.0,Iran candidate,Sahar Zand,SaharZand,https://x.com/SaharZand,Candidates,active,https://en.wikipedia.org/wiki/Sahar_Zand
81.0,Iran candidate,Sami Beigi,SamiBeigi,https://x.com/SamiBeigi,Candidates,active,https://en.wikipedia.org/wiki/Sami_Beigi
82.0,Iran candidate,Sami Yusuf,SamiYusuf,https://x.com/SamiYusuf,Candidates,active,https://en.wikipedia.org/wiki/Sami_Yusuf
83.0,Iran ayatollah,Hossein Wahid Khorasani,SayedModarresi,https://x.com/SayedModarresi,iranian_ayatollahs,active,https://en.wikipedia.org/wiki/Hossein_Wahid_Khorasani
84.0,Iran actor,Sepideh Moafi,SepidehMoafi,https://x.com/SepidehMoafi,iranian_actors,active,https://en.wikipedia.org/wiki/Sepideh_Moafi
85.0,Iran writer,Mohammad Marandi,SharghDaily,https://x.com/SharghDaily,iranian_writers,active,https://en.wikipedia.org/wiki/Mohammad_Marandi
86.0,Iran actor,Shaun Toub,ShaunToub,https://x.com/ShaunToub,iranian_actors,active,https://en.wikipedia.org/wiki/Shaun_Toub
87.0,Iran candidate,Lila Azam Zanganeh,ShazamAzam,https://x.com/ShazamAzam,Candidates,active,https://en.wikipedia.org/wiki/Lila_Azam_Zanganeh
88.0,Iran candidate,Shiva Boloorian,ShivaBoloorian,https://x.com/ShivaBoloorian,Candidates,active,https://en.wikipedia.org/wiki/Shiva_Boloorian
89.0,Iran candidate,Siavash Shams,Siavashshams,https://x.com/Siavashshams,Candidates,active,https://en.wikipedia.org/wiki/Siavash_Shams
90.0,Iran candidate,Sohrab Ahmari,SohrabAhmari,https://x.com/SohrabAhmari,Candidates,active,https://en.wikipedia.org/wiki/Sohrab_Ahmari
91.0,Iran candidate,Taha Yasseri,TahaYasseri,https://x.com/TahaYasseri,Candidates,active,https://en.wikipedia.org/wiki/Taha_Yasseri
92.0,Iran candidate,Tooji,Tooji_,https://x.com/Tooji_,Candidates,active,https://en.wikipedia.org/wiki/Tooji
93.0,Iran candidate,Vahid Online,Vahid,https://x.com/Vahid,Candidates,active,https://en.wikipedia.org/wiki/Vahid_Online
94.0,Iran actor,Googoosh,WORLDMUSICAWARD,https://x.com/WORLDMUSICAWARD,iranian_actors,active,https://en.wikipedia.org/wiki/Googoosh
95.0,Iran actor,Marco Khan,Walklikeakhan,https://x.com/Walklikeakhan,iranian_actors,active,https://en.wikipedia.org/wiki/Marco_Khan
96.0,Iran actor,Yara Shahidi,YaraShahidi,https://x.com/YaraShahidi,iranian_actors,active,https://en.wikipedia.org/wiki/Yara_Shahidi
97.0,Iran candidate,Ziba Shirazi,ZanZibaShirazi,https://x.com/ZanZibaShirazi,Candidates,active,https://en.wikipedia.org/wiki/Ziba_Shirazi
98.0,Iran candidate,Zar Amir Ebrahimi,Zar_Amir,https://x.com/Zar_Amir,Candidates,active,https://en.wikipedia.org/wiki/Zar_Amir_Ebrahimi
99.0,Iran actor,Elnaaz Norouzi,_iamnaaz_,https://x.com/_iamnaaz_,iranian_actors,active,https://en.wikipedia.org/wiki/Elnaaz_Norouzi
100.0,Iran ayatollah,Abdollah Javadi Amoli,ajavadiamoli,https://x.com/ajavadiamoli,iranian_ayatollahs,active,https://en.wikipedia.org/wiki/Abdollah_Javadi_Amoli
101.0,Iran candidate,ali karimi,alikarimi_ak8,https://x.com/alikarimi_ak8,Candidates,active,https://en.wikipedia.org/wiki/Ali_Karimi
102.0,Iran ayatollah,Ali Motahari,alimotahari_ir,https://x.com/alimotahari_ir,iranian_ayatollahs,active,https://en.wikipedia.org/wiki/Ali_Motahari
103.0,Iran actor,Amir Jadidi,amir_jadidi,https://x.com/amir_jadidi,iranian_actors,active,https://en.wikipedia.org/wiki/Amir_Jadidi
105.0,Iran actor,Osamah Sami,apps,https://x.com/apps,iranian_actors,active,https://en.wikipedia.org/wiki/Osamah_Sami
106.0,Iran candidate,Ardeshir Pashang,ardeshirpashang,https://x.com/ardeshirpashang,Candidates,active,https://en.wikipedia.org/wiki/Ardeshir_Pashang
107.0,Iran actor,Ayden Mayeri,aydenmayeri,https://x.com/aydenmayeri,iranian_actors,active,https://en.wikipedia.org/wiki/Ayden_Mayeri
108.0,Iran candidate,Azar Nafisi,azarnafisi,https://x.com/azarnafisi,Candidates,active,https://en.wikipedia.org/wiki/Azar_Nafisi
109.0,Iran candidate,Babak Hodjat,babakatwork,https://x.com/babakatwork,Candidates,active,https://en.wikipedia.org/wiki/Babak_Hodjat
110.0,Iran scientist,Babak Amin Tafreshi,babaktafreshi,https://x.com/babaktafreshi,iranian_scientists,active,https://en.wikipedia.org/wiki/Babak_Amin_Tafreshi
112.0,Iran candidate,Behdad Esfahbod,behdadesfahbod,https://x.com/behdadesfahbod,Candidates,active,https://en.wikipedia.org/wiki/Behdad_Esfahbod
113.0,Iran candidate,Borzou Daragahi,borzou,https://x.com/borzou,Candidates,active,https://en.wikipedia.org/wiki/Borzou_Daragahi
114.0,Iran actor,Boshra Dastournezhad,dastournezhad,https://x.com/dastournezhad,iranian_actors,active,https://en.wikipedia.org/wiki/Boshra_Dastournezhad
115.0,Iran actor,Behrouz Vossoughi,davood_eldeniz,https://x.com/davood_eldeniz,iranian_actors,active,https://en.wikipedia.org/wiki/Behrouz_Vossoughi
116.0,Iran candidate,Masoud Pezeshkian,drpezeshkian,https://x.com/drpezeshkian,Candidates,active,https://en.wikipedia.org/wiki/Masoud_Pezeshkian
117.0,Iran singer,Ebi,ebihamedi,https://x.com/ebihamedi,iranian_singers,active,https://en.wikipedia.org/wiki/Ebi
118.0,Iran candidate,Elham Youssefian,eyoussefian,https://x.com/eyoussefian,Candidates,active,https://en.wikipedia.org/wiki/Elham_Youssefian
119.0,Iran candidate,Farnaz Fassihi,farnazfassihi,https://x.com/farnazfassihi,Candidates,active,https://en.wikipedia.org/wiki/Farnaz_Fassihi
120.0,Iran candidate,Farvartish Rezvaniyeh,farvartishr,https://x.com/farvartishr,Candidates,active,https://en.wikipedia.org/wiki/Farvartish_Rezvaniyeh
122.0,Iran candidate,Fereshteh Molavi,fereshtehmol,https://x.com/fereshtehmol,Candidates,active,https://en.wikipedia.org/wiki/Fereshteh_Molavi
124.0,Iran candidate,Hossein Derakhshan,h0d3r,https://x.com/h0d3r,Candidates,active,https://en.wikipedia.org/wiki/Hossein_Derakhshan
128.0,Iran economist,Abdolnaser Hemmati,hemmati_ir,https://x.com/hemmati_ir,iranian_economists,active,https://en.wikipedia.org/wiki/Abdolnaser_Hemmati
129.0,Iran candidate,Hossein Dehghan,hosdehghan,https://x.com/hosdehghan,Candidates,active,https://en.wikipedia.org/wiki/Hossein_Dehghan
131.0,Iran candidate,Davar Ardalan,idavar,https://x.com/idavar,Candidates,active,https://en.wikipedia.org/wiki/Davar_Ardalan
132.0,Iran writer,Vahid Asghari,iranrights_org,https://x.com/iranrights_org,iranian_writers,active,https://en.wikipedia.org/wiki/Vahid_Asghari
133.0,Iran actor,Javad Hashemi,javadhashemicom,https://x.com/javadhashemicom,iranian_actors,active,https://en.wikipedia.org/wiki/Javad_Hashemi
134.0,Iran candidate,Mohammad Jorjandi,jorjandii,https://x.com/jorjandii,Candidates,active,https://en.wikipedia.org/wiki/Mohammad_Jorjandi
135.0,Iran candidate,Khashayar Mostafavi,k_Mostafavi,https://x.com/k_Mostafavi,Candidates,active,https://en.wikipedia.org/wiki/Khashayar_Mostafavi
136.0,Iran candidate,Kayhan Barzegar,kbarzeg,https://x.com/kbarzeg,Candidates,active,https://en.wikipedia.org/wiki/Kayhan_Barzegar
137.0,Iran candidate,Ali Khademhosseini,khademh,https://x.com/khademh,Candidates,active,https://en.wikipedia.org/wiki/Ali_Khademhosseini
138.0,Iran ayatollah,Akbar Hashemi Rafsanjani,khamenei_ir,https://x.com/khamenei_ir,iranian_ayatollahs,active,https://en.wikipedia.org/wiki/Akbar_Hashemi_Rafsanjani
139.0,Iran actor,Leila Forouhar,leilaforouhar,https://x.com/leilaforouhar,iranian_actors,active,https://en.wikipedia.org/wiki/Leila_Forouhar
140.0,Iran writer,Liana Aghajanian,lianaagh,https://x.com/lianaagh,iranian_writers,active,https://en.wikipedia.org/wiki/Liana_Aghajanian
141.0,Iran actor,Fathali Oveisi,livingintehran,https://x.com/livingintehran,iranian_actors,active,https://en.wikipedia.org/wiki/Fathali_Oveisi
142.0,Iran singer,Mahdi Rasouli,mahdirasuli_ir,https://x.com/mahdirasuli_ir,iranian_singers,active,https://en.wikipedia.org/wiki/Mahdi_Rasouli
143.0,Iran actor,Mahlagha Jaberi,mahlaghajaberi,https://x.com/mahlaghajaberi,iranian_actors,active,https://en.wikipedia.org/wiki/Mahlagha_Jaberi
144.0,Iran candidate,Mahsa Amrabadi,mahsamrabadi,https://x.com/mahsamrabadi,Candidates,active,https://en.wikipedia.org/wiki/Mahsa_Amrabadi
145.0,Iran actor,Mandana Karimi,manizhe,https://x.com/manizhe,iranian_actors,active,https://en.wikipedia.org/wiki/Mandana_Karimi
146.0,Iran writer,Mostafa Faghihi,manotonews,https://x.com/manotonews,iranian_writers,active,https://en.wikipedia.org/wiki/Mostafa_Faghihi
147.0,Iran candidate,Manoush Zomorodi,manoushz,https://x.com/manoushz,Candidates,active,https://en.wikipedia.org/wiki/Manoush_Zomorodi
150.0,Iran candidate,Masoud Molavi,masoud_molavi,https://x.com/masoud_molavi,Candidates,active,https://en.wikipedia.org/wiki/Masoud_Molavi
151.0,Iran candidate,Masoud Kazemi,masoudkazemi81,https://x.com/masoudkazemi81,Candidates,active,https://en.wikipedia.org/wiki/Masoud_Kazemi
153.0,Iran candidate,Mehdi Karampour,mehdikarampour,https://x.com/mehdikarampour,Candidates,active,https://en.wikipedia.org/wiki/Mehdi_Karampour
154.0,Iran actor,Mehrdad Raissi Ardali,mehrdadraissi,https://x.com/mehrdadraissi,iranian_actors,active,https://en.wikipedia.org/wiki/Mehrdad_Raissi_Ardali
155.0,Iran candidate,Abbas Milani,milaniabbas,https://x.com/milaniabbas,Candidates,active,https://en.wikipedia.org/wiki/Abbas_Milani
157.0,Iran candidate,Mona Borzouei,monaborzouei,https://x.com/monaborzouei,Candidates,active,https://en.wikipedia.org/wiki/Mona_Borzouei
158.0,Iran scientist,Morteza Mahmoudi,morimahmoudi,https://x.com/morimahmoudi,iranian_scientists,active,https://en.wikipedia.org/wiki/Morteza_Mahmoudi
159.0,Iran writer,Haloo,mr_halloo,https://x.com/mr_halloo,iranian_writers,active,https://en.wikipedia.org/wiki/Haloo
160.0,Iran candidate,Mohammad Saleh Zarepour,mszarepour,https://x.com/mszarepour,Candidates,active,https://en.wikipedia.org/wiki/Mohammad_Saleh_Zarepour
161.0,Iran singer,Delara (singer),music,https://x.com/music,iranian_singers,active,https://en.wikipedia.org/wiki/Delara_%28singer%29
162.0,Iran economist,Nader Habibi,naderhabibi2,https://x.com/naderhabibi2,iranian_economists,active,https://en.wikipedia.org/wiki/Nader_Habibi
163.0,Iran candidate,Hamid Naderi Yeganeh,naderi_yeganeh,https://x.com/naderi_yeganeh,Candidates,active,https://en.wikipedia.org/wiki/Hamid_Naderi_Yeganeh
164.0,Iran actor,Abbas Amiri Moghaddam,,https://x.com/nan,iranian_actors,missing,https://en.wikipedia.org/wiki/Abbas_Amiri_Moghaddam
165.0,Iran candidate,Negin Shiraghaei,neginsh,https://x.com/neginsh,Candidates,active,https://en.wikipedia.org/wiki/Negin_Shiraghaei
166.0,Iran economist,Sadeq Khalilian,news,https://x.com/news,iranian_economists,active,https://en.wikipedia.org/wiki/Sadeq_Khalilian
167.0,Iran writer,Kasra Nouri,nouri_kasra,https://x.com/nouri_kasra,iranian_writers,active,https://en.wikipedia.org/wiki/Kasra_Nouri
168.0,Iran actor,Parsa Pirouzfar,parsapirouzfar,https://x.com/parsapirouzfar,iranian_actors,active,https://en.wikipedia.org/wiki/Parsa_Pirouzfar
169.0,Iran candidate,Nasser Paydar,paydar,https://x.com/paydar,Candidates,active,https://en.wikipedia.org/wiki/Nasser_Paydar
170.0,Iran actor,Payman Maadi,paymanmaadi,https://x.com/paymanmaadi,iranian_actors,active,https://en.wikipedia.org/wiki/Payman_Maadi
171.0,Iran actor,Pegah Ferydoni,pepepito1983,https://x.com/pepepito1983,iranian_actors,active,https://en.wikipedia.org/wiki/Pegah_Ferydoni
172.0,Iran actor,Shahab Hosseini,platform,https://x.com/platform,iranian_actors,active,https://en.wikipedia.org/wiki/Shahab_Hosseini
173.0,Iran actor,Pooneh Hajimohammadi,poonehhm,https://x.com/poonehhm,iranian_actors,active,https://en.wikipedia.org/wiki/Pooneh_Hajimohammadi
174.0,Iran candidate,Pouria Zeraati,pouriazeraati,https://x.com/pouriazeraati,Candidates,active,https://en.wikipedia.org/wiki/Pouria_Zeraati
175.0,Iran football manager,Seyed Pendar Toufighi,ptofighi,https://x.com/ptofighi,iranian_football_managers,active,https://en.wikipedia.org/wiki/Seyed_Pendar_Toufighi
176.0,Iran ayatollah,Ebrahim Raisi,raisi_com,https://x.com/raisi_com,iranian_ayatollahs,active,https://en.wikipedia.org/wiki/Ebrahim_Raisi
177.0,Iran actor,Rambod Javan,rambodjavan1,https://x.com/rambodjavan1,iranian_actors,active,https://en.wikipedia.org/wiki/Rambod_Javan
178.0,Iran actor,Ramin Karimloo,raminkarimloo,https://x.com/raminkarimloo,iranian_actors,active,https://en.wikipedia.org/wiki/Ramin_Karimloo
180.0,Iran actor,Reyhaneh Parsa,reyparsa,https://x.com/reyparsa,iranian_actors,active,https://en.wikipedia.org/wiki/Reyhaneh_Parsa
182.0,Iran candidate,Roozbeh Azar,roozbeh_azar,https://x.com/roozbeh_azar,Candidates,active,https://en.wikipedia.org/wiki/Roozbeh_Azar
183.0,Iran candidate,Saghi Ghahraman,saghi_ghahraman,https://x.com/saghi_ghahraman,Candidates,active,https://en.wikipedia.org/wiki/Saghi_Ghahraman
184.0,Iran actor,Sahar Dolatshahi,sahardolatshahi,https://x.com/sahardolatshahi,iranian_actors,active,https://en.wikipedia.org/wiki/Sahar_Dolatshahi
186.0,Iran actor,Shahram Haghighat Doost,shahram_hds,https://x.com/shahram_hds,iranian_actors,active,https://en.wikipedia.org/wiki/Shahram_Haghighat_Doost
187.0,Iran candidate,SHAKILA,shakilamusic,https://x.com/shakilamusic,Candidates,active,https://en.wikipedia.org/wiki/Shakila
188.0,Iran candidate,Hassan Shamaizadeh,shamaizadeh,https://x.com/shamaizadeh,Candidates,active,https://en.wikipedia.org/wiki/Hassan_Shamaizadeh
189.0,Iran candidate,Shaya Goldoust,shayagoldoust,https://x.com/shayagoldoust,Candidates,active,https://en.wikipedia.org/wiki/Shaya_Goldoust
191.0,Iran actor,Shiva Negar,shivanegar,https://x.com/shivanegar,iranian_actors,active,https://en.wikipedia.org/wiki/Shiva_Negar
192.0,Iran actor,Siamak Ansari,siamakansarii,https://x.com/siamakansarii,iranian_actors,active,https://en.wikipedia.org/wiki/Siamak_Ansari
194.0,Iran candidate,Sirvan Khosravi,sirvan_khosravi,https://x.com/sirvan_khosravi,Candidates,active,https://en.wikipedia.org/wiki/Sirvan_Khosravi
195.0,Iran singer,Sonita Alizadeh,sonitaalizadeh,https://x.com/sonitaalizadeh,iranian_singers,active,https://en.wikipedia.org/wiki/Sonita_Alizadeh
196.0,Iran candidate,Sepideh Raissadat,sraissadat,https://x.com/sraissadat,Candidates,active,https://en.wikipedia.org/wiki/Sepideh_Raissadat
197.0,Iran candidate,Dan Ahdoot,standupdan,https://x.com/standupdan,Candidates,active,https://en.wikipedia.org/wiki/Dan_Ahdoot
