tweet_id,created_at,text_translated_en,topic_id,probability
2023039031903502571,2026-02-15 14:17:46.110000+00:00,"Reza Pahlavi’s (
@PahlaviReza
) “right hand man” Amir Etemadi ends the interview abruptly when the reporter asks Pahlavi about Iran’s “nationalities.”

Etemadi controls access to Pahlavi and consistently describes Iranian ethnic groups such as the Kurds as “separatists.”",4,0.5484759773804171
2023033797177217449,2026-02-15 13:56:58.054000+00:00,"The Epsteinian crimes originate from the Talmud

Talmud: It is permissible for Jews to rape and kill children under the age of nine, commit adultery, and any non-Jewish person from among the peoples of the world.",9,0.027270951066193587
2023033479882293426,2026-02-15 13:55:42.405000+00:00,FUCK ISRAEL FUCK ISRAEL FUCK ISRAEL,9,0.039809103000143134
2023032730858967117,2026-02-15 13:52:43.824000+00:00,"Nanoclay is a nanomaterial derived from clay, used to improve material properties such as strength and heat in industries. In 2015, Iran pioneered the ISO/TS 23650 standard for nanoclay properties and measurements, after a years-long process including international discussions. Iran has 13 international nano standards until 2026, ranking in the first place",0,0.12550291262462474
2023030608021406050,2026-02-15 13:44:17.700000+00:00,Don't stop interrupting him.,14,0.050952284201994776
2023029813141983380,2026-02-15 13:41:08.186000+00:00,"Former CIA officer John Kiriakou:

“The FBI has identified approximately 187 Mossad agents deployed in the United States, who have not disclosed their presence to the US government.

We hand them 99% of our defense secrets. They're here to steal the remaining 1%.
The Israeli Embassy in Washington is a representative of Mossad and Shin Bat.”",0,0.03146095483082272
2023028553978151303,2026-02-15 13:36:07.978000+00:00,"It's weird cause I was part of the organizing group for the pro democracy sit-ins in Vancouver during the Green Revolution in Iran Spring and Summer of 2009. I probably met and observed 2-3k Iranian Canadians during those weekly sit-ins, and not one Monarchist flag or Israeli",2,0.055094465136889634
2023026835659882771,2026-02-15 13:29:18.299000+00:00,"important

These words mean setting the stage for announcing the failure of negotiations and starting what we are all waiting for.

Marco Rubio:

We are on the side of radical Shia mullahs.

We are dealing with people who make geopolitical decisions based on ""theology"" alone.

No one has ever been able to make a successful agreement with this regime.",0,0.6371716740503375
2023025448834510978,2026-02-15 13:23:47.654000+00:00,Message from Munich:,2,1.0
2023022827805581408,2026-02-15 13:13:22.752000+00:00,"The President of Ghana announces a bold initiative:

“We will stop selling cocoa to foreign countries, and will buy our own crop and process it locally.”

-: This step aims to strengthen the economy by strengthening local production, creating job opportunities, and increasing value-added manufacturing operations within Ghana.",3,0.12792809652988718
2023022337285853657,2026-02-15 13:11:25.803000+00:00,"The terrorist Zionist entity
Sons of apes and pigs, sons of Zion,

#Watch_and_Listen
#Gaza",9,0.08625992644415913
2023019255969743088,2026-02-15 12:59:11.160000+00:00,"The conversation between two royalists:

+ We must attract maximum!

- No! Golshifteh Farahani should apologize in French on the same French channel!",4,0.18559390840062043
2023019249271488949,2026-02-15 12:59:09.563000+00:00,"I’ll say it everyday until it happens.

Get Khamenei! NOW",11,0.05255370161068353
2023017893517308074,2026-02-15 12:53:46.326000+00:00,"I’ll say it everyday until it happens.

Get Khamenei!",8,0.051303167276442505
2023016174091714935,2026-02-15 12:46:56.383000+00:00,"From a young age, Mohammad Reza Shah Pahlavi believed that he’d been visited, in dreams and visions, by the Shiite imams, descendants of the Prophet Muhammad.",4,0.6069552012299781
2023014753363513549,2026-02-15 12:41:17.655000+00:00,"Some scenes are not fleeting, but rather they are a message to you that life is not as easy for everyone as you imagine, so be thankful and thankful..",8,0.3131117449121406
2023014406893007206,2026-02-15 12:39:55.050000+00:00,"Artificial intelligence says that the only prince who wants a foreign enemy to attack his country in the last 230 years is Pahlavi!
After March 1299 and August 1332, this request is the third foreign coup. Each one is one! Inheritance!",4,0.6147591018691697
2023012635323875500,2026-02-15 12:32:52.675000+00:00,What Lindsay Graham did with the hashtag.,12,0.33247686974663115
2023012326006538740,2026-02-15 12:31:38.928000+00:00,"Kamran Mateen: The emergency book gives unlimited power to #Reza_Pahlavi. What is the guarantee that he will hand over power to the people after the transition period?
Like the Islamic Republic of 1958, they give people two options, yes or no!
#Reza_Pahlavi also has a new SAVAK
#Tell about_democracy",4,0.11473357942782544
2023012218334519603,2026-02-15 12:31:13.257000+00:00,"The guy gives subsidies and goods that need to be collected for a few months so that you can eat with them, the car manufacturer that didn't deliver the car sold in the first year is still writing names, MPs and TV are getting free food, everything is coming together...

The nation should also be dumbfounded with a salary of 100 dollars... dumbfounded!",3,0.13667680777507796
2023010150408413640,2026-02-15 12:23:00.225000+00:00,May God have mercy on the owner of the voice.. He exposed the normalizers in his life and in his martyrdom,8,0.042249378981908864
2023008970508501059,2026-02-15 12:18:18.915000+00:00,"February 5: Massoud Masjoudi's murder after his complaint against Pahlavi and his success in court

February 7 to 11: Massive attack on restaurants and shops and threats to the owners to install photos and Pahlavi flags

February 11: The murder of Mohsen Ahmadipour, a serious opponent of Pahlavi

February 14: Attack on Indonesian Muslims because of hijab

15",4,0.11800421002764566
2023008131962564998,2026-02-15 12:14:58.990000+00:00,"Swedish officer Bo Astrom, chief investigator for the International Investigation Committee into the assassination of Prime Minister Rafik Hariri,
What was the role of Wissam Al-Hassan?!
Did they assassinate him to prevent him from revealing the secret?!",23,0.10323868765208549
2023007980313256131,2026-02-15 12:14:22.834000+00:00,"The X-ray machine broke down again.
Nearly 200 patients were left without imaging for their diagnosis.

But finally… it’s back to life.",8,0.03531632145865518
2023007622274908622,2026-02-15 12:12:57.471000+00:00,"Right now: President Trump says he can reveal the whereabouts of Iran's leader Khamenei ""live"".

""If I were the leader of #Iran, I would be afraid to sleep in one place for a long time.""
#Shirokhorshid_Revolution",0,0.06691090599962188
2023005208188748277,2026-02-15 12:03:21.908000+00:00,"During the 2016 Pasargadae protests, much of the crowd was chanting the same slogan.

Reza Pahlavi went on a rant denouncing both the chant and those chanting it. He said that anyone who chanted it was not on his side and was instead using hatred of religion as a political tool.",4,0.026095558614811092
2023005179881337324,2026-02-15 12:03:15.159000+00:00,"This is Epstein's island

 Mohammad Hossein Niromand's interesting sketch of the bruise on Trump's hand, which he is trying to hide with makeup",34,0.02557571444152901
2023004271235707288,2026-02-15 11:59:38.521000+00:00,"Are fans of the #Islamic_Republic without a flag now? 


#Shirokhorshid_Revolution",32,1.0
2023003984882262455,2026-02-15 11:58:30.249000+00:00,Argentina's security minister tried electric shock gloves on himself,23,0.0653418551715856
2023003481163141331,2026-02-15 11:56:30.153000+00:00,"Monarchist activist:

""Shut up, shameless separatist Kurd! Javed Shah!",4,0.035220118244686544
2023003306084504025,2026-02-15 11:55:48.411000+00:00,"The language is inadequate for the amount of ignorance and stupid concerns of the people who rule us and decide to continue our lives... that too by force! 
x.com/m_T_Darestani5
…",27,0.019465752620831445
2023003214161866938,2026-02-15 11:55:26.495000+00:00,"The transfer of 21 Iranians from Syria to Iraq; their identity details are still hidden

21 Iranians accused of being members of Daesh were transferred from a prison in northern Syria to al-Karkh prison in Baghdad.
This transfer was done with the mediation of the United States, and other non-Iraqi prisoners are supposed to be either returned to their countries or tried in Iraq.",6,0.5136691858938497
2023002550036021600,2026-02-15 11:52:48.155000+00:00,Understanding the BBC…,4,0.052694461627377995
2023001962527199629,2026-02-15 11:50:28.082000+00:00,"So you were saying pure Iranian population, right?",0,0.044604733319037804
2023000717565297136,2026-02-15 11:45:31.260000+00:00,"Did the guy with the Israeli flag join the chant about being ""Aryan?"" Truly ridiculous. The large majority of Iranians including the Persians are Middle Eastern by culture and ancestry. 

Of course they are more than entitled to reject Islam, and it's understandable why they",32,1.0
2023000489038660050,2026-02-15 11:44:36.775000+00:00,"On the sidelines of the Munich Security Conference, we had a meeting with Benjamin Haddad, the Minister of Advisor for European Affairs, and Constance Le Grip, the Vice-Chairman of the Foreign Affairs Committee of the French National Assembly, and discussed the crimes committed by the Islamic Republic against Iranians, as well as the practical measures that France and Europe can take to",2,0.1722996939311004
2022999390651302274,2026-02-15 11:40:14.899000+00:00,"Israel is a dwarf outgrown by the Bedouins of vice
How can Israel overthrow Iran?

Listen to Sherif speak the truth",9,0.0766067799769885
2022997579034751205,2026-02-15 11:33:02.976000+00:00,"Important meeting with 
@benjaminhaddad
, Minister Delegate for Europe and 
@ConstanceLeGrip
, vice-president of the foreign affairs committee 
@AssembleeNat
, on the sidelines of the 
@MunSecConf
.

We discussed the crimes committed by the Islamic Republic against",18,0.11054636121735076
2022997065471799395,2026-02-15 11:31:00.533000+00:00,"Iranian official warned of ""tremendous spoilers"" i.e. ""Israel, anti-Trump Democrats & Trump’s warmongering allies,"" attempting to wreck the talks. Due to this coalition of saboteurs, ""#Iran delegation is proceeding with utmost caution and at the same time utmost creativity.”",0,0.17348360063003465
2022996851260268564,2026-02-15 11:30:09.461000+00:00,"An Iranian official tells Iran Nuances: ""Iranians, having in mind the past experiences & June 2025 attacks, remain deeply suspicious of US intentions. Advancing diplomacy is extremely difficult due to shifting goalposts, US inconsistency & constant influence of Netanyahu’s lies.""",0,0.19812323599034873
2022996374778716324,2026-02-15 11:28:15.859000+00:00,"I am very tired I would like to write a Munich letter to you, but ""my strength is showing weakness and incapacity"".

I will tell you in detail later. urgently

The weather was cold, dishonorable.

Three of the owners of Zeza's placards said that no one objected to their placards.
The flags and placards were brought very organically: the lions were different, the text",2,1.0
2022995562388463828,2026-02-15 11:25:02.170000+00:00,"Supporters of the #Islamic_Republic of denying the majority of the opposition, reaching to prove their superiority in front of the #people of #Iran.
I like your effort.

#Inqlab_Shirokhurshid #Javidshah #IranMassacre",0,0.1233599097192688
2022995317516591566,2026-02-15 11:24:03.788000+00:00,"The 15th branch of the Revolutionary Court, headed by Salavati, issued a death sentence for 19-year-old #Mohammadamin_Bigleri.",10,0.20332567463813433
2022995026406736267,2026-02-15 11:22:54.382000+00:00,There is only one way to compel this regime to dismantle its nuclear weapons program and its network of proxy militias in the region. That way is the overthrow of clerical rule by the Iranian people and their Resistance and organized uprising. #MSC2026  #IranRevolution2026,0,0.2755848627912952
2022994202175668725,2026-02-15 11:19:37.870000+00:00,"Supporters of the #Islamic_Republic of denying the majority of the opposition, reaching to prove their superiority in front of the #people of #Iran.
I like your effort.

#Inqlab_Shirokhurshid #Javidshah #IranMassacre",0,0.12083413742945931
2022994142792647102,2026-02-15 11:19:23.712000+00:00,"The reason for the #Islamic_Republic's fear of the referendum.
If this regime holds a referendum, it will only fail with the Iranians abroad and there is no need for the votes of the people inside the country.
#Inqlab_Shirokhurshid #IranMassacre",0,0.13962163971464495
2022993240174317645,2026-02-15 11:15:48.511000+00:00,"Friends of Australia, the Twitter account and email address of Australia's permanent representative in Geneva, Mrs. Claire Walsh, is in the comments. The original tweet has been retweeted 2,800 times, but I haven't seen anyone from Australia write anything about this. It might be good to take the time to send an email to the representative of Australia to leave the hall at the start.",19,0.025361815175310665
2022992198107804061,2026-02-15 11:11:40.063000+00:00,The February 14 rally in Munich was a glorious day. We will see the effects of this great presence soon. All those who participated in the gatherings of this day in different parts of the world should not be tired.,2,0.5081101989684033
2022990090352595251,2026-02-15 11:03:17.535000+00:00,"Spot the Difference: 

Palestine activists vandalize police car and cover it in graffiti during protest.
Vs 
Iranians leave flowers to thank officers for allowing them to march.

Source: 
@OliLondonTV",2,0.03954634219371976
2022990041941963255,2026-02-15 11:03:05.993000+00:00,"Urgent
Jeffrey Epstein's private physician...a shocking testimony that reveals his hidden collapses and the personalities that controlled him",6,0.025753196711152518
2022989999709229260,2026-02-15 11:02:55.924000+00:00,"Yesterday at the Munich rally, I became a smoker these days and I had run out of cigarettes, and hey, I was turning around and smiling to get a cigarette, and when I was smoking, I must have mixed with a dear smoker so that it would be halal.

I can testify that
Cigarette smokers with excess debt, from Italy and the Netherlands and",2,0.5771068452127867
2022989175893717179,2026-02-15 10:59:39.511000+00:00,"“We’re Aryans, we don’t worship Arabs.”

Iranian monarchist chant in Munich.",2,0.05872710280328543
2022986679473340488,2026-02-15 10:49:44.318000+00:00,"Issues of fasting... [The beginning and end of the month of Ramadan]
According to the fatwas of His Eminence the great religious authority Sheikh Bashir Hussein al-Najafi, may his shadow last...",1,1.0
2022985380602191903,2026-02-15 10:44:34.643000+00:00,"Mahmoud Ahmadinejad 
@Ahmadinejad1956
4th of Azar 1400: ""Have you heard that a case has been filed and prosecuted for those who shot people? We didn't hear it! If it's a secret, I don't know anymore! People were killed openly in the street.""",0,1.0
2022984750387142735,2026-02-15 10:42:04.388000+00:00,"If Bahraini scholars do not confront the thought of the reverend Kamal al-Haidari, as the seminary did, led by a group of distinguished professors and authorities in the Qom Seminary, then the faith, the sect, and the minds of the youth must be at peace from this malicious scourge that weakens, diminishes, and casts doubt on the basics of Shiism.

Ayatollah Mr. Munir Al-Khabaz restrains Kamal Al-Khaibari",6,0.14959636038405996
2022984240913367189,2026-02-15 10:40:02.920000+00:00,"I was searching for the name of Nazanin Doani on my page to see where she was attacked before. Because I have a disease that if I feel that an organization or group is attacking someone, I write about it so that it is recorded and documented and can be referred to later.",10,0.1863007663815939
2022983618004455569,2026-02-15 10:37:34.407000+00:00,"According to the information received by Iran International, the 15th branch of the Revolutionary Court, headed by Judge Salvati, issued a death sentence for Mohammad Amin Bigleri, a 19-year-old youth who was arrested on Thursday, December 18, on Damavand Street in Tehran, and the case has now been sent to the Supreme Court. 
Iran International earlier",10,0.2093052450554888
2022982022499828134,2026-02-15 10:31:14.009000+00:00,"The Argentine president is an agent of the Zionists and America 

A law is imposed to extend work to 12 hours instead of 8 hours per day 

Payment is in exchange for housing and food 

Prehistoric slavery",37,1.0
2022977002572329398,2026-02-15 10:11:17.165000+00:00,"Secretary of the Supreme National Security Council of Iran, Ali Larijani, guest of the #interview with Ali Al-Dhafiri 
On #Al Jazeera screen and its digital platforms
Tonight at 22:05 Mecca time.. Be on time..",6,0.0644194334806522
2022976312739078333,2026-02-15 10:08:32.696000+00:00,"During the 230-year history of Iranians' familiarity with the new West, this level of baseness and exposure in xenophobia is not even found in books. Ardeshir Reporter, Mirza Aga Khan Noori, Amini, etc. kept appearances.

Honorable Barzo Arjamand: We need foreign help; I'm waiting for the damn time (to attack)!",0,0.15293176453896457
2022975297625182429,2026-02-15 10:04:30.674000+00:00,"#Brussels on February 14, 2026 witnessed the presence of hundreds of Iranians who beautifully demonstrated the lesson of being together. 
This beautiful crystallization of democracy in the capital of Europe is the same voice that was not heard well in 1357. We will reflect this voice as much as we can. This is the voice that can unite all Iranian people",2,0.04999089314104676
2022974415265317230,2026-02-15 10:01:00.303000+00:00,"Something unbelievable!!

Japanese Yusuke Furusawa continues to demonstrate in support of Palestine alone in the streets of Japan for more than 860 days!

He tirelessly demonstrates alone and chants, “Freedom for Palestine!”",9,0.20315190265782268
2022971144823816471,2026-02-15 09:48:00.569000+00:00,"#Iran in exile.
#Shirokhorshid_Revolution",0,0.08558367362323224
2022971014913868270,2026-02-15 09:47:29.596000+00:00,"Iranians in Mexico City don't even know there...
But the arrival of Dik Havala has corrupted three bodies

#KingRezaPahlavi #IranianRevolution2026 #IranMassacre",12,0.12517249696887245
2022969663664046574,2026-02-15 09:42:07.433000+00:00,"In the government and parliament, those who want to solve the problem of the car market do not know how to solve the problem and do not know the ins and outs of the work. Those who know the ins and outs of the work do not intend to solve the problem. The problem is not the law, we have a law now, the problem is the internal regulations of the ministry. An expert of the ministry of privacy with a bylaw",3,0.11278439431684328
2022968733958840755,2026-02-15 09:38:25.774000+00:00,"At least the past decade can be called the history of the resistance of the people who love the kingdom against the wall of denial and humiliation; The years when the unwritten coalition of media and political currents tried to marginalize them with censorship and ridicule.

But the reality of the streets inside and outside Iran is finally against this coalition",0,0.23677788887789147
2022967541698875743,2026-02-15 09:33:41.517000+00:00,"The kindergarten teacher noticed that the poor Panamanian child Matthew’s plate did not contain a piece of meat, and when she asked him where it was, he took the bag out of his bag and said innocently:

''He's my mother''",11,0.0655740096287555
2022967022322086121,2026-02-15 09:31:37.688000+00:00,"Alastair Crook, a former #British diplomat and former intelligence officer, points out a key moment in a note for ""#Geopolitica"": In recent weeks, Iran received two messages from the US and Israel. Tehran rejected both.

 America proposed a ""limited attack"" scenario, which was supposed to be with a",0,0.14799951675752832
