Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Amina Maher,https://en.wikipedia.org/wiki/Amina_Maher,Q22278996,https://www.wikidata.org/wiki/Q22278996,trans woman,actor; film director; film editor; filmmaker; screenwriter,Iran,Tehran,1992-03-05T00:00:00Z,,
Pooya Mohseni,https://en.wikipedia.org/wiki/Pooya_Mohseni,Q116820648,https://www.wikidata.org/wiki/Q116820648,trans woman,LGBTQ rights activist; actor,Iran,,1978-01-01T00:00:00Z,,
List of Iranian male actors,https://en.wikipedia.org/wiki/List_of_Iranian_male_actors,Q6574428,https://www.wikidata.org/wiki/Q6574428,,,,,,,
Mostafa Abdollahi,https://en.wikipedia.org/wiki/Mostafa_Abdollahi,Q16047387,https://www.wikidata.org/wiki/Q16047387,male,actor; film actor; stage actor; television director; voice actor,Iran,Borujerd,1955-03-22T00:00:00Z,,
Abed Abest,https://en.wikipedia.org/wiki/Abed_Abest,Q42296401,https://www.wikidata.org/wiki/Q42296401,male,actor; film director; screenwriter,Iran,Bandar Abbas,1987-06-21T00:00:00Z,,
Morteza Aghili,https://en.wikipedia.org/wiki/Morteza_Aghili,Q5946699,https://www.wikidata.org/wiki/Q5946699,male,actor; film director; screenwriter,Iran,Tehran,1944-09-11T00:00:00Z,,
Amir Soltan Ahmadi,https://en.wikipedia.org/wiki/Amir_Soltan_Ahmadi,Q17173279,https://www.wikidata.org/wiki/Q17173279,male,actor; puppeteer; television director,Iran,Tehran,1980-01-01T00:00:00Z,,
Mehran Ahmadi,https://en.wikipedia.org/wiki/Mehran_Ahmadi,Q10858622,https://www.wikidata.org/wiki/Q10858622,male,actor; film actor; film director,Iran,Tehran,1973-01-01T00:00:00Z,,
Sepand Amirsoleimani,https://en.wikipedia.org/wiki/Sepand_Amirsoleimani,Q5941065,https://www.wikidata.org/wiki/Q5941065,male,actor,Iran,Tehran,1977-12-19T00:00:00Z,,
Amir Hossein Arman,https://en.wikipedia.org/wiki/Amir_Hossein_Arman,Q20109427,https://www.wikidata.org/wiki/Q20109427,male,actor; singer,Iran,Tehran,1982-11-05T00:00:00Z,,
Aziz Asli,https://en.wikipedia.org/wiki/Aziz_Asli,Q4832650,https://www.wikidata.org/wiki/Q4832650,male,actor; association football coach; association football player,Iran,Tabriz,1938-04-09T00:00:00Z,,
Hamid Reza Azarang,https://en.wikipedia.org/wiki/Hamid_Reza_Azarang,Q6564120,https://www.wikidata.org/wiki/Q6564120,male,actor; film director; screenwriter; writer,Iran,Tehran,1972-05-23T00:00:00Z,,
Majid Beheshti,https://en.wikipedia.org/wiki/Majid_Beheshti,Q20109798,https://www.wikidata.org/wiki/Q20109798,male,actor; film director; film producer; television director,Iran,Kerman,1955-10-22T00:00:00Z,,
Jafar Dehghan,https://en.wikipedia.org/wiki/Jafar_Dehghan,Q6414829,https://www.wikidata.org/wiki/Q6414829,male,actor,Iran,Tehran,1960-04-10T00:00:00Z,,
Hamid Dehghani,https://en.wikipedia.org/wiki/Hamid_Dehghani,Q130668068,https://www.wikidata.org/wiki/Q130668068,male,actor; director; playwright,Iran,,1984-01-01T00:00:00Z,,
Mohammad-Reza Fartousi,https://en.wikipedia.org/wiki/Mohammad-Reza_Fartousi,Q21494503,https://www.wikidata.org/wiki/Q21494503,male,actor; film director,Iran,Iran,1982-02-05T00:00:00Z,,
Reza Fazeli,https://en.wikipedia.org/wiki/Reza_Fazeli,Q1742078,https://www.wikidata.org/wiki/Q1742078,male,activist; actor; film actor; film director; film producer; screenwriter; writer,Iran,Oudlajan,1935-07-03T00:00:00Z,,
Faramarz Gharibian,https://en.wikipedia.org/wiki/Faramarz_Gharibian,Q5434809,https://www.wikidata.org/wiki/Q5434809,male,actor; film director,Iran,Tehran,1941-11-17T00:00:00Z,,
Babak Hamidian,https://en.wikipedia.org/wiki/Babak_Hamidian,Q5939780,https://www.wikidata.org/wiki/Q5939780,male,actor,Iran,Tehran,1981-01-01T00:00:00Z,,
Hushang Harirchiyan,https://en.wikipedia.org/wiki/Hushang_Harirchiyan,Q16046078,https://www.wikidata.org/wiki/Q16046078,male,actor,Iran; Pahlavi Iran,Isfahan,1932-08-11T00:00:00Z,,
Bahman Hashemi,https://en.wikipedia.org/wiki/Bahman_Hashemi,Q5916549,https://www.wikidata.org/wiki/Q5916549,male,actor; film producer; presenter; television presenter,Iran,Tehran,1962-07-24T00:00:00Z,,
Javad Hashemi,https://en.wikipedia.org/wiki/Javad_Hashemi,Q6165096,https://www.wikidata.org/wiki/Q6165096,male,actor; composer; film director; presenter; screenwriter; television actor; writer,Iran,Tehran,1966-01-17T00:00:00Z,javadhashemicom,https://x.com/javadhashemicom
Mehdi Hashemi (actor),https://en.wikipedia.org/wiki/Mehdi_Hashemi_%28actor%29,,,,,,,,,
Amin Hayai,https://en.wikipedia.org/wiki/Amin_Hayai,Q471373,https://www.wikidata.org/wiki/Q471373,male,actor; film actor; singer; stage actor,Iran,Kashan,1970-06-09T00:00:00Z,,
Mohammad-Reza Hedayati,https://en.wikipedia.org/wiki/Mohammad-Reza_Hedayati,Q3318949,https://www.wikidata.org/wiki/Q3318949,male,actor; singer; voice actor,Iran,Chabahar,1973-05-15T00:00:00Z,,
Amir Jadidi,https://en.wikipedia.org/wiki/Amir_Jadidi,Q25424742,https://www.wikidata.org/wiki/Q25424742,male,actor; film actor; theatrical director,Iran,Tehran,1984-06-21T00:00:00Z,amir_jadidi,https://x.com/amir_jadidi
Alireza Jafari,https://en.wikipedia.org/wiki/Alireza_Jafari,Q21034285,https://www.wikidata.org/wiki/Q21034285,male,film actor,Iran,Tehran,1994-04-25T00:00:00Z,,
Amir Jafari,https://en.wikipedia.org/wiki/Amir_Jafari,Q5957577,https://www.wikidata.org/wiki/Q5957577,male,actor,Iran,Tehran,1974-09-01T00:00:00Z,,
Hassan Joveireh,https://en.wikipedia.org/wiki/Hassan_Joveireh,Q93873702,https://www.wikidata.org/wiki/Q93873702,male,actor,Iran,Isfahan,1956-10-20T00:00:00Z,,
Amir Mahdi Jule,https://en.wikipedia.org/wiki/Amir_Mahdi_Jule,Q5848646,https://www.wikidata.org/wiki/Q5848646,male,actor; film actor; screenwriter; television actor,Iran,Tehran,1980-08-27T00:00:00Z,,
Ardalan Shoja Kaveh,https://en.wikipedia.org/wiki/Ardalan_Shoja_Kaveh,Q2860703,https://www.wikidata.org/wiki/Q2860703,male,actor,Iran,Birjand,1962-06-22T00:00:00Z,,
Aref Lorestani,https://en.wikipedia.org/wiki/Aref_Lorestani,Q5703996,https://www.wikidata.org/wiki/Q5703996,male,actor; television actor,Iran,Kermanshah,1972-02-04T00:00:00Z,,
Mir-Taher Mazloomi,https://en.wikipedia.org/wiki/Mir-Taher_Mazloomi,Q11688851,https://www.wikidata.org/wiki/Q11688851,male,actor; film actor; television actor; voice actor,Iran,Tehran,1975-02-26T00:00:00Z,,
Mirsaeed Molavian,https://en.wikipedia.org/wiki/Mirsaeed_Molavian,Q108885959,https://www.wikidata.org/wiki/Q108885959,male,actor; film actor; television actor,Iran,Tabriz,1989-01-01T00:00:00Z,,
Mohsen Nabavi,https://en.wikipedia.org/wiki/Mohsen_Nabavi,Q85974326,https://www.wikidata.org/wiki/Q85974326,male,actor; film director; screenwriter,Iran,Shiraz,1979-08-02T00:00:00Z,,
Amirali Nabavian,https://en.wikipedia.org/wiki/Amirali_Nabavian,Q23816943,https://www.wikidata.org/wiki/Q23816943,male,actor; writer,Iran,Amol,1980-03-22T00:00:00Z,,
Arsi Nami,https://en.wikipedia.org/wiki/Arsi_Nami,Q4796538,https://www.wikidata.org/wiki/Q4796538,male,actor; composer; model; singer; singer-songwriter; songwriter,Iran,Shiraz,1984-05-21T00:00:00Z,,
Madjid Niroumand,https://en.wikipedia.org/wiki/Madjid_Niroumand,Q75863488,https://www.wikidata.org/wiki/Q75863488,male,actor,,,,,
Fathali Oveisi,https://en.wikipedia.org/wiki/Fathali_Oveisi,Q5945203,https://www.wikidata.org/wiki/Q5945203,male,actor; film director; screenwriter; television actor,Iran,Fordo,1946-01-11T00:00:00Z,livingintehran,https://x.com/livingintehran
Hossein Panahi,https://en.wikipedia.org/wiki/Hossein_Panahi,Q1630523,https://www.wikidata.org/wiki/Q1630523,male,actor; film director; playwright; poet; screenwriter; writer,Iran,Kohgiluyeh County,1956-08-28T00:00:00Z,,
Vahik Pirhamzei,https://en.wikipedia.org/wiki/Vahik_Pirhamzei,Q18211205,https://www.wikidata.org/wiki/Q18211205,male,actor; film director; screenwriter,Iran,United States,1968-11-06T00:00:00Z,,
Parviz Poorhosseini,https://en.wikipedia.org/wiki/Parviz_Poorhosseini,Q5943690,https://www.wikidata.org/wiki/Q5943690,male,actor; television actor,Iran; Pahlavi Iran,Tehran,1941-09-11T00:00:00Z,,
Saeed Poursamimi,https://en.wikipedia.org/wiki/Saeed_Poursamimi,Q7398246,https://www.wikidata.org/wiki/Q7398246,male,actor,Iran,Tehran,1944-02-29T00:00:00Z,,
Pouria Poursorkh,https://en.wikipedia.org/wiki/Pouria_Poursorkh,Q5955856,https://www.wikidata.org/wiki/Q5955856,male,actor,Iran,Tehran,1977-06-25T00:00:00Z,PouriaPoursorkh,https://x.com/PouriaPoursorkh
Ali Pourtash,https://en.wikipedia.org/wiki/Ali_Pourtash,Q4725116,https://www.wikidata.org/wiki/Q4725116,male,actor; film director,Iran,,,,
Reza Rashidpour,https://en.wikipedia.org/wiki/Reza_Rashidpour,Q5938888,https://www.wikidata.org/wiki/Q5938888,male,actor; film director; film producer; presenter; television presenter,Iran,Tabriz,1975-08-09T00:00:00Z,,
Ali Sadeghi,https://en.wikipedia.org/wiki/Ali_Sadeghi,Q5959659,https://www.wikidata.org/wiki/Q5959659,male,actor,Iran,Tehran,1980-12-05T00:00:00Z,,
Ali Sadeghian,https://en.wikipedia.org/wiki/Ali_Sadeghian,Q4725165,https://www.wikidata.org/wiki/Q4725165,male,musician,Iran,Tehran,1963-01-01T00:00:00Z,,
Majid Salehi,https://en.wikipedia.org/wiki/Majid_Salehi,Q5956610,https://www.wikidata.org/wiki/Q5956610,male,actor; film director; film producer; television actor; television director; writer,Iran,Tehran,1975-09-17T00:00:00Z,,
Osamah Sami,https://en.wikipedia.org/wiki/Osamah_Sami,Q7105673,https://www.wikidata.org/wiki/Q7105673,male,actor; film actor; screenwriter; television actor; writer,Australia; Iran,Qom,1983-03-10T00:00:00Z,apps,https://x.com/apps
Parviz Sayyad,https://en.wikipedia.org/wiki/Parviz_Sayyad,Q3367084,https://www.wikidata.org/wiki/Q3367084,male,actor; director; film director; film producer; playwright; screenwriter; television director; writer,Iran,Lahijan,1939-01-01T00:00:00Z,,
Reza Shafiei-Jam,https://en.wikipedia.org/wiki/Reza_Shafiei-Jam,Q3428947,https://www.wikidata.org/wiki/Q3428947,male,actor,Iran,Tehran,1971-07-01T00:00:00Z,,
Shahram Haghighat Doost,https://en.wikipedia.org/wiki/Shahram_Haghighat_Doost,Q5953912,https://www.wikidata.org/wiki/Q5953912,male,actor; film actor,Iran,Rasht,1973-03-18T00:00:00Z,shahram_hds,https://x.com/shahram_hds
Hootan Shakiba,https://en.wikipedia.org/wiki/Hootan_Shakiba,Q25423455,https://www.wikidata.org/wiki/Q25423455,male,actor; television actor; voice actor,Iran,Tehran,1984-06-14T00:00:00Z,,
Khosrow Shakibai,https://en.wikipedia.org/wiki/Khosrow_Shakibai,Q372642,https://www.wikidata.org/wiki/Q372642,male,actor; film actor; screenwriter; voice actor; writer,Iran,Tehran,1944-03-27T00:00:00Z,,
Mohammad-Reza Sharifinia,https://en.wikipedia.org/wiki/Mohammad-Reza_Sharifinia,Q3318983,https://www.wikidata.org/wiki/Q3318983,male,actor; film producer; photographer,Iran,Tehran,1955-06-15T00:00:00Z,,
Amir Shervan,https://en.wikipedia.org/wiki/Amir_Shervan,Q4746635,https://www.wikidata.org/wiki/Q4746635,male,actor; film director; film producer; screenwriter,Iran,Tehran,1929-05-24T00:00:00Z,,
Aramazd Stepanian,https://en.wikipedia.org/wiki/Aramazd_Stepanian,Q4783980,https://www.wikidata.org/wiki/Q4783980,male,actor,United States,Abadan,1951-10-11T00:00:00Z,,
Yas (rapper),https://en.wikipedia.org/wiki/Yas_%28rapper%29,,,,,,,,,
Ataollah Zahed,https://en.wikipedia.org/wiki/Ataollah_Zahed,Q17992480,https://www.wikidata.org/wiki/Q17992480,male,actor; film director; screenwriter,Iran,Shiraz,1915-01-01T00:00:00Z,,
Reza Davood Nejad,https://en.wikipedia.org/wiki/Reza_Davood_Nejad,Q9319042,https://www.wikidata.org/wiki/Q9319042,male,actor; executive producer; screenwriter; television presenter,Iran,Tehran,1980-05-19T00:00:00Z,,
Mani Nouri,https://en.wikipedia.org/wiki/Mani_Nouri,Q2278026,https://www.wikidata.org/wiki/Q2278026,male,actor; film director; screenwriter; writer,Iran,Tehran,1901-01-01T00:00:00Z,,
Rouhollah Zamani,https://en.wikipedia.org/wiki/Rouhollah_Zamani,Q112977843,https://www.wikidata.org/wiki/Q112977843,male,actor; film actor,Iran,Nowjeh Deh,2005-01-01T00:00:00Z,,
Template:Iran-actor-stub,https://en.wikipedia.org/wiki/Template%3AIran-actor-stub,,,,,,,,,
Template:Iran-film-actor-stub,https://en.wikipedia.org/wiki/Template%3AIran-film-actor-stub,,,,,,,,,
Nasim Adabi,https://en.wikipedia.org/wiki/Nasim_Adabi,Q20109504,https://www.wikidata.org/wiki/Q20109504,female,actor,Iran,Tehran,1976-01-01T00:00:00Z,,
Kazem Afrandnia,https://en.wikipedia.org/wiki/Kazem_Afrandnia,Q16051331,https://www.wikidata.org/wiki/Q16051331,male,actor,Iran,Nain,1945-01-01T00:00:00Z,,
Amir Aghaei,https://en.wikipedia.org/wiki/Amir_Aghaei,Q5949340,https://www.wikidata.org/wiki/Q5949340,male,actor; painter; photographer; poet; television actor; writer,Iran,Urmia,1970-08-01T00:00:00Z,,
Nazanin Ahmadi,https://en.wikipedia.org/wiki/Nazanin_Ahmadi,Q84849960,https://www.wikidata.org/wiki/Q84849960,female,actor; film actor,Iran,Tehran,1986-01-01T00:00:00Z,,
Pardis Ahmadieh,https://en.wikipedia.org/wiki/Pardis_Ahmadieh,Q42533858,https://www.wikidata.org/wiki/Q42533858,female,actor; model,Iran,Tehran,1992-06-29T00:00:00Z,,
Jahangir Almasi,https://en.wikipedia.org/wiki/Jahangir_Almasi,Q6123147,https://www.wikidata.org/wiki/Q6123147,male,actor; film actor; film director; film screenwriter; television actor,Iran,Tehran,1955-03-21T00:00:00Z,,
Abbas Amiri Moghaddam,https://en.wikipedia.org/wiki/Abbas_Amiri_Moghaddam,Q6406659,https://www.wikidata.org/wiki/Q6406659,male,actor; film actor; television actor,Iran,Rasht,1950-06-21T00:00:00Z,,
Siamak Ansari,https://en.wikipedia.org/wiki/Siamak_Ansari,Q3482898,https://www.wikidata.org/wiki/Q3482898,male,film actor; television actor,Iran,Tehran,1969-01-01T00:00:00Z,siamakansarii,https://x.com/siamakansarii
Mary Apick,https://en.wikipedia.org/wiki/Mary_Apick,Q542469,https://www.wikidata.org/wiki/Q542469,female,actor; film actor; film director; film producer,Iran,Tehran,1954-06-16T00:00:00Z,,
Fariborz Arabnia,https://en.wikipedia.org/wiki/Fariborz_Arabnia,Q5958722,https://www.wikidata.org/wiki/Q5958722,male,actor; film director,Iran,Tehran,1964-04-28T00:00:00Z,,
Anoushirvan Arjmand,https://en.wikipedia.org/wiki/Anoushirvan_Arjmand,Q5934911,https://www.wikidata.org/wiki/Q5934911,male,actor; film director; television actor,Iran,Zahedan,1941-10-19T00:00:00Z,,
Dariush Arjmand,https://en.wikipedia.org/wiki/Dariush_Arjmand,Q3016197,https://www.wikidata.org/wiki/Q3016197,male,actor; film actor; film director; film screenwriter; screenwriter,Iran,Mashhad,1944-07-27T00:00:00Z,,
Afsar Asadi,https://en.wikipedia.org/wiki/Afsar_Asadi,Q5922679,https://www.wikidata.org/wiki/Q5922679,female,actor; make-up artist; poet; writer,Iran,Mianeh,1958-01-16T00:00:00Z,,
Vishka Asayesh,https://en.wikipedia.org/wiki/Vishka_Asayesh,Q5951102,https://www.wikidata.org/wiki/Q5951102,female,actor; art director; costume designer,Iran,Tehran,1972-11-07T00:00:00Z,,
Farhad Aslani,https://en.wikipedia.org/wiki/Farhad_Aslani,Q5435135,https://www.wikidata.org/wiki/Q5435135,male,actor; television actor,Iran,Bijar,1966-06-01T00:00:00Z,,
Nozar Azadi,https://en.wikipedia.org/wiki/Nozar_Azadi,Q7067395,https://www.wikidata.org/wiki/Q7067395,male,actor; film director; poet; television actor; writer,Iran,Kermanshah,1938-01-01T00:00:00Z,,
Rana Azadivar,https://en.wikipedia.org/wiki/Rana_Azadivar,Q10325571,https://www.wikidata.org/wiki/Q10325571,female,actor; singer,Iran,Tehran,1983-04-04T00:00:00Z,,
Mehdi Bajestani,https://en.wikipedia.org/wiki/Mehdi_Bajestani,Q6809281,https://www.wikidata.org/wiki/Q6809281,male,actor,Iran,Bajestan,1975-01-12T00:00:00Z,,
Hooman Barghnavard,https://en.wikipedia.org/wiki/Hooman_Barghnavard,Q5867827,https://www.wikidata.org/wiki/Q5867827,male,actor,Iran,Tehran,1969-12-25T00:00:00Z,,
Nazanin Bayati,https://en.wikipedia.org/wiki/Nazanin_Bayati,Q16051628,https://www.wikidata.org/wiki/Q16051628,female,actor,Iran,Tehran,1990-01-05T00:00:00Z,,
Houshang Beheshti,https://en.wikipedia.org/wiki/Houshang_Beheshti,Q5948636,https://www.wikidata.org/wiki/Q5948636,male,actor; film actor; stage actor; television actor,Iran,Tehran,1923-01-01T00:00:00Z,,
Behnoosh Bakhtiari,https://en.wikipedia.org/wiki/Behnoosh_Bakhtiari,Q2893916,https://www.wikidata.org/wiki/Q2893916,female,actor; film actor,Iran,Iran,1975-05-19T00:00:00Z,,
Shirin Bina,https://en.wikipedia.org/wiki/Shirin_Bina,Q5948944,https://www.wikidata.org/wiki/Q5948944,female,actor,Iran,Marand,1964-08-20T00:00:00Z,,
Shiva Boloorian,https://en.wikipedia.org/wiki/Shiva_Boloorian,Q7499236,https://www.wikidata.org/wiki/Q7499236,female,actor; film director,Iran,Tehran,1979-10-05T00:00:00Z,shivaboloorian,https://x.com/shivaboloorian
Leila Bolukat,https://en.wikipedia.org/wiki/Leila_Bolukat,Q12237880,https://www.wikidata.org/wiki/Q12237880,female,actor,Iran,Tehran,1983-11-25T00:00:00Z,,
Esmail Davarfar,https://en.wikipedia.org/wiki/Esmail_Davarfar,Q5917546,https://www.wikidata.org/wiki/Q5917546,male,actor,Iran,Tehran,1933-03-01T00:00:00Z,,
Shaghayegh Dehghan,https://en.wikipedia.org/wiki/Shaghayegh_Dehghan,Q3481198,https://www.wikidata.org/wiki/Q3481198,female,actor; film actor; writer,Iran,Giessen,1979-02-23T00:00:00Z,,
Ali Dehkordi,https://en.wikipedia.org/wiki/Ali_Dehkordi,Q16196040,https://www.wikidata.org/wiki/Q16196040,male,actor,Iran,Shahr-e Kord,1965-05-05T00:00:00Z,,
Kambiz Dirbaz,https://en.wikipedia.org/wiki/Kambiz_Dirbaz,Q6356355,https://www.wikidata.org/wiki/Q6356355,male,actor; television actor,Iran,Tonekabon,1975-09-03T00:00:00Z,,
Shahameh Dizaei,https://en.wikipedia.org/wiki/Shahameh_Dizaei,Q120012313,https://www.wikidata.org/wiki/Q120012313,female,,,,,,
Bizhan Emkanian,https://en.wikipedia.org/wiki/Bizhan_Emkanian,Q2905023,https://www.wikidata.org/wiki/Q2905023,male,actor; screenwriter,Iran,Abadan,1953-01-01T00:00:00Z,,
Homayoun Ershadi,https://en.wikipedia.org/wiki/Homayoun_Ershadi,Q1027475,https://www.wikidata.org/wiki/Q1027475,male,actor; architect; film actor; television actor,Iran,Isfahan,1947-03-25T00:00:00Z,,
Manouchehr Esmaeili,https://en.wikipedia.org/wiki/Manouchehr_Esmaeili,Q5958861,https://www.wikidata.org/wiki/Q5958861,male,voice actor,Iran,Kermanshah,1939-03-28T00:00:00Z,,
Ateneh Faghih Nasiri,https://en.wikipedia.org/wiki/Ateneh_Faghih_Nasiri,Q5951700,https://www.wikidata.org/wiki/Q5951700,female,actor; film actor,Iran,Tehran,1968-11-14T00:00:00Z,,
Behzad Farahani,https://en.wikipedia.org/wiki/Behzad_Farahani,Q4881016,https://www.wikidata.org/wiki/Q4881016,male,actor; film actor; film director; film screenwriter; screenwriter; television actor,Iran,Farahan County,1945-01-21T00:00:00Z,,
Shaghayegh Farahani,https://en.wikipedia.org/wiki/Shaghayegh_Farahani,Q7461184,https://www.wikidata.org/wiki/Q7461184,female,actor,Iran,Tehran,1972-07-24T00:00:00Z,,
