Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Efat Ghazi,https://en.wikipedia.org/wiki/Efat_Ghazi,Q4949978,https://www.wikidata.org/wiki/Q4949978,female,politician,Iran,,1935-11-02T00:00:00Z,,
Parviz Ghelichkhani,https://en.wikipedia.org/wiki/Parviz_Ghelichkhani,Q7141361,https://www.wikidata.org/wiki/Q7141361,male,association football coach; association football player; journalist,Pahlavi Iran,Tehran,1945-12-04T00:00:00Z,,
Kouhyar Goudarzi,https://en.wikipedia.org/wiki/Kouhyar_Goudarzi,Q6434510,https://www.wikidata.org/wiki/Q6434510,male,blogger; human rights defender; journalist,Iran,Isfahan,1986-05-05T00:00:00Z,,
Faezeh Hashemi Rafsanjani,https://en.wikipedia.org/wiki/Faezeh_Hashemi_Rafsanjani,Q433500,https://www.wikidata.org/wiki/Q433500,female,activist,Iran,Tehran,1962-01-07T00:00:00Z,,
Bahareh Hedayat,https://en.wikipedia.org/wiki/Bahareh_Hedayat,Q4842451,https://www.wikidata.org/wiki/Q4842451,female,activist; human rights defender,Iran,Tehran,1981-04-05T00:00:00Z,,
Kamran Hedayati,https://en.wikipedia.org/wiki/Kamran_Hedayati,Q16013642,https://www.wikidata.org/wiki/Q16013642,male,,Iran,,1949-04-01T00:00:00Z,,
Mansoor Hekmat,https://en.wikipedia.org/wiki/Mansoor_Hekmat,Q713790,https://www.wikidata.org/wiki/Q713790,male,philosopher; politician,Iran,Tehran,1951-06-04T00:00:00Z,,
Shahram Homayoun,https://en.wikipedia.org/wiki/Shahram_Homayoun,Q10843569,https://www.wikidata.org/wiki/Q10843569,male,politician,Iran,Tehran,1955-06-23T00:00:00Z,,
Mohammad Hosseini (broadcaster),https://en.wikipedia.org/wiki/Mohammad_Hosseini_%28broadcaster%29,,,,,,,,,
Behrouz Javid-Tehrani,https://en.wikipedia.org/wiki/Behrouz_Javid-Tehrani,Q4881000,https://www.wikidata.org/wiki/Q4881000,male,human rights defender,Iran,Iran,1978-12-26T00:00:00Z,,
Mohsen Kadivar,https://en.wikipedia.org/wiki/Mohsen_Kadivar,Q429947,https://www.wikidata.org/wiki/Q429947,male,academic; essayist; intellectual; mullah; philosopher; politician; theologian; writer,Iran,Fasa,1959-06-07T00:00:00Z,,
Mehrangiz Kar,https://en.wikipedia.org/wiki/Mehrangiz_Kar,Q6809813,https://www.wikidata.org/wiki/Q6809813,female,human rights defender; journalist; lawyer,Iran,Ahvaz,1944-01-01T00:00:00Z,,
Ali Khamenei,https://en.wikipedia.org/wiki/Ali_Khamenei,Q57336,https://www.wikidata.org/wiki/Q57336,male,Islamic jurist; poet; politician; translator; writer,Iran; Pahlavi Iran,Mashhad,1939-04-19T00:00:00Z,khamenei_ir,https://x.com/khamenei_ir
Mehraveh Khandan,https://en.wikipedia.org/wiki/Mehraveh_Khandan,Q134985106,https://www.wikidata.org/wiki/Q134985106,female,human rights defender,,,2000-01-01T00:00:00Z,,
Reza Khandan,https://en.wikipedia.org/wiki/Reza_Khandan,Q117241660,https://www.wikidata.org/wiki/Q117241660,male,human rights defender; signwriter,Iran,,,,
Hussein Khomeini,https://en.wikipedia.org/wiki/Hussein_Khomeini,Q5949822,https://www.wikidata.org/wiki/Q5949822,male,cleric,Iran,Tehran,1959-01-01T00:00:00Z,,
Ruhollah Khomeini,https://en.wikipedia.org/wiki/Ruhollah_Khomeini,Q38823,https://www.wikidata.org/wiki/Q38823,male,akhoond; mystic; poet; politician; religious leader; theologian,Iran,Khomein,1902-09-24T00:00:00Z,,
Noushin Ahmadi Khorasani,https://en.wikipedia.org/wiki/Noushin_Ahmadi_Khorasani,Q7063937,https://www.wikidata.org/wiki/Q7063937,female,essayist; journalist; sociologist; translator,Iran,Tehran,1969-01-01T00:00:00Z,,
Jahangir Mahmoudi,https://en.wikipedia.org/wiki/Jahangir_Mahmoudi,Q6123163,https://www.wikidata.org/wiki/Q6123163,male,human rights defender; politician,Iran,,,,
Azar Majedi,https://en.wikipedia.org/wiki/Azar_Majedi,Q2875091,https://www.wikidata.org/wiki/Q2875091,female,politician,Iran,,2000-01-01T00:00:00Z,azarmajedi,https://x.com/azarmajedi
Mohammad Maleki,https://en.wikipedia.org/wiki/Mohammad_Maleki,Q6892168,https://www.wikidata.org/wiki/Q6892168,male,writer,Iran,Tajrish,1933-07-11T00:00:00Z,,
Khosrow Mansourian,https://en.wikipedia.org/wiki/Khosrow_Mansourian,Q20987901,https://www.wikidata.org/wiki/Q20987901,male,human rights defender; social worker,,Tehran,1941-01-01T00:00:00Z,,
Mohammad Masud,https://en.wikipedia.org/wiki/Mohammad_Masud,Q111942449,https://www.wikidata.org/wiki/Q111942449,male,journalist; writer,,,1905-01-01T00:00:00Z,,
Abbas Milani,https://en.wikipedia.org/wiki/Abbas_Milani,Q4118422,https://www.wikidata.org/wiki/Q4118422,male,academic; historian; translator; writer,Iran,Tehran,1949-01-01T00:00:00Z,milaniabbas,https://x.com/milaniabbas
Parvaneh Milani,https://en.wikipedia.org/wiki/Parvaneh_Milani,Q23678494,https://www.wikidata.org/wiki/Q23678494,female,activist; poet,Iran,,1942-01-01T00:00:00Z,,
Akbar Mohammadi (student),https://en.wikipedia.org/wiki/Akbar_Mohammadi_%28student%29,,,,,,,,,
Narges Mohammadi,https://en.wikipedia.org/wiki/Narges_Mohammadi,Q4967771,https://www.wikidata.org/wiki/Q4967771,female,human rights defender; journalist,Iran; Pahlavi Iran,Zanjan,1972-04-21T00:00:00Z,,
Karim Mohammedzadeh,https://en.wikipedia.org/wiki/Karim_Mohammedzadeh,Q5990639,https://www.wikidata.org/wiki/Q5990639,male,,,,1963-07-01T00:00:00Z,,
Abdulla Mohtadi,https://en.wikipedia.org/wiki/Abdulla_Mohtadi,Q6406486,https://www.wikidata.org/wiki/Q6406486,male,politician,Iran,Bukan,1949-01-01T00:00:00Z,,
Mohammad Mokhtari (protester),https://en.wikipedia.org/wiki/Mohammad_Mokhtari_%28protester%29,,,,,,,,,
Hussein-Ali Montazeri,https://en.wikipedia.org/wiki/Hussein-Ali_Montazeri,Q311160,https://www.wikidata.org/wiki/Q311160,male,akhoond; human rights defender; philosopher; politician; theologian; writer,Iran,Najafabad,1922-09-22T00:00:00Z,,
Mohammad Mostafaei,https://en.wikipedia.org/wiki/Mohammad_Mostafaei,Q5958879,https://www.wikidata.org/wiki/Q5958879,male,human rights defender; lawyer,Iran,Tehran,1971-01-01T00:00:00Z,,
Afshin Naghouni,https://en.wikipedia.org/wiki/Afshin_Naghouni,Q19870604,https://www.wikidata.org/wiki/Q19870604,male,painter,Iran,Ahvaz,1969-08-25T00:00:00Z,,
Maryam Namazie,https://en.wikipedia.org/wiki/Maryam_Namazie,Q464924,https://www.wikidata.org/wiki/Q464924,female,human rights defender; politician; women's rights activist; writer,Iran,Tehran,1966-01-01T00:00:00Z,,
Vahid Sayadi Nasiri,https://en.wikipedia.org/wiki/Vahid_Sayadi_Nasiri,Q59767873,https://www.wikidata.org/wiki/Q59767873,male,human rights defender,Iran,Tehran,1980-08-27T00:00:00Z,,
Armin Navabi,https://en.wikipedia.org/wiki/Armin_Navabi,Q43867020,https://www.wikidata.org/wiki/Q43867020,male,author; podcaster; vlogger; women's rights activist,Canada; Iran,Tehran,1983-12-25T00:00:00Z,,
Shirin Neshat,https://en.wikipedia.org/wiki/Shirin_Neshat,Q262413,https://www.wikidata.org/wiki/Q262413,female,documentarian; film director; filmmaker; opera director; painter; photographer; screenwriter; video artist; video installation artist; visual artist,Iran; United States,Qazvin,1957-03-26T00:00:00Z,,
Kasra Nouri,https://en.wikipedia.org/wiki/Kasra_Nouri,Q15904887,https://www.wikidata.org/wiki/Q15904887,male,editor-in-chief; journalist; politician,Iran,Bandar Abbas,1990-06-27T00:00:00Z,nouri_kasra,https://x.com/nouri_kasra
"Reza Pahlavi, Crown Prince of Iran",https://en.wikipedia.org/wiki/Reza_Pahlavi%2C_Crown_Prince_of_Iran,,,,,,,,PahlaviReza,https://x.com/PahlaviReza
Arsham Parsi,https://en.wikipedia.org/wiki/Arsham_Parsi,Q704867,https://www.wikidata.org/wiki/Q704867,male,human rights defender,Canada; Iran,Shiraz,1980-09-20T00:00:00Z,,
Siamak Pourzand,https://en.wikipedia.org/wiki/Siamak_Pourzand,Q7506732,https://www.wikidata.org/wiki/Q7506732,male,journalist,Iran,Tehran,1931-09-01T00:00:00Z,,
Hossein Rafiee,https://en.wikipedia.org/wiki/Hossein_Rafiee,Q20310546,https://www.wikidata.org/wiki/Q20310546,male,chemist,,Birjand,1945-03-08T00:00:00Z,,
Keyvan Rafiee,https://en.wikipedia.org/wiki/Keyvan_Rafiee,Q5947579,https://www.wikidata.org/wiki/Q5947579,male,blogger; human rights defender; journalist,,Iran,,,
Roya Heshmati,https://en.wikipedia.org/wiki/Roya_Heshmati,Q124158219,https://www.wikidata.org/wiki/Q124158219,female,political activist,Iran,Sanandaj,1990-01-01T00:00:00Z,,
Sajjad Sadeghi,https://en.wikipedia.org/wiki/Sajjad_Sadeghi,Q134571215,https://www.wikidata.org/wiki/Q134571215,male,human rights defender; political scientist; writer,,,1983-07-19T00:00:00Z,,
Shadi Sadr,https://en.wikipedia.org/wiki/Shadi_Sadr,Q6485256,https://www.wikidata.org/wiki/Q6485256,female,human rights defender; journalist; lawyer,Iran,Tehran,1974-01-01T00:00:00Z,,
Karim Sanjabi,https://en.wikipedia.org/wiki/Karim_Sanjabi,Q6370654,https://www.wikidata.org/wiki/Q6370654,male,politician; university teacher,Iran,Kermanshah,1905-09-11T00:00:00Z,,
Amir Hossein Heshmat Saran,https://en.wikipedia.org/wiki/Amir_Hossein_Heshmat_Saran,Q4746563,https://www.wikidata.org/wiki/Q4746563,male,,Iran,Iran,1960-01-01T00:00:00Z,,
Kourosh Sehati,https://en.wikipedia.org/wiki/Kourosh_Sehati,Q18206993,https://www.wikidata.org/wiki/Q18206993,male,human rights defender; journalist,Iran,Tehran,1978-04-07T00:00:00Z,,
Mohammad Seifzadeh,https://en.wikipedia.org/wiki/Mohammad_Seifzadeh,Q6892426,https://www.wikidata.org/wiki/Q6892426,male,human rights defender; judge,Iran,Qom,1948-01-01T00:00:00Z,,
Fatemeh Sepehri,https://en.wikipedia.org/wiki/Fatemeh_Sepehri,Q107329689,https://www.wikidata.org/wiki/Q107329689,female,activist,Iran,,1964-01-01T00:00:00Z,,
Soraya Serajeddini,https://en.wikipedia.org/wiki/Soraya_Serajeddini,Q7563318,https://www.wikidata.org/wiki/Q7563318,female,human rights defender,Iran,Tehran,1960-03-23T00:00:00Z,,
Razieh Gholami-Shabani,https://en.wikipedia.org/wiki/Razieh_Gholami-Shabani,Q7299570,https://www.wikidata.org/wiki/Q7299570,female,politician,Iran,Tabriz,1925-05-30T00:00:00Z,,
Manouchehr Shafaei,https://en.wikipedia.org/wiki/Manouchehr_Shafaei,Q25426177,https://www.wikidata.org/wiki/Q25426177,male,human rights defender; journalist,Iran,Tehran,1949-09-23T00:00:00Z,,
Maryam Shafipour,https://en.wikipedia.org/wiki/Maryam_Shafipour,Q16732089,https://www.wikidata.org/wiki/Q16732089,female,human rights defender,Iran,,,,
Ali Shariati,https://en.wikipedia.org/wiki/Ali_Shariati,Q317475,https://www.wikidata.org/wiki/Q317475,male,Islamicist; essayist; poet; political activist; sociologist; translator,Iran,Mazinan,1933-11-23T00:00:00Z,,
Mohammad Kazem Shariatmadari,https://en.wikipedia.org/wiki/Mohammad_Kazem_Shariatmadari,Q775760,https://www.wikidata.org/wiki/Q775760,male,Islamic jurist,Iran; Pahlavi Iran; Qajar Iran,Tabriz,1906-01-06T00:00:00Z,,
Abdolfattah Soltani,https://en.wikipedia.org/wiki/Abdolfattah_Soltani,Q308248,https://www.wikidata.org/wiki/Q308248,male,human rights defender; lawyer,Iran,,1953-11-02T00:00:00Z,,
Nasrin Sotoudeh,https://en.wikipedia.org/wiki/Nasrin_Sotoudeh,Q242124,https://www.wikidata.org/wiki/Q242124,female,lawyer,Iran,Tehran Province,1963-05-30T00:00:00Z,Wnicholasgomes,https://x.com/Wnicholasgomes
Heshmat Tabarzadi,https://en.wikipedia.org/wiki/Heshmat_Tabarzadi,Q2367578,https://www.wikidata.org/wiki/Q2367578,male,journalist; politician,Iran,Golpayegan,1959-03-21T00:00:00Z,,
Somayeh Tohidlou,https://en.wikipedia.org/wiki/Somayeh_Tohidlou,Q7409590,https://www.wikidata.org/wiki/Q7409590,female,blogger,Iran,,1979-01-01T00:00:00Z,,
Roya Toloui,https://en.wikipedia.org/wiki/Roya_Toloui,Q469763,https://www.wikidata.org/wiki/Q469763,female,human rights defender; journalist,Iran,Baneh,1966-05-22T00:00:00Z,,
Lobat Vala,https://en.wikipedia.org/wiki/Lobat_Vala,Q6663554,https://www.wikidata.org/wiki/Q6663554,female,journalist; poet; songwriter; writer,Iran,Tehran,1930-01-01T00:00:00Z,,
Mohammad Amin Valian,https://en.wikipedia.org/wiki/Mohammad_Amin_Valian,Q6891808,https://www.wikidata.org/wiki/Q6891808,male,,Iran,Damghan,1989-01-01T00:00:00Z,,
Shahrokh Zamani,https://en.wikipedia.org/wiki/Shahrokh_Zamani,Q24900653,https://www.wikidata.org/wiki/Q24900653,male,human rights defender,,,1963-01-01T00:00:00Z,,
Banafsheh Zand-Bonazzi,https://en.wikipedia.org/wiki/Banafsheh_Zand-Bonazzi,Q4853772,https://www.wikidata.org/wiki/Q4853772,female,human rights defender; writer,Iran,Tehran,1961-01-01T00:00:00Z,,
Ahmad Zeidabadi,https://en.wikipedia.org/wiki/Ahmad_Zeidabadi,Q4695506,https://www.wikidata.org/wiki/Q4695506,male,journalist; writer,Iran,Sirjan,1966-07-21T00:00:00Z,Zeidabadi_Ahmad,https://x.com/Zeidabadi_Ahmad
