id,rest_id,verified,created_at,bio,favourites_count,followers,following,usersAddedHim,location,media_count,name,user_name,posts,url
,,,,,,,,,,,,"institute of condensed mater & nanosciences,",,
,,,,,,,,,,,,.at,,
VXNlcjozNTM4MjA0OTQ=,353820494,False,,"I live in a glorious Georgian bubble, masquerades, coffee houses, highwaymen, rakes, taffeta & Tyburn, decadence & debauchery!
Creator of #FridayNightFrills",34403.0,15687.0,988.0,184.0,An 18th Century Bubble,9598.0,Kitty Pridden,18thcent_kitty,38555.0,https://t.co/uPCCtsVHUC
VXNlcjoxODAyMDE2MTc0MzA3MjE3NDA4,1802016174307217408,False,,,44074.0,225.0,1945.0,1.0,"Dubái, Emiratos Árabes Unidos",44.0,Monkey,1983ms13,26114.0,
VXNlcjoxNDk4MDU2MTIwMjMzMDM3ODM2,1498056120233037836,False,,,1.0,1.0,17.0,0.0,,0.0,Азамат Елеманов,19azamat9267,0.0,
VXNlcjoxOTQ4ODExODQ2Mjk3MDI2NTYw,1948811846297026560,False,,,0.0,33.0,1289.0,0.0,,0.0,MavisColclough,1bl51ilj2fkkt,0.0,
VXNlcjo3Mjc1Nzk4NTc3NTcwNjExMjA=,727579857757061120,False,,"'Friday Night Chicken' - due 2027! 🍗🕯️🕯️
Shortlisted for Jane Grigson Trust award 2025. My blog (shortlisted Guild Food Writers award '20 '21 '23). 👇",81185.0,5438.0,3587.0,104.0,"London, England",2767.0,Aaron Vallance,1dish4theroad,32551.0,https://t.co/E28FRsWM7P
VXNlcjoxODQ1NDMyMDM0OTYyOTExMjM3,1845432034962911237,False,,Art🪄🎨,100.0,2.0,34.0,0.0,,0.0,fargol,1fargol,1.0,
VXNlcjoxMTM3MDM4Mzk0NTAzMTE0NzUz,1137038394503114753,True,,"Simple experience. Smart execution. Trading built to scale. It's time to bring the world onchain.

https://t.co/sBuc9Q2AAw",9924.0,1343708.0,365.0,4308.0,Cross-Chain,2854.0,1inch,1inch,10565.0,https://t.co/NvUcIqCqfv
VXNlcjoyMDAxMDQ5NzY5MzgxMzkyMzg0,2001049769381392384,False,,,2.0,0.0,17.0,0.0,,0.0,ابو علي,1m9od5,0.0,
VXNlcjozMTIwODgxNjQz,3120881643,False,,,101.0,107.0,550.0,0.0,ایران,1012.0,Mehdi.Sharifi.Mo.,1meshmo,1311.0,
VXNlcjoxMTcwMjY3NzMxODcyMTA0NDQ4,1170267731872104448,False,,Official twitter account of Mahyar,5.0,1998.0,15.0,10.0,,0.0,Mahyar,1mhyar,9.0,
VXNlcjo3NTgzNTYxNzU5MjY3NDcxMzc=,758356175926747137,False,,اکانت توییتر وابسته به سایت «یک پزشک»، برای بازتاب تازه‌ترین اخبار در زمینه دانش، فرهنگ، پزشکی و ورزش.,2.0,233.0,741.0,1.0,Islamic Republic of Iran,2.0,«یک پزشک» پلاس,1pezeshk_plus,4.0,https://t.co/sJG6FRn0WL
VXNlcjoxNzA1MjQ3NjYzNDIyMTAzNTUy,1705247663422103552,False,,,0.0,129.0,3436.0,0.0,,0.0,ModestyYale,1wlxeue6p5b8ws,0.0,
VXNlcjoxNjMyMjQ3MDM0,1632247034,False,,الحمدلله ..,3760.0,60.0,132.0,0.0,,40.0,snopy .,1wqrz,1123.0,
VXNlcjo3MDU4MDA1NjY4NzQ1OTEyMzI=,705800566874591232,False,,,81199.0,102.0,1586.0,0.0,,0.0,Cotton Headed Ninny Muggins,2_ncqr,287.0,
VXNlcjoxODg4MjAxNzA4MDE2MTUyNTc2,1888201708016152576,False,,« نه سلطنت، نه رهبری، نه ارتجاع رجوی »        لیبرال🤞🏻,28895.0,1405.0,1003.0,4.0,,236.0,Rebel girl,2_rebelgirl,9890.0,
VXNlcjoxOTk0MTQ5Nzk4MTU3NjY4MzU0,1994149798157668354,False,,,0.0,1.0,20.0,0.0,,0.0,محمدحسین امینایی,2000mhac,0.0,
VXNlcjozODM3NDM3NDM=,383743743,True,,"Avide de vérité et confiant en un avenir meilleur.
Hungry for truth and confident in a better future.
The best yet to come!",19737.0,1783.0,2756.0,3.0,,1607.0,Yves St-Laurent,2012bb6656,52864.0,
VXNlcjo4Mzg1MTExODI2NTkxMjkzNDQ=,838511182659129344,False,,,9392.0,205.0,306.0,0.0,,16.0,Dr siyasi,2017siyasi,6949.0,
VXNlcjoxOTg5ODc1NjI4OTk3NTc4NzUz,1989875628997578753,False,,,3.0,50.0,785.0,0.0,,1.0,Dr . Samuel 2025 Samuel arockiasamy (Sam),2025_samuel,19.0,
VXNlcjoxODY5NDA1NzEwOTU1NTIwMDAw,1869405710955520000,False,,,13288.0,5.0,41.0,0.0,,0.0,Sajad,2088sajad24892,53.0,
VXNlcjoxMzA0MDcwMTMwODMwMjc4NjU4,1304070130830278658,False,,جمهوری خواه-سکولار دموکرات,3754.0,4083.0,4397.0,2.0,,7.0,tohid2001,20lincoln20,2456.0,
VXNlcjoyNjMzNTcxMDA=,263357100,True,,رسانه‌ی مستقل هیپ‌هاپ/رپ فارسی، تاسیس ۱۳۸۸,62590.0,13666.0,13.0,33.0,Iran,1251.0,20RAP.com,20rapcom,5211.0,https://t.co/zFdOZlMsON
VXNlcjoxOTEyNTcyMTU0MDEwMzQ5NTY4,1912572154010349568,False,,"آنک بی‌باده کند جان مرا مست کجاست
و آنک بیرون کند از جان و دلم دست کجاست

و آنک سوگند خورم جز به سر او نخورم
و آنک سوگندِ من و توبه‌ام اشکست کجاست

حضرت مولانا",0.0,0.0,1.0,0.0,,0.0,Amirhossein Molana,21molana,0.0,
VXNlcjoxNzE2MzgxNDI0OTIyNjQwMzg0,1716381424922640384,False,,À quoi bon tweeter encore ? @i24NEWS_FR 🇫🇷🎗️🇮🇱,22.0,1181.0,5325.0,6.0,מארה נוסטרום,0.0,Mo,2447mo1789,29.0,
VXNlcjoxNzQ4MDgxNTY5ODUwNDI5NDQw,1748081569850429440,False,,,29.0,0.0,493.0,0.0,,0.0,xcxcxc,27484b,0.0,
VXNlcjo0MzU4MjM4NzY=,435823876,False,,"#28min est le rendez-vous quotidien d'actualité sur @ARTEfr, du lundi au samedi dès 20h05. Retrouvez-nous aussi sur Facebook, Youtube et Instagram 👀 !",22185.0,86841.0,2495.0,946.0,,33416.0,28 minutes,28minutes,71741.0,https://t.co/KMaB3yF38J
VXNlcjoxMTQyMTczMzI=,114217332,False,,ما باید در تهران و در اصفهان و در یزد و در مشهد مصروف زدن روافض باشیم. سخت لذتبخش خواهد بود.,76512.0,3311.0,667.0,25.0,,2561.0,Bender,2bender,30758.0,
VXNlcjoyMjMwMDQ3OTkw,2230047990,False,,Podcast hosted by Phoebe Robinson @dopequeenpheebs & Jessica Williams @msjwilly from @WNYCStudios. New episodes every Tuesday.,5188.0,45237.0,1094.0,400.0,"Brooklyn, NY",1190.0,2 Dope Queens Podcast,2dopequeens,2510.0,https://t.co/1NNYWdwdKY
VXNlcjoxMzgxODEzOTM4MTcwNTY4NzEw,1381813938170568710,False,,"vocalista do two internet ghosts / qqr pronome /
ig: @pdrmuriel / @twointernetghosts",283249.0,6861.0,3766.0,14.0,São Paulo,29103.0,ketaminion,2internetghosts,93432.0,https://t.co/bfMMy1S1j8
VXNlcjoxMDc4MTUyNDI2MTk1MTczMzgx,1078152426195173381,True,,منو آنفالو نکن عنتر ب.آ بزن / CG Artist & Web Designer,335840.0,35544.0,10589.0,27.0,"Dubai, UAE",17285.0,روانپریش دوم درب اول,2ndravanparish,235377.0,
VXNlcjoxOTA4MzEwOTIwOTk4MTIxNDcy,1908310920998121472,False,,#Shabab Al Ahli Dubai fc - insta - w5pll Tik - 2.rr0i - ( وَاذْكُر رِبِّكَ إِذَا نَسِيتَ )🩶,231.0,4.0,37.0,0.0,"Dubai, United Arab Emirates",1.0,,2rr0i_,25.0,
VXNlcjoxNzM0ODM2NTExNzQzMzQ4NzM2,1734836511743348736,False,,"جمهوری اسلامی در دریای خونی که به راه انداخته، غرق خواهد شد... 
#زن_زندگی_آزادی
#مهسا_امینی",1841.0,133.0,95.0,0.0,,113.0,KolKa,2x0x2x4,987.0,
VXNlcjo0NjE5NTM3MA==,46195370,True,,"Check out the ENTIRE 30 for 30 collection on @ESPNPlus, a part of The Disney Bundle.",3191.0,279105.0,1399.0,2539.0,,3666.0,30 for 30,30for30,12561.0,
VXNlcjoxMzc4NDc5NjYx,1378479661,False,,Iranian singer,230.0,4399.0,16.0,6.0,Islamic Republic of Iran,31.0,Sina Hejazi,30nahejazi,297.0,https://t.co/ogroc64lTX
VXNlcjoxNzcwNzE0MTIzODQxNDc0NTYw,1770714123841474560,False,,,0.0,67.0,7339.0,0.0,,0.0,KatherineRalph,319u9xc85rz97,0.0,
VXNlcjoxNDUyNTc5OTgzODg5NjI5MjA0,1452579983889629204,False,,たまごっちとかをおえかきします,843.0,25.0,22.0,0.0,,32.0,しろ@たまごっち,31siye6,4434.0,
VXNlcjoxNTM4OTY1MDgw,1538965080,False,,Every moment is a fresh beginning.,455.0,345.0,472.0,0.0,"Buffalo, NY.",4.0,Isis,32kennocha,458.0,
VXNlcjoxNzQyNjIxNDI0NTQ2ODczMzQ1,1742621424546873345,False,,.....,80.0,7.0,914.0,0.0,"Sanfrancisco , Texas",43.0,3303losangelesr,3303losangelesr,3249.0,
VXNlcjoxNDA3ODI3NDA4NTk0NjUzMTg1,1407827408594653185,False,,,550.0,18.0,450.0,0.0,,0.0,احمد رمزي,34gwr77liku4hw8,4.0,
VXNlcjoxMTQ2MDg5MjE1,1146089215,True,,از روی نعش جمهوری اسلامی رد می‌شویم #همکاری_ملی,41.0,27696.0,0.0,64.0,35anj,1620.0,نشريه سه‌پنج,35anj,2021.0,https://t.co/VPeqx7WsPH
VXNlcjoxMTUxMTk0MDUwODAxOTUwNzIz,1151194050801950723,False,,,1.0,0.0,4.0,0.0,,1.0,Максат,35pmrc4xezu0tvd,6.0,
VXNlcjoxOTcyMDY4MDM1NTkxOTE3NTcx,1972068035591917571,False,,,0.0,1.0,154.0,0.0,"Milwaukee, WI",0.0,Third Coast Cinema,3ccmke,0.0,https://t.co/YmYxFrfbg8
VXNlcjoxMjE5ODQ2MDE1MzQ1NDgzNzc5,1219846015345483779,False,,دغدغه محیط‌کسب‌وکار، کارآفرینی، شفافیت، عدالت رقابت، حقوق‌مالکیت، حاکمیت‌قانون و تنظیمگری فجازی در ایران. توئیتهام به هیچ شورا و مرکزی ربطی نَ  دا  رَد,95225.0,46265.0,438.0,202.0,,2068.0,SeyedAmir Sayyah,3eyedamir,19182.0,https://t.co/cvgia5hOAy
VXNlcjoxOTk3MDMxODIzODU2MDAxMDI0,1997031823856001024,False,,,0.0,1.0,100.0,0.0,"New York, USA",0.0,R,3pm_est,0.0,
VXNlcjo3MzcyNjczMzAzNDY5NDY1NjM=,737267330346946563,False,,من بد دهن‌تر از چیزی‌ام که از توئیتام به نظر میرسه ولی حالا باز خود دانی!,87260.0,1207.0,213.0,3.0,شهری عاری از مونوگامی,243.0,سه تا رِ,3tareee,15556.0,
VXNlcjoxNTQyNDE1MDc4MjY3NDIwNjcz,1542415078267420673,False,,Living proof that sleep is optional.,10314.0,8.0,73.0,0.0,,0.0,Arsy,404arsynotfound,38.0,
VXNlcjo0NTkzNjk1NjE=,459369561,False,,"“in-betweenness is a fundamental condition of our times.”
==BUILDING mode==",61830.0,154.0,2403.0,0.0,,2018.0,Muchacho,424xh,24217.0,
VXNlcjoxNzE0MTYyODI2MjM3OTAyODQ4,1714162826237902848,False,,,109.0,1.0,78.0,0.0,,0.0,Ishita Dasgupta,42potatoesss,0.0,
VXNlcjoxMzMxMjExMTk5OTA4ODc2Mjkx,1331211199908876291,True,,منصة رياضية إماراتية 🇦🇪 تغطي الحدث محلياً وعالمياً,354.0,29404.0,178.0,48.0,الامارات العربية المتحدة,22985.0,عميد الرياضة,433_uae2,27639.0,https://t.co/AyQ3ri1gDk
VXNlcjoxNTI2ODA1MTA2MDM2OTY1Mzc2,1526805106036965376,False,,,66.0,18.0,392.0,0.0,,1.0,Abtinn,4bteen,12.0,
VXNlcjoxNTczMjYzMTQwNTQ0MDM2ODY1,1573263140544036865,False,,,11351.0,18.0,214.0,0.0,,18.0,Freedom,4freedom4iran,688.0,
VXNlcjoxNjgwNDY1MDY4,1680465068,True,,"Representing activities & views of the Iranian diaspora,
promoting democratic change by the people for #FreeIran
Voice of #IranProtests
#MaryamRajavi4FreeIran",116443.0,25754.0,698.0,575.0,,73047.0,Iran Freedom,4freedominiran,230792.0,https://t.co/gggACmtqUV
VXNlcjo0Mjc3OTY3Mjc=,427796727,False,,"We advance gender justice and advocate for accountability. Women’s Initiatives for Gender Justice has left X. Stay updated via LinkedIn, Bluesky + Mailing List.",2496.0,5771.0,1516.0,119.0,"The Hague, The Netherlands",463.0,Women's Initiatives for Gender Justice,4genderjustice,8749.0,https://t.co/lBnxEwrbFg
VXNlcjoxOTkzNzAzNzQyMDY0MjM0NDk2,1993703742064234496,False,,,0.0,4.0,243.0,0.0,,0.0,Payton Brown 4LtgmLpx,4ltgmlpx61671,0.0,
,,,,,,,,,,,,4m2dvxbg7uptwhz,,
,,,,,,,,,,,,4noura,,
,,,,,,,,,,,,4refugeewomen,,
,,,,,,,,,,,,4sylvestermccoy,,
,,,,,,,,,,,,4viewers,,
,,,,,,,,,,,,4xasw2m9126jd,,
,,,,,,,,,,,,4zk79e91ywvxni2,,
,,,,,,,,,,,,500womensci,,
,,,,,,,,,,,,50uses,,
,,,,,,,,,,,,54hz_whale,,
,,,,,,,,,,,,5ogand,,
,,,,,,,,,,,,5thprisoner,,
,,,,,,,,,,,,5x2i530x3rcidcw,,
,,,,,,,,,,,,5y6aahcdftzn4me,,
,,,,,,,,,,,,61pari93357,,
,,,,,,,,,,,,,,
