username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url
_ganeshp,Ganesh💰Padmanabhan ⚕️🦾,"Founder & CEO  @AutonomizeAI . #Data, #AI, #metaverse. 2x startups pod  @StoriesinAI , super long on AI, open source, people, love and crypto",2080.0,1005,,False,April 2011,"Austin, TX",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_garrulus,Garrulus,,112.0,475,654.0,False,July 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_ghazaltaleb,Ghazal,,13.0,47,3115.0,False,February 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_gpaolo,Giuseppe Paolo,Research scientist  @CognizantAILab  | PhD in AI and Robotics | Hobbist photographer |   Opinions are my own,321.0,506,1140.0,False,July 2012,"Parigi, Francia",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_h_o_o_r_,sina,Intl Law UT  | عشق ایران در سرش، همچو من.,113.0,41,116.0,False,August 2018,IRAN,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_hannahritchie,Hannah Ritchie,Deputy Editor  @OurWorldinData  / Researcher at  @UniofOxford  / Honorary Fellow at  @EdinburghUni  @EdCentreCC  / Not the End of the World:  amzn.to/3MdaOci,,1337,7978.0,False,July 2014,"Edinburgh, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_hasanbro,Hasan Bro,Muslim,94.0,249,173.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_hqaddomi,Hisham Qaddoumi,,33.0,359,247.0,False,August 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_husseinth3,حسين العنزي⚜️,,2.0,6,0.0,False,December 2025,Iraq,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_iamnaaz_,Elnaaz Norouzi,Let me act and I'll be happy,,232,3225.0,False,February 2013,India,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_infogirl,🌻hopeful wanderer🌻,"books, music, travel, nature, art",59.0,665,290.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_ipesarekhob,پِسَرِ خوبْ,,899.0,1056,3112.0,False,August 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_irani_mohammad,MhmmdShajarian,,8.0,1774,58.0,False,December 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_iweni,🌚🤍,بُگذار گُم‌ شَوَم دَر تو ...,80.0,370,96.0,False,May 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_iwftw,𐰯𐱃𐰢𐰚|فآطِمِ🎋,ایسته‌سن یاندیر یانماغا آلیشاریق کول اولوب یئنیدن دوغولاریق سونرا..,1216.0,819,4248.0,False,March 2023,Təbrizli-,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_iwtiina,Tina,,0.0,4,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_jkaplan,Josh Kaplan,digital editor  @thefp  kaplan@thefp.com,4856.0,3387,,False,March 2009,UK,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_joy_net,jøy,ZERO JOY UNTO DEATH  :::: any pronoun無性 :  horror rpg solo game dev  @HEAVY_AS_STONE  |  industrial music as Thegn  thegn.bandcamp.com | eng/jp →,3285.0,734,5899.0,False,December 2013,Amagasaki　尼崎市,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_kuramakyubi_,Kurama Kyūbi,,1.0,24,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_mehrabooon,مهربوون,متعهد به عشق جان,2336.0,2501,1681.0,False,January 2021,آنجا که دل خوش است,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_miaswart,Mia Swart,"Former Producer Al Jazeera, Visiting Prof Wits Law School, International Criminal Law, Transitional Justice",1073.0,1084,3859.0,False,April 2018,Doha,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_mohammad_1987_,Mohammad Mohammadi,جاوید ایران زمین ؛ زنده باد آزادی,0.0,5,1.0,False,March 2024,"Tehran, iran",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_mriyim_,مریمم🦋,:)))),131.0,114,1.0,False,April 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_nafyn_,Nafyn 🐀,bip boup,544.0,427,1942.0,False,February 2020,they/elle,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_nam11,Nathan,"@charltonlive  contributor  | Certified in  @FA  Talent ID &  @ThePFSA  Data Analytics, Oppo Scouting & Set-Pieces  | Living the dream",4887.0,2796,,False,May 2010,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_pia_,Pia Strietmann,Film&tv director,74.0,115,127.0,False,March 2009,"Berlin, London",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_raven_reborn_,🪽,,5622.0,2129,,False,December 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_rezinski,رضینسکی,واسه چشم آفته و واسه گل زینته خار,231.0,106,5925.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_rosemark,Wolfy,So Vrémant po Nice,8.0,127,482.0,False,December 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_sarahdavies,Sarah Davies,"Just a council estate kid. Mostly tired, fat & sweary",6039.0,2489,,False,February 2009,"Essex, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_scandalou_,SCANDALOU,,43.0,299,541.0,False,August 2022,France,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_sethnall,Seth Nall,"Christian, Husband, Father",31.0,1166,378.0,False,July 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_shahaf_,Shahaf,"✡︎ • mentally in the 22nd century • data scientist in finance •  @bualumni  • talking about tech, consumer apps, quantum computing, culture, and shit like that",257.0,1970,786.0,False,December 2024,nyc,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_sihelvi,İbn Kusay el Kerhani,sex felsefesi etik iyi sikiş felsefesi oncul anal kusay aşığı,16.0,73,119.0,False,August 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_sky_tw,spinoss,,1.0,19,0.0,False,January 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_soommiii_,soosoo~,,27.0,85,79.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_starboy369,Starboy ⭐️,《دنیا همه هیچ و اهل دنیا همه هیچ، ای هیچ برای هیچ بر هیچ مپیچ》,806.0,5214,3509.0,False,July 2022,Iran ☼𓃬,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_thebemagugu_,Thebe Magugu,"Afro-encycopaedic Fashion 52 Bompas Road, Dunkeld, Johannesburg  Tuesday - Friday: 09:00 to 17:00 Saturdays: 09:00 to 15:00",,314,821.0,False,May 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_thejimbo_,Jimbo! 🌈🕕🌞,«ستادِ کیوت‌سازیِ توئیتر»      ممکنه دیر جواب بدم، معذرت می‌خوام ⁦,757.0,237,,False,October 2012,سرزمین غیرمادری,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_theleftover,LEFTOVER,بازمانده ۱۴ اکتبر | همه‌کاره/هیچ‌کاره,462.0,563,8309.0,False,June 2018,خارج,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_uselessgothdm,Definitely Not a Mimic,@ useless_goth_thembo_ in Twitch chat | Avantris brainrot still going strong | D&D/RPG/TTRPG things | Maker and collector of many math rocks (dice) |,19.0,124,36.0,False,June 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_uzbekfootball,Conor 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇿,Follows Pakhtakor and all things Uzbek football related. Back up account  @Uzbek_football,2813.0,331,,False,April 2019,"Newcastle Upon Tyne, England",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_x_wolverine,Logan,"I may be wicked, but still I gave an onion. (Real name is Rhys)",810.0,2000,4889.0,False,November 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_ya_karim_,səs siz,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,532.0,436,,False,December 2023,Güney Azərbaycan,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
_zelenska_,Zelenska,a linguist,21.0,309,746.0,False,March 2020,United Kingdom,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a16zcrypto,a16z crypto,We back bold entrepreneurs building the next internet.  Posts are not investment advice or an advertisement for investment services. See  a16z.com/disclosures,,511,7127.0,False,June 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a1976_b,Amir.B,,21.0,233,302.0,False,July 2011,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a2bdullah_,Abdullah_AL lime,,0.0,13,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a5sp3,عباس فاضل,,1.0,12,0.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a60968h,Amin,,0.0,15,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a8484aviv,אביב AVIV 🇮🇱,LIVE AND LET LIVE,3028.0,7496,,False,June 2014,ישראל,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a9b9e3m1,Ali Erfani,,1.0,83,0.0,False,May 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_01_2024,Ali,,48.0,454,159.0,False,February 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_abothman,abothman ahwazi,أحوازي يؤمن بتحرير الوطن والإنسان,418.0,1060,1512.0,False,December 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_alirezabeigi,احمد علیرضابیگی,نماینده دوره دهم و یازدهم مردم تبریز، اسکو و آذرشهر در مجلس شورای اسلامی|استاندار اسبق آذربایجان شرقی t.me/ahmadalirezabe …,3823.0,30,427.0,False,December 2019,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_alley,Ahmed Alley,الناس نيام، قإذا ماتوا أنتبهوا,918.0,567,1913.0,False,July 2009,-,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_baronca,Andrea Baronchelli,I study decentralized networks of humans and machines,5437.0,603,4578.0,False,September 2009,"London, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_bindoff,A Bindoff,(The Dark Blue Bird by Edward Lear),236.0,598,7723.0,False,September 2015,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_f_cebeci,Ali Fuat Cebeci,konu vatansa gerisi teferruat,9013.0,5337,,False,May 2021,Türkiye,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_fallahzadeh,Amir Fallahzadeh,,1.0,222,1.0,False,June 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_hossainy,أحمد حسيني  🇵🇸,شاذ من شواذ هذه الأمة، كما وصفهم الزهار، ممن فرحوا بمقتل شهيد القدس شهيد القدس شهيد القدس قاسم سليماني، كما وصفه هنية.  #FreePalestine   #FreeUyghurs,1302.0,888,,False,October 2011,Egypt,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_nazari99,A Nazari,"To Achieve Victory, One Must Plan",21.0,276,1.0,False,March 2020,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_s_v_t_r,حــزامـ,اللَّهُمَّ لَا تَدَع لي أمْراً إِلَّا يَسَّرَتْهُ وَلَا حُلْماً إِلَّا حَقَّقَتَهُ,389.0,943,,False,May 2024,ID52159146623,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_sarkohi,Arash Sarkohi,Welcome to the Jungle! (here mostly in farsi),2995.0,702,1854.0,False,October 2016,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
a_soleimani_f,عارفه سلیمانی,خبرنگار,14.0,93,27.0,False,May 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aa1915898,احمدعلام صيادالبحار,فنان,9.0,312,4.0,False,December 2024,مصر,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aa51_ansari,Ali Ansari,Academic but not irrelevant,7637.0,931,3221.0,False,November 2017,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aaaaaaav69,Sasasaa,,51.0,245,405.0,False,September 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aaaarrisbs,Ario Zalipour,,0.0,3,0.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aaalirz,AliR Electrical engineering 💚🤍❤️,#FreeIran2024  #no2appeasement  #No2ShahNo2Mullahs  #FreeIran10PointPlan #اری_به_جمهوری_دمکراتیک #نه_به_مماشات #نه_شاه_نه_شیخ  #زن_مقاومت_آزادی,694.0,3790,,False,September 2017,iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aaction414,dominika janik,innovationtechinvest.com the best platform where you can be making steady income from bitcoin       build your own empire so that you will grow,700.0,7498,553.0,False,October 2024,Poland,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aadianjana6567,Aadi Anjana,A business consultant and sells women's clothes .,223.0,2578,17.0,False,September 2025,"West New York, NJ",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aadilsultanx,A@dil $ultan,,337.0,4781,186.0,False,November 2018,Pakistan,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aafifrakin,Aafif Moinul Rakin,,0.0,18,4.0,False,June 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aahassas,PishGoo,....قصه نانوشته....درحال تکمیل...صفحه ۳۶,126.0,225,3222.0,False,June 2009,iran-tehran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aahonarmand,Aliasghar Honarmand | علی اصغر هنرمند,"Editor-in-chief@  UpdateMD.com and  NooshDaroo.ir Co-founder@  Bozorgraah.com Founder  Narenji.ir, ex-prisoner and a Physician!",,288,4047.0,False,January 2013,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aajavoices,AAJA Voices,@AAJA 's multimedia journalism training fellowship for college and graduate students. Meet our #AAJA22 class:  aajavoices.org/losangeles2022/,1904.0,583,2743.0,False,July 2009,"Los Angeles, CA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aalabadi78525,Abood Alabadi,,0.0,5,3.0,False,July 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aalbahrayn5356,زعيم اسيا عشق سنين الطفولة,هلالي هلال السعادة  نادي السعادة,134.0,1392,444.0,False,April 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aalejandrabm,Alejandra Bonilla Mena,Urban and economic geographer. PhD candidate at  @penn_state . Studying real estate markets and finance in Latin America.,126.0,560,16.0,False,November 2011,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aaljamel13216,Alzamn aljamel,,27.0,1200,0.0,False,June 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aalmalki_10,A,Abdulelah AL-MalKi 𓅓,4.0,91,36.0,False,November 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aam653073,Amit Mishra,,2.0,2113,4.0,False,March 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aami_r1385,۵ مارس ۲۰۰۷,,0.0,8,2.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aanahelll,Atefeh,,62.0,93,107.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aanandlrai,Aanand L Rai,Director of Zero,,3,6281.0,False,November 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aarabisaeid,Saeid Aarabi,,0.0,25,66.0,False,July 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aaravtyagi_x,Aarav Tyagi,"Add $10,000+ to your average client value using our AI Pricing Recommendations and Market Benchmarks.  Generate flawless PDF Quotes that actually CONVERT.",0.0,17,0.0,False,July 2025,"London, United Kingdom",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aardavann,Ardavan Jafarian,Vice-President of Executive Board of Int’l Music Council | Music Producer | Musician,161.0,123,377.0,False,February 2012,Neverland,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aarnapatel68,Aarna Patel 🦋,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",465.0,7165,35.0,False,June 2025,Jakarta Indonesia,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aaronoff7,Aaron Off,,14.0,6,3112.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aasangari,Ali A. Sangari,,200.0,5518,36.0,False,March 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abadguy000,🏴󠁧󠁢󠁥󠁮󠁧󠁿AlinnaKX87🇺🇲,"Freedom, Family and HF Electronics!!",278.0,639,2068.0,False,July 2020,"Preston, England",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abaerbockarchiv,Annalena Baerbock,Außenministerin a. D.,,114,1004.0,False,December 2021,Berlin,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
aban_paris,paris.aban,چيزى براى گفتن ندارم، ميخوام بشنوم,138.0,264,,False,November 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abarsaber,saber abar صابر اَبَر,بعد از مرگ وقت كافی برای خواب دارم/فاسبيندر . «مسئول نظر دیگران نیستم »,,156,457.0,False,July 2015,Tehran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abaruleoflaw,ABA Rule of Law,"Our mission is to promote justice, economic opportunity, and human dignity through the rule of law.",3539.0,916,4745.0,False,February 2014,"Global | HQ in Washington, DC",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abas_asgharpour,abas asgharpour,شاعر و نویسنده,65.0,62,160.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abasabolfathi43,متفورمین,هدیه خدایان!,167.0,920,,False,May 2024,شیراز,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abasiabbassi,Shahram Abbassi,استاد سابق دانشگاه فردوسی# استاد مدعو در دانشگاه وسترن کانادا,516.0,369,241.0,False,April 2015,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abasinfo,Abas Aslani | عباس اصلانی,عباس اصلانی | صفحه فارسی |خبرنگار و پژوهشگر در حوزه سیاست خارجی و بین‌الملل   | صفحه انگلیسی (English account):  @AbasAslani,1213.0,505,2528.0,False,July 2016,تهران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abazarhassan,Abazar Hassan,"Independent, i believe health, free speech and education a fundamental human right.",,807,2056.0,False,March 2015,Sudan,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abb_abdi,عباس عبدی,"journalist, social researcher, civil activist",,475,5780.0,False,August 2017,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abba3pakbin,Abbas Pakbin,شاعر و ترانه سرا...وگاهی تریدر...  به زودی پروردگارت آنقدر برای تو معجزه خواهد کرد که خشنود شوی.. سوره ضحی آیه 5,77.0,826,1122.0,False,March 2021,در پناه خدا,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abbas2864,Abbas Shariati,,7.0,52,8.0,False,December 2011,"Tehran,Iran",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abbasalawadi6,ABBAS Alawadi,عٌآشُقُ عٌلَيَ آبًنِ آبيَ طِآلَبً,109.0,641,138.0,False,March 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abbasali690448,abbas ali,,0.0,65,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abbasi_j_5,عباسی ۴,مهندس برق_عمران/کارشناس رسمی دادگستری/کنشگر و فعال اجتماعی و صنفی/آرزومند ایرانی آباد، شاد و قدرتمند,1280.0,4321,2241.0,False,December 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abbasi_students,اندیشه‌جویان,حساب رسمی . اندیشه جویان استاد حسن عباسی,5752.0,58,3161.0,False,August 2016,انقلاب اسلامی,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abbasiniho,Abbasinihoo,زنده باد ایران,1654.0,1816,7755.0,False,May 2018,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abbasmehdavi312,Abbas Ali mehdavi,"IR Student | Islamic Scholar (in training) | Jamia-tul-Kauthar, Islamabad | From Nagar, Gilgit-Baltistan | Voice of Truth, Dignity & Resistance (مقاومت)",12.0,122,65.0,False,August 2025,"Islamabad, Pakistan",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abbasmowzoon,Abbas_Mowzoon,Researcher Author Director Producer,,0,390.0,False,April 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abd_ir1,abd ir,,1.0,667,0.0,False,July 2020,Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdeekalantari,Abdee Kalantari,عبدی کلانتری --- abdee-kalantari.blogspot.com nilgoon.org vimeo.com/user5224333,5015.0,1583,1290.0,False,October 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdelkarimslp,Abdelkarim💎,,,208,3938.0,False,May 2013,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdelmonim68330,Abdelmonim Elgak,,0.0,15,1.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdelra07745930,عبدالرزاق الحيالي,منشق من منظمة بدر وصاحب قناة على اليوتيوب ( قناة الأسير العراقي )  youtube.com/channel/UCbIAj …,,2406,1793.0,False,September 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdimonireh,Monireh Abdi,"Architectural Engineer.Myhusband is Esmaeil Abdi,teacher and activist in theTeachers'Union of Iran.He has been imprisoned by theIranian government more 8 years",1637.0,209,343.0,False,May 2020,ایران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdolahkha36267,Abdolah Khavary,,0.0,3,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdolhamid_net,Mawlana Abdol-Hamid,"Official English Account of  Pres. of Darululoom Zahedan, Iran;  Friday Imam of Sunnis in Zahedan; Member of the Supreme Council of the MWL.",4410.0,2,922.0,False,May 2020,"Zahedan, Iran",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdolhamidnet,شیخ الاسلام مولانا عبدالحمید,مدیر دارالعلوم و امام جمعه اهل سنت زاهدان و رئیس شورای هماهنگی مدارس علوم دینی اهل سنت سیستان و بلوچستان,,2,3668.0,False,January 2012,iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdolhamidnetar,فضيلة الشيخ عبد الحميد إسماعيل زهي,خطيب أهل السنة ورئيس جامعة دار العلوم بمدينة زاهدان، ورئيس منظمة اتحاد المدارس الدينية لأهل السنة بمحافظة سيستان وبلوشستان - إيران,3445.0,2,379.0,False,January 2021,Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdollahia64050,Ashoo Abdollahi,,3.0,64,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdollahram,Abdollah Ramezanzadeh,استادیار بازنشسته دانشکده حقوق و علوم سیاسی دانشگاه تهران.  مسئولیتی در قبال نظراتی که کاربران زیر توییت‌هایم می‌نویسند ندارم. Retweet is not endorsement,,1102,3497.0,False,April 2015,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdolrezakahani,Abdolreza Kahani,"Writer,Director,Producer //  agiff.arkgate.ca",,299,247.0,False,June 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdul534kerim,Abdulkerim Diril,,0.0,1,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdul_ix,ABDUL,@notawhitepaper,1182.0,615,3757.0,False,October 2011,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdul_majid33,عبـدالمـجید خرقـانی 🇮🇷,طلبهٔ پیرو خط ولایت || مُنتَظر || کارشناس ارشد تاریخ تحلیلی اسلام,,4650,3757.0,False,May 2020,طِ‌حرٰان,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdul_qadi90079,Abdul qadir Jailani,,2.0,44,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
abdul_samad_pti,Abdul Samad,"As a fervent supporter of PTI, I passionately advocate for its vision of a corruption-free and prosperous Pakistan under Imran Khan's leadership.",1070.0,258,1409.0,False,March 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,
