Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Zahra Bani Yaghoub,https://en.wikipedia.org/wiki/Zahra_Bani_Yaghoub,Q10322592,https://www.wikidata.org/wiki/Q10322592,female,physician,Iran,Tehran,1980-10-16T00:00:00Z
Fereydoon Batmanghelidj,https://en.wikipedia.org/wiki/Fereydoon_Batmanghelidj,Q1406204,https://www.wikidata.org/wiki/Q1406204,male,physician; writer,Iran,Tehran,1931-01-01T00:00:00Z
Mohamadreza Baghaban Eslaminejad,https://en.wikipedia.org/wiki/Mohamadreza_Baghaban_Eslaminejad,Q106554543,https://www.wikidata.org/wiki/Q106554543,male,biologist,,Tehran,1967-05-24T00:00:00Z
Alimorad Farshchian,https://en.wikipedia.org/wiki/Alimorad_Farshchian,Q38222825,https://www.wikidata.org/wiki/Q38222825,male,physician,,Tehran,1962-04-02T00:00:00Z
Gary Ghahremani,https://en.wikipedia.org/wiki/Gary_Ghahremani,Q99203120,https://www.wikidata.org/wiki/Q99203120,male,researcher,,,
Hossein Gharib,https://en.wikipedia.org/wiki/Hossein_Gharib,Q5909037,https://www.wikidata.org/wiki/Q5909037,male,physician,Iran,Tehran,1940-02-02T00:00:00Z
Mohammad Gharib,https://en.wikipedia.org/wiki/Mohammad_Gharib,Q3026281,https://www.wikidata.org/wiki/Q3026281,male,physician,Iran,Tehran,1909-07-05T00:00:00Z
Armen Kocharian,https://en.wikipedia.org/wiki/Armen_Kocharian,Q26709668,https://www.wikidata.org/wiki/Q26709668,male,physician,,Tehran,1948-01-01T00:00:00Z
Noah McKay,https://en.wikipedia.org/wiki/Noah_McKay,Q5944206,https://www.wikidata.org/wiki/Q5944206,male,physician; university teacher,Iran,Tehran,1956-01-01T00:00:00Z
Roxana Mehran,https://en.wikipedia.org/wiki/Roxana_Mehran,Q43249705,https://www.wikidata.org/wiki/Q43249705,female,cardiologist; researcher,,,2000-01-01T00:00:00Z
Minoo Mohraz,https://en.wikipedia.org/wiki/Minoo_Mohraz,Q5835086,https://www.wikidata.org/wiki/Q5835086,female,physician; researcher,Iran,Tehran,1946-01-19T00:00:00Z
Azarakhsh Mokri,https://en.wikipedia.org/wiki/Azarakhsh_Mokri,Q5946887,https://www.wikidata.org/wiki/Q5946887,male,physician; psychiatrist,Iran,,1968-01-01T00:00:00Z
Seyed Hossein Mousavian (physician),https://en.wikipedia.org/wiki/Seyed_Hossein_Mousavian_%28physician%29,,,,,,,
Ali Rıza Öreroğlu,https://en.wikipedia.org/wiki/Ali_R%C4%B1za_%C3%96rero%C4%9Flu,,,,,,,
Hossein Ravazadeh,https://en.wikipedia.org/wiki/Hossein_Ravazadeh,Q5951665,https://www.wikidata.org/wiki/Q5951665,male,anti-vaccine activist; physician,Iran,Tehran,1956-01-01T00:00:00Z
Majid Samii,https://en.wikipedia.org/wiki/Majid_Samii,Q106031,https://www.wikidata.org/wiki/Q106031,male,inventor; neurosurgeon; professor; surgeon; writer,Germany; Iran,Tehran,1937-06-19T00:00:00Z
Nasser Simforoosh,https://en.wikipedia.org/wiki/Nasser_Simforoosh,Q23023713,https://www.wikidata.org/wiki/Q23023713,male,inventor; physician; surgeon,,Tehran,1947-01-01T00:00:00Z
Abolfazl Soroush,https://en.wikipedia.org/wiki/Abolfazl_Soroush,Q24412617,https://www.wikidata.org/wiki/Q24412617,male,journalist; physician; politician,,,
Shirin Towfigh,https://en.wikipedia.org/wiki/Shirin_Towfigh,Q92540682,https://www.wikidata.org/wiki/Q92540682,female,researcher,,,
Ali Akbar Velayati,https://en.wikipedia.org/wiki/Ali_Akbar_Velayati,Q439354,https://www.wikidata.org/wiki/Q439354,male,physician; politician,Iran,Tehran,1945-06-24T00:00:00Z
List of medieval and pre-modern Iranian doctors,https://en.wikipedia.org/wiki/List_of_medieval_and_pre-modern_Iranian_doctors,Q6627883,https://www.wikidata.org/wiki/Q6627883,,scientist,,,
Apollonides of Cos,https://en.wikipedia.org/wiki/Apollonides_of_Cos,Q3305044,https://www.wikidata.org/wiki/Q3305044,male,physician,,Kos,
Ctesias,https://en.wikipedia.org/wiki/Ctesias,Q296325,https://www.wikidata.org/wiki/Q296325,male,Indologist; historian; physician; writer,,Knidos,-0500-01-01T00:00:00Z
Udjahorresnet,https://en.wikipedia.org/wiki/Udjahorresnet,Q1362919,https://www.wikidata.org/wiki/Q1362919,male,Ancient Egyptian priest; official; physician,Achaemenid Empire; Ancient Egypt,,-0600-01-01T00:00:00Z
Sayyed Bozorg Mahmoody,https://en.wikipedia.org/wiki/Sayyed_Bozorg_Mahmoody,Q21095619,https://www.wikidata.org/wiki/Q21095619,male,anesthesiologist; engineer; hostage taker; physician; teacher,Iran,Tehran,1939-01-01T00:00:00Z
Andranik Ovassapian,https://en.wikipedia.org/wiki/Andranik_Ovassapian,Q30566335,https://www.wikidata.org/wiki/Q30566335,male,anaesthesiology,Iran; United States,Arak,1936-01-01T00:00:00Z
Manouchehr Hakim,https://en.wikipedia.org/wiki/Manouchehr_Hakim,Q110227309,https://www.wikidata.org/wiki/Q110227309,male,,,,
Rashid Massumi,https://en.wikipedia.org/wiki/Rashid_Massumi,Q7294912,https://www.wikidata.org/wiki/Q7294912,male,cardiologist,Iran,Nain,1926-01-21T00:00:00Z
Mohammad-Reza Zafarghandi,https://en.wikipedia.org/wiki/Mohammad-Reza_Zafarghandi,Q5704843,https://www.wikidata.org/wiki/Q5704843,male,academic; physician,Iran,Tehran,1958-01-01T00:00:00Z
Iraj Nazeri,https://en.wikipedia.org/wiki/Iraj_Nazeri,Q106935355,https://www.wikidata.org/wiki/Q106935355,male,,,,1939-01-01T00:00:00Z
Fereydoun Ala,https://en.wikipedia.org/wiki/Fereydoun_Ala,Q21095501,https://www.wikidata.org/wiki/Q21095501,male,physician,Iran,Paris,1931-03-17T00:00:00Z
Mina Izadyar,https://en.wikipedia.org/wiki/Mina_Izadyar,Q47028404,https://www.wikidata.org/wiki/Q47028404,female,oncologist; pediatrician,Iran,,1949-10-01T00:00:00Z
Khosrow Jamshidi,https://en.wikipedia.org/wiki/Khosrow_Jamshidi,Q6402558,https://www.wikidata.org/wiki/Q6402558,male,hematologist,Iran,,2000-01-01T00:00:00Z
Masoud Soleimani,https://en.wikipedia.org/wiki/Masoud_Soleimani,Q78170418,https://www.wikidata.org/wiki/Q78170418,male,hematologist,,Isfahan,1970-08-31T00:00:00Z
Asghar Aghamohammadi,https://en.wikipedia.org/wiki/Asghar_Aghamohammadi,Q16147881,https://www.wikidata.org/wiki/Q16147881,male,scientist,Iran,Tehran,1951-05-19T00:00:00Z
Masoumeh Ebtekar,https://en.wikipedia.org/wiki/Masoumeh_Ebtekar,Q738196,https://www.wikidata.org/wiki/Q738196,female,blogger; environmentalist; immunologist; journalist; politician; translator; writer,Iran,Tehran,1960-09-21T00:00:00Z
Behrouz Nikbin,https://en.wikipedia.org/wiki/Behrouz_Nikbin,Q4880999,https://www.wikidata.org/wiki/Q4880999,male,scientist,,,
Samuel Rahbar,https://en.wikipedia.org/wiki/Samuel_Rahbar,Q2903346,https://www.wikidata.org/wiki/Q2903346,male,biologist; immunologist,Iran,Hamadan,1929-05-12T00:00:00Z
Nima Rezaei,https://en.wikipedia.org/wiki/Nima_Rezaei,Q26464741,https://www.wikidata.org/wiki/Q26464741,male,physician; scientist; university teacher,,Qaem Shahr,1976-06-09T00:00:00Z
Neda Alijani,https://en.wikipedia.org/wiki/Neda_Alijani,Q85164946,https://www.wikidata.org/wiki/Q85164946,female,infectious disease physician,,,1981-01-01T00:00:00Z
Manouchehr Eghbal,https://en.wikipedia.org/wiki/Manouchehr_Eghbal,Q876117,https://www.wikidata.org/wiki/Q876117,male,physician; politician; university teacher,Iran,Kashmar,1909-10-14T00:00:00Z
Alireza Yalda,https://en.wikipedia.org/wiki/Alireza_Yalda,Q5925362,https://www.wikidata.org/wiki/Q5925362,male,physician,Iran,Tehran,1930-01-01T00:00:00Z
Mehdi Azar,https://en.wikipedia.org/wiki/Mehdi_Azar,Q10858603,https://www.wikidata.org/wiki/Q10858603,male,physician; politician,Iran,Mashhad,1901-01-01T00:00:00Z
Behrouz Boroumand,https://en.wikipedia.org/wiki/Behrouz_Boroumand,Q5956315,https://www.wikidata.org/wiki/Q5956315,male,pathologist; physician; politician,Iran,Qaem Shahr,1940-01-01T00:00:00Z
Mohammad-Reza Khatami,https://en.wikipedia.org/wiki/Mohammad-Reza_Khatami,Q1942631,https://www.wikidata.org/wiki/Q1942631,male,physician; politician; urologist,Iran,Ardakan,1959-01-01T00:00:00Z
Ali Nobakht,https://en.wikipedia.org/wiki/Ali_Nobakht,Q4725097,https://www.wikidata.org/wiki/Q4725097,male,physician; politician; teacher,Iran,Rasht,1948-05-19T00:00:00Z
Morvarid Karimi,https://en.wikipedia.org/wiki/Morvarid_Karimi,Q39058309,https://www.wikidata.org/wiki/Q39058309,female,scientist,,Isfahan,1971-09-25T00:00:00Z
Mohammad Ali Sahraian,https://en.wikipedia.org/wiki/Mohammad_Ali_Sahraian,Q6891775,https://www.wikidata.org/wiki/Q6891775,male,neurologist; researcher,,,
Siroos Mirzaei,https://en.wikipedia.org/wiki/Siroos_Mirzaei,Q26465218,https://www.wikidata.org/wiki/Q26465218,male,writer,Iran,Mashhad,1963-04-22T00:00:00Z
Sadegh Nezam-mafi,https://en.wikipedia.org/wiki/Sadegh_Nezam-mafi,Q7397791,https://www.wikidata.org/wiki/Q7397791,male,physician,Iran,Tehran,1925-01-01T00:00:00Z
Habibollah Hedayat,https://en.wikipedia.org/wiki/Habibollah_Hedayat,Q5636828,https://www.wikidata.org/wiki/Q5636828,male,academic; inventor; physician,Iran,Shahreza,1917-01-01T00:00:00Z
Camran Nezhat,https://en.wikipedia.org/wiki/Camran_Nezhat,Q16733313,https://www.wikidata.org/wiki/Q16733313,male,gynecologist; surgeon,United States,Shahreza,1947-01-01T00:00:00Z
Jahanshah Saleh,https://en.wikipedia.org/wiki/Jahanshah_Saleh,Q5949996,https://www.wikidata.org/wiki/Q5949996,male,civil servant; physician; politician; writer,Iran,,1904-01-01T00:00:00Z
Marzieh Vahid-Dastjerdi,https://en.wikipedia.org/wiki/Marzieh_Vahid-Dastjerdi,Q461861,https://www.wikidata.org/wiki/Q461861,female,gynecologist; physician; politician,Iran,Tehran,1959-02-11T00:00:00Z
Azin Alizadehasl,https://en.wikipedia.org/wiki/Azin_Alizadehasl,Q112623398,https://www.wikidata.org/wiki/Q112623398,female,,,,1975-01-01T00:00:00Z
Abbas Bagheri Lotfabad,https://en.wikipedia.org/wiki/Abbas_Bagheri_Lotfabad,Q133952079,https://www.wikidata.org/wiki/Q133952079,male,,,,1965-04-10T00:00:00Z
Bahram Eynollahi,https://en.wikipedia.org/wiki/Bahram_Eynollahi,Q108394820,https://www.wikidata.org/wiki/Q108394820,male,ophthalmologist; politician,Iran,Sarab,1958-01-01T00:00:00Z
Hassan Ghazizadeh Hashemi,https://en.wikipedia.org/wiki/Hassan_Ghazizadeh_Hashemi,Q15225223,https://www.wikidata.org/wiki/Q15225223,male,philanthropist; physician; politician,Iran,Fariman,1959-03-21T00:00:00Z
Ali Asghar Khodadoust,https://en.wikipedia.org/wiki/Ali_Asghar_Khodadoust,Q5960467,https://www.wikidata.org/wiki/Q5960467,male,physician,Iran,Shiraz,1935-10-27T00:00:00Z
Mehrdad Afarid,https://en.wikipedia.org/wiki/Mehrdad_Afarid,Q84572340,https://www.wikidata.org/wiki/Q84572340,male,academic; academic administrator; eye surgeon; ophthalmologist; physician; researcher; university teacher,Iran,Shiraz,
Gholam A. Peyman,https://en.wikipedia.org/wiki/Gholam_A._Peyman,Q5556849,https://www.wikidata.org/wiki/Q5556849,male,academic; biographer; inventor; ophthalmologist,Iran,Shiraz,1937-01-01T00:00:00Z
Muhammad Zarrindast,https://en.wikipedia.org/wiki/Muhammad_Zarrindast,Q6932807,https://www.wikidata.org/wiki/Q6932807,male,physician; scientist,Iran,,
Moslem Bahadori,https://en.wikipedia.org/wiki/Moslem_Bahadori,Q6916357,https://www.wikidata.org/wiki/Q6916357,male,pathologist; university teacher,Iran,Tonekabon,1927-01-22T00:00:00Z
Naser Kamalian,https://en.wikipedia.org/wiki/Naser_Kamalian,Q6966708,https://www.wikidata.org/wiki/Q6966708,male,academic; pathologist; physician; scientist,Iran,Qom,1921-01-01T00:00:00Z
Homa Darabi,https://en.wikipedia.org/wiki/Homa_Darabi,Q165488,https://www.wikidata.org/wiki/Q165488,female,psychiatrist; university teacher; women's rights activist,Iran,Tehran,1940-01-01T00:00:00Z
Hossein Fakhraee,https://en.wikipedia.org/wiki/Hossein_Fakhraee,Q62036512,https://www.wikidata.org/wiki/Q62036512,male,pediatrician,,,1947-11-26T00:00:00Z
Alireza Marandi,https://en.wikipedia.org/wiki/Alireza_Marandi,Q4726884,https://www.wikidata.org/wiki/Q4726884,male,academic; physician; politician,Iran,Isfahan,1939-01-01T00:00:00Z
Parvaneh Vossough,https://en.wikipedia.org/wiki/Parvaneh_Vossough,Q16048346,https://www.wikidata.org/wiki/Q16048346,female,philanthropist; physician,Iran,,1936-02-01T00:00:00Z
Jafar Bolhari,https://en.wikipedia.org/wiki/Jafar_Bolhari,Q6121744,https://www.wikidata.org/wiki/Q6121744,male,psychiatrist,,Iran,1948-08-06T00:00:00Z
Ebrahim Chehrazi,https://en.wikipedia.org/wiki/Ebrahim_Chehrazi,Q5733758,https://www.wikidata.org/wiki/Q5733758,male,psychiatrist,Iran,,1908-01-01T00:00:00Z
Levon Davidian,https://en.wikipedia.org/wiki/Levon_Davidian,Q446577,https://www.wikidata.org/wiki/Q446577,male,physician; politician; psychiatrist,Iran,Tehran,1944-03-24T00:00:00Z
Hossein Fatemi (psychiatrist),https://en.wikipedia.org/wiki/Hossein_Fatemi_%28psychiatrist%29,,,,,,,
Nassir Ghaemi,https://en.wikipedia.org/wiki/Nassir_Ghaemi,Q24053569,https://www.wikidata.org/wiki/Q24053569,male,philosopher; psychiatrist,Iran,Tehran,1966-08-19T00:00:00Z
Hamid Ghodse,https://en.wikipedia.org/wiki/Hamid_Ghodse,Q5644591,https://www.wikidata.org/wiki/Q5644591,male,physician; psychiatrist,Iran; United Kingdom,Iran,1938-04-30T00:00:00Z
Javad Nurbakhsh,https://en.wikipedia.org/wiki/Javad_Nurbakhsh,Q1397263,https://www.wikidata.org/wiki/Q1397263,male,physician; poet; psychiatrist; university teacher; writer,Iran,Kerman,1926-12-10T00:00:00Z
Nossrat Peseschkian,https://en.wikipedia.org/wiki/Nossrat_Peseschkian,Q71387,https://www.wikidata.org/wiki/Q71387,male,neurologist; physician; psychiatrist; psychotherapist; writer,Germany,Kashan,1933-06-18T00:00:00Z
Gholam-Hossein Sa'edi,https://en.wikipedia.org/wiki/Gholam-Hossein_Sa%27edi,,,,,,,
Kazem Sami,https://en.wikipedia.org/wiki/Kazem_Sami,Q3194452,https://www.wikidata.org/wiki/Q3194452,male,physician; politician; psychiatrist,Iran,Mashhad,1935-01-01T00:00:00Z
Mohammadreza Sargolzaee,https://en.wikipedia.org/wiki/Mohammadreza_Sargolzaee,Q65198460,https://www.wikidata.org/wiki/Q65198460,male,,,,
Bahman Sholevar,https://en.wikipedia.org/wiki/Bahman_Sholevar,Q4842663,https://www.wikidata.org/wiki/Q4842663,male,linguist; novelist; poet; psychiatrist; translator; writer,Iran,Tehran,1941-02-06T00:00:00Z
Afshin Yadollahi,https://en.wikipedia.org/wiki/Afshin_Yadollahi,Q5940369,https://www.wikidata.org/wiki/Q5940369,male,physician; psychiatrist; songwriter,Iran,Isfahan,1969-01-11T00:00:00Z
Kamiar and Arash Alaei incident,https://en.wikipedia.org/wiki/Kamiar_and_Arash_Alaei_incident,Q6357333,https://www.wikidata.org/wiki/Q6357333,,,,,1969-01-01T00:00:00Z
Hossein Malek-Afzali,https://en.wikipedia.org/wiki/Hossein_Malek-Afzali,Q5909082,https://www.wikidata.org/wiki/Q5909082,male,inventor; physician,Iran,,1939-01-01T00:00:00Z
Abolhassan Ziyā-Zarifi,https://en.wikipedia.org/wiki/Abolhassan_Ziy%C4%81-Zarifi,,,,,,,
Rahmatollah Hafezi,https://en.wikipedia.org/wiki/Rahmatollah_Hafezi,Q16045832,https://www.wikidata.org/wiki/Q16045832,male,physician; politician,Iran,Isfahan,1964-01-01T00:00:00Z
Iradj Fazel,https://en.wikipedia.org/wiki/Iradj_Fazel,Q6066374,https://www.wikidata.org/wiki/Q6066374,male,physician; politician; surgeon,Iran,Ardestan,1939-01-01T00:00:00Z
Minoo Lenarz,https://en.wikipedia.org/wiki/Minoo_Lenarz,Q23059458,https://www.wikidata.org/wiki/Q23059458,female,university teacher,Germany,Tehran,1966-09-18T00:00:00Z
Aboutorab Naficy,https://en.wikipedia.org/wiki/Aboutorab_Naficy,Q65195616,https://www.wikidata.org/wiki/Q65195616,male,physician,Iran,,1914-01-01T00:00:00Z
Younan Nowzaradan,https://en.wikipedia.org/wiki/Younan_Nowzaradan,Q20895340,https://www.wikidata.org/wiki/Q20895340,male,physician; surgeon,Iran,Tehran,1944-10-11T00:00:00Z
Sakineh Peri,https://en.wikipedia.org/wiki/Sakineh_Peri,Q115202021,https://www.wikidata.org/wiki/Q115202021,female,physician,,,1902-01-01T00:00:00Z
Ali Asqar Peyvandi,https://en.wikipedia.org/wiki/Ali_Asqar_Peyvandi,Q42296457,https://www.wikidata.org/wiki/Q42296457,male,politician,,,1962-01-01T00:00:00Z
Masoud Pezeshkian,https://en.wikipedia.org/wiki/Masoud_Pezeshkian,Q5933752,https://www.wikidata.org/wiki/Q5933752,male,academic; cardiac surgeon; general practitioner; general surgeon; politician,Iran,Mahabad,1954-09-29T00:00:00Z
Noraladin Pirmoazzen,https://en.wikipedia.org/wiki/Noraladin_Pirmoazzen,Q5871052,https://www.wikidata.org/wiki/Q5871052,male,physician; politician,Iran,Ardabil,1958-01-01T00:00:00Z
Rahim Rahmanzadeh,https://en.wikipedia.org/wiki/Rahim_Rahmanzadeh,Q2127396,https://www.wikidata.org/wiki/Q2127396,male,surgeon,Iran,Shabestar,1934-06-13T00:00:00Z
Farrokh Saidi,https://en.wikipedia.org/wiki/Farrokh_Saidi,Q5436325,https://www.wikidata.org/wiki/Q5436325,male,academic,Iran,Tehran,1929-11-22T00:00:00Z
Homa Shaibany,https://en.wikipedia.org/wiki/Homa_Shaibany,Q5887331,https://www.wikidata.org/wiki/Q5887331,female,scientist; surgeon,Iran,Tehran,1913-01-01T00:00:00Z
Mahdi Balali-Mood,https://en.wikipedia.org/wiki/Mahdi_Balali-Mood,Q5948324,https://www.wikidata.org/wiki/Q5948324,male,academic,Iran,Mud,1942-01-01T00:00:00Z
Hamid Reza Rasekh,https://en.wikipedia.org/wiki/Hamid_Reza_Rasekh,Q60474406,https://www.wikidata.org/wiki/Q60474406,male,pharmacologist,,Kerman,1962-01-01T00:00:00Z
Gholam-Reza Pourmand,https://en.wikipedia.org/wiki/Gholam-Reza_Pourmand,Q5556846,https://www.wikidata.org/wiki/Q5556846,male,scientist; urologist,,,
Farzaneh Sharifi,https://en.wikipedia.org/wiki/Farzaneh_Sharifi,Q129032570,https://www.wikidata.org/wiki/Q129032570,female,urologist,Iran,,1961-01-01T00:00:00Z
Abu Hafsa Yazid,https://en.wikipedia.org/wiki/Abu_Hafsa_Yazid,Q4670191,https://www.wikidata.org/wiki/Q4670191,male,physician,,,
Masarjawaih,https://en.wikipedia.org/wiki/Masarjawaih,Q6782638,https://www.wikidata.org/wiki/Q6782638,male,physician; translator,Iran,,
Jabril ibn Bukhtishu,https://en.wikipedia.org/wiki/Jabril_ibn_Bukhtishu,Q325062,https://www.wikidata.org/wiki/Q325062,male,physician,,,0688-01-01T00:00:00Z
Abu Zayd al-Balkhi,https://en.wikipedia.org/wiki/Abu_Zayd_al-Balkhi,Q335516,https://www.wikidata.org/wiki/Q335516,male,architect; geographer; mathematician; physicist,Samanid Empire,Balkh,0850-01-01T00:00:00Z
Albubather,https://en.wikipedia.org/wiki/Albubather,Q2695965,https://www.wikidata.org/wiki/Q2695965,male,astrologer,Abbasid Caliphate,Persis,0801-01-01T00:00:00Z
Baha Al-Dowleh Razi,https://en.wikipedia.org/wiki/Baha_Al-Dowleh_Razi,Q97215106,https://www.wikidata.org/wiki/Q97215106,male,physician,,Tehran,
Yuhanna ibn Bukhtishu,https://en.wikipedia.org/wiki/Yuhanna_ibn_Bukhtishu,Q6898807,https://www.wikidata.org/wiki/Q6898807,male,physician,,,
Masawaiyh,https://en.wikipedia.org/wiki/Masawaiyh,Q1291511,https://www.wikidata.org/wiki/Q1291511,male,pharmacist; physician,,Gundeshapur,0777-01-01T00:00:00Z
Abu Bakr al-Razi,https://en.wikipedia.org/wiki/Abu_Bakr_al-Razi,Q169234,https://www.wikidata.org/wiki/Q169234,male,chemist; inventor; mathematician; philosopher; physician,,Ray,0866-01-01T00:00:00Z
Shapur ibn Sahl,https://en.wikipedia.org/wiki/Shapur_ibn_Sahl,Q325676,https://www.wikidata.org/wiki/Q325676,male,pharmacologist; physician,Abbasid Caliphate,Baghdad,
Ali ibn Sahl Rabban al-Tabari,https://en.wikipedia.org/wiki/Ali_ibn_Sahl_Rabban_al-Tabari,Q1393417,https://www.wikidata.org/wiki/Q1393417,male,philosopher; physician; psychologist; scientist,Abbasid Caliphate,Amol,0808-01-01T00:00:00Z
Abu al-Hasan al-Tabari,https://en.wikipedia.org/wiki/Abu_al-Hasan_al-Tabari,Q4116951,https://www.wikidata.org/wiki/Q4116951,male,physician; scientist,,Amol,0950-01-01T00:00:00Z
Abu al-Qasim Muqane'i,https://en.wikipedia.org/wiki/Abu_al-Qasim_Muqane%27i,,,,,,,
Abu Bakr Rabee Ibn Ahmad Al-Akhawyni Bokhari,https://en.wikipedia.org/wiki/Abu_Bakr_Rabee_Ibn_Ahmad_Al-Akhawyni_Bokhari,Q20987720,https://www.wikidata.org/wiki/Q20987720,male,physician,Iran,Bukhara,
Abu Mansur Muwaffaq,https://en.wikipedia.org/wiki/Abu_Mansur_Muwaffaq,Q923759,https://www.wikidata.org/wiki/Q923759,male,inventor; physician; writer,,Herat,1000-01-01T00:00:00Z
Abu ul-Ala Shirazi,https://en.wikipedia.org/wiki/Abu_ul-Ala_Shirazi,Q4670477,https://www.wikidata.org/wiki/Q4670477,male,physician,Iran,Shiraz,
'Ubayd Allah ibn Bakhtishu,https://en.wikipedia.org/wiki/%27Ubayd_Allah_ibn_Bakhtishu,,,,,,,
Ibn Abi al-Ashʿath,https://en.wikipedia.org/wiki/Ibn_Abi_al-Ash%CA%BFath,,,,,,,
Ibrahim ibn Baks,https://en.wikipedia.org/wiki/Ibrahim_ibn_Baks,Q5984792,https://www.wikidata.org/wiki/Q5984792,male,physician; teacher; translator,Iraq,Baghdad,
