Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Abbas Aliabadi,https://en.wikipedia.org/wiki/Abbas_Aliabadi,Q20178715,https://www.wikidata.org/wiki/Q20178715,male,mechanical engineer,,,1962-01-01T00:00:00Z
Ali Amini,https://en.wikipedia.org/wiki/Ali_Amini,Q1774108,https://www.wikidata.org/wiki/Q1774108,male,diplomat; politician,Iran,Tehran,1905-12-12T00:00:00Z
Abdolreza Ansari,https://en.wikipedia.org/wiki/Abdolreza_Ansari,Q17991350,https://www.wikidata.org/wiki/Q17991350,male,civil servant; politician,Iran,Tehran,1925-05-25T00:00:00Z
Mohammad Ardakani,https://en.wikipedia.org/wiki/Mohammad_Ardakani,Q5708603,https://www.wikidata.org/wiki/Q5708603,male,politician,Iran,Ardakan,1955-01-01T00:00:00Z
Reza Ardakanian,https://en.wikipedia.org/wiki/Reza_Ardakanian,Q41243811,https://www.wikidata.org/wiki/Q41243811,male,politician,,Yazd,1958-01-01T00:00:00Z
Aligholi Ardalan,https://en.wikipedia.org/wiki/Aligholi_Ardalan,Q2646676,https://www.wikidata.org/wiki/Q2646676,male,politician,Iran,Tehran,1901-10-15T00:00:00Z
Mohammad Reza Aref,https://en.wikipedia.org/wiki/Mohammad_Reza_Aref,Q2655534,https://www.wikidata.org/wiki/Q2655534,male,engineer; politician; university teacher,Iran,Yazd,1951-12-19T00:00:00Z
Hasan Arfa,https://en.wikipedia.org/wiki/Hasan_Arfa,Q447184,https://www.wikidata.org/wiki/Q447184,male,diplomat,Iran,Tbilisi,1895-01-01T00:00:00Z
Habibollah Asgaroladi,https://en.wikipedia.org/wiki/Habibollah_Asgaroladi,Q5636830,https://www.wikidata.org/wiki/Q5636830,male,businessperson; entrepreneur; politician,Iran,Tehran,1932-01-03T00:00:00Z
Mohammad Atabak,https://en.wikipedia.org/wiki/Mohammad_Atabak,Q130204345,https://www.wikidata.org/wiki/Q130204345,male,civil servant,,,1958-01-01T00:00:00Z
Mehdi Azar,https://en.wikipedia.org/wiki/Mehdi_Azar,Q10858603,https://www.wikidata.org/wiki/Q10858603,male,physician; politician,Iran,Mashhad,1901-01-01T00:00:00Z
Manouchehr Azmoun,https://en.wikipedia.org/wiki/Manouchehr_Azmoun,Q5919937,https://www.wikidata.org/wiki/Q5919937,male,politician,Iran,Tehran,1930-01-01T00:00:00Z
Mohammad-Taqi Bahar,https://en.wikipedia.org/wiki/Mohammad-Taqi_Bahar,Q1393466,https://www.wikidata.org/wiki/Q1393466,male,essayist; historian; journalist; literary scholar; poet; politician; translator; university teacher; writer,Iran,Mashhad,1886-11-07T00:00:00Z
Mehdi Bazargan,https://en.wikipedia.org/wiki/Mehdi_Bazargan,Q382369,https://www.wikidata.org/wiki/Q382369,male,engineer; politician; scholar,Iran,Tehran,1907-09-01T00:00:00Z
Hamid Behbahani,https://en.wikipedia.org/wiki/Hamid_Behbahani,Q5644577,https://www.wikidata.org/wiki/Q5644577,male,politician,Iran,Behbahan,1941-01-14T00:00:00Z
Habibollah Bitaraf,https://en.wikipedia.org/wiki/Habibollah_Bitaraf,Q5636831,https://www.wikidata.org/wiki/Q5636831,male,politician,Iran,Yazd,1956-01-01T00:00:00Z
Javad Bushehri,https://en.wikipedia.org/wiki/Javad_Bushehri,Q5669868,https://www.wikidata.org/wiki/Q5669868,male,politician,Iran,Bushehr,1893-01-01T00:00:00Z
Hamid Chitchian,https://en.wikipedia.org/wiki/Hamid_Chitchian,Q14517896,https://www.wikidata.org/wiki/Q14517896,male,engineer; politician,Iran,Tabriz,1957-03-21T00:00:00Z
Hossein Dadgar,https://en.wikipedia.org/wiki/Hossein_Dadgar,Q5907323,https://www.wikidata.org/wiki/Q5907323,male,politician,Iran,Tehran,1881-01-01T00:00:00Z
Rahman Dadman,https://en.wikipedia.org/wiki/Rahman_Dadman,Q7283483,https://www.wikidata.org/wiki/Q7283483,male,politician,Iran,Ardabil,1956-01-01T00:00:00Z
Farhad Dejpasand,https://en.wikipedia.org/wiki/Farhad_Dejpasand,Q31066732,https://www.wikidata.org/wiki/Q31066732,male,economist; politician,,Rostamkola,1962-01-01T00:00:00Z
Mahmoud Djam,https://en.wikipedia.org/wiki/Mahmoud_Djam,Q952389,https://www.wikidata.org/wiki/Q952389,male,diplomat; politician,Iran,Tabriz,1884-01-01T00:00:00Z
Mehrangiz Dowlatshahi,https://en.wikipedia.org/wiki/Mehrangiz_Dowlatshahi,Q5945232,https://www.wikidata.org/wiki/Q5945232,female,diplomat; politician; writer,Pahlavi Iran,Tehran,1919-12-13T00:00:00Z
Abbas Duzduzani,https://en.wikipedia.org/wiki/Abbas_Duzduzani,Q5766014,https://www.wikidata.org/wiki/Q5766014,male,politician,Iran,Tabriz,1942-06-05T00:00:00Z
Gholam-Hossein Elham,https://en.wikipedia.org/wiki/Gholam-Hossein_Elham,Q349319,https://www.wikidata.org/wiki/Q349319,male,academic; politician,Iran,Andimeshk,1959-01-01T00:00:00Z
Nasrollah Entezam,https://en.wikipedia.org/wiki/Nasrollah_Entezam,Q325501,https://www.wikidata.org/wiki/Q325501,male,diplomat; politician,Iran,Tehran,1900-02-16T00:00:00Z
Asadollah Nasr Esfahani,https://en.wikipedia.org/wiki/Asadollah_Nasr_Esfahani,Q56365248,https://www.wikidata.org/wiki/Q56365248,male,civil servant,,Isfahan,1927-01-01T00:00:00Z
Hassan Esfandiari,https://en.wikipedia.org/wiki/Hassan_Esfandiari,Q5955236,https://www.wikidata.org/wiki/Q5955236,male,politician; writer,Iran,Tehran,1857-01-01T00:00:00Z
Iraj Eskandari,https://en.wikipedia.org/wiki/Iraj_Eskandari,Q2592270,https://www.wikidata.org/wiki/Q2592270,male,politician; translator,Iran,Tehran,1907-01-01T00:00:00Z
Mohammad-Reza Eskandari,https://en.wikipedia.org/wiki/Mohammad-Reza_Eskandari,Q3408664,https://www.wikidata.org/wiki/Q3408664,male,politician,Iran,Ahvaz,1959-01-01T00:00:00Z
Mohammad Mehdi Esmaili,https://en.wikipedia.org/wiki/Mohammad_Mehdi_Esmaili,Q108368785,https://www.wikidata.org/wiki/Q108368785,male,politician,Iran,Kabudarahang,1975-01-01T00:00:00Z
Ali Espahbodi,https://en.wikipedia.org/wiki/Ali_Espahbodi,Q31067220,https://www.wikidata.org/wiki/Q31067220,male,economist; politician,Iran,Mashhad,1939-01-01T00:00:00Z
Reza Farajidana,https://en.wikipedia.org/wiki/Reza_Farajidana,Q5955447,https://www.wikidata.org/wiki/Q5955447,male,engineer; politician,Iran,Qom,1960-10-27T00:00:00Z
Gholam-Ali Farivar,https://en.wikipedia.org/wiki/Gholam-Ali_Farivar,Q87990292,https://www.wikidata.org/wiki/Q87990292,male,civil servant; diplomat; engineer,,Tabriz,1905-01-01T00:00:00Z
Mahmoud Farshidi,https://en.wikipedia.org/wiki/Mahmoud_Farshidi,Q5716456,https://www.wikidata.org/wiki/Q5716456,male,politician,Iran,Tehran,1951-05-29T00:00:00Z
Hossein Fatemi,https://en.wikipedia.org/wiki/Hossein_Fatemi,Q607154,https://www.wikidata.org/wiki/Q607154,male,politician,Iran,Nain,1910-01-01T00:00:00Z
Parviz Fattah,https://en.wikipedia.org/wiki/Parviz_Fattah,Q7141359,https://www.wikidata.org/wiki/Q7141359,male,politician,Iran,Urmia,1961-01-01T00:00:00Z
Iradj Fazel,https://en.wikipedia.org/wiki/Iradj_Fazel,Q6066374,https://www.wikidata.org/wiki/Q6066374,male,physician; politician; surgeon,Iran,Ardestan,1939-01-01T00:00:00Z
Fereydoun Mahdavi,https://en.wikipedia.org/wiki/Fereydoun_Mahdavi,Q73130061,https://www.wikidata.org/wiki/Q73130061,male,banker; civil servant; economist,Iran,Tehran,1932-01-01T00:00:00Z
Mohammad Ali Foroughi,https://en.wikipedia.org/wiki/Mohammad_Ali_Foroughi,Q181451,https://www.wikidata.org/wiki/Q181451,male,diplomat; journalist; literary scholar; politician; university teacher; writer,Iran,Tehran,1877-08-01T00:00:00Z
Dariush Forouhar,https://en.wikipedia.org/wiki/Dariush_Forouhar,Q289766,https://www.wikidata.org/wiki/Q289766,male,politician,Iran,Isfahan,1928-08-18T00:00:00Z
Manouchehr Ganji,https://en.wikipedia.org/wiki/Manouchehr_Ganji,Q6751461,https://www.wikidata.org/wiki/Q6751461,male,politician,Iran,Tehran,1930-01-01T00:00:00Z
Hassan Ghafourifard,https://en.wikipedia.org/wiki/Hassan_Ghafourifard,Q5953640,https://www.wikidata.org/wiki/Q5953640,male,politician,Iran,Tehran,1943-08-05T00:00:00Z
Mohammad Gharazi,https://en.wikipedia.org/wiki/Mohammad_Gharazi,Q5949890,https://www.wikidata.org/wiki/Q5949890,male,engineer; politician,Iran,Isfahan,1941-10-05T00:00:00Z
Mehdi Ghazanfari,https://en.wikipedia.org/wiki/Mehdi_Ghazanfari,Q6809299,https://www.wikidata.org/wiki/Q6809299,male,civil servant,Iran,Aligudarz,1961-02-01T00:00:00Z
Mahmoud Goudarzi,https://en.wikipedia.org/wiki/Mahmoud_Goudarzi,Q15254486,https://www.wikidata.org/wiki/Q15254486,male,academic; politician,Iran,Malayer,1955-01-01T00:00:00Z
Hassan Habibi,https://en.wikipedia.org/wiki/Hassan_Habibi,Q4026369,https://www.wikidata.org/wiki/Q4026369,male,civil servant; lawyer; politician,Iran,Tehran,1937-01-29T00:00:00Z
Kamal Habibollahi,https://en.wikipedia.org/wiki/Kamal_Habibollahi,Q4674501,https://www.wikidata.org/wiki/Q4674501,male,politician,Iran,Astara,1930-02-01T00:00:00Z
Haji Washington,https://en.wikipedia.org/wiki/Haji_Washington,Q16368897,https://www.wikidata.org/wiki/Q16368897,male,diplomat; politician,Iran,Tehran,1849-01-01T00:00:00Z
Morteza Haji,https://en.wikipedia.org/wiki/Morteza_Haji,Q5881672,https://www.wikidata.org/wiki/Q5881672,male,politician; teacher,Iran,Tehran,1948-01-01T00:00:00Z
Abdol Hossein Hamzavi,https://en.wikipedia.org/wiki/Abdol_Hossein_Hamzavi,Q2821322,https://www.wikidata.org/wiki/Q2821322,male,civil servant; diplomat; politician; writer,Iran,Tehran,1910-01-20T00:00:00Z
Hassan Ghazizadeh Hashemi,https://en.wikipedia.org/wiki/Hassan_Ghazizadeh_Hashemi,Q15225223,https://www.wikidata.org/wiki/Q15225223,male,philanthropist; physician; politician,Iran,Fariman,1959-03-21T00:00:00Z
Abdolhossein Hazhir,https://en.wikipedia.org/wiki/Abdolhossein_Hazhir,Q308251,https://www.wikidata.org/wiki/Q308251,male,politician,Iran,Tehran,1899-01-01T00:00:00Z
Mahmoud Hessabi,https://en.wikipedia.org/wiki/Mahmoud_Hessabi,Q3091734,https://www.wikidata.org/wiki/Q3091734,male,academic; nuclear physicist; politician,Pahlavi Iran,Tehran,1903-02-23T00:00:00Z
Dariush Homayoon,https://en.wikipedia.org/wiki/Dariush_Homayoon,Q618255,https://www.wikidata.org/wiki/Q618255,male,activist; politician,Iran,Tehran,1928-09-27T00:00:00Z
Mohammad Hosseini (politician),https://en.wikipedia.org/wiki/Mohammad_Hosseini_%28politician%29,,,,,,,
Eshaq Jahangiri,https://en.wikipedia.org/wiki/Eshaq_Jahangiri,Q5397780,https://www.wikidata.org/wiki/Q5397780,male,engineer; politician,Iran,Sirjan,1957-01-10T00:00:00Z
Gholam Hossein Jahanshahi,https://en.wikipedia.org/wiki/Gholam_Hossein_Jahanshahi,Q5556856,https://www.wikidata.org/wiki/Q5556856,male,economist; politician,Iran,Tehran,1920-01-01T00:00:00Z
Mohammad Jahromi,https://en.wikipedia.org/wiki/Mohammad_Jahromi,Q6892089,https://www.wikidata.org/wiki/Q6892089,male,politician,Iran,Tehran,1958-01-01T00:00:00Z
Ali Jannati,https://en.wikipedia.org/wiki/Ali_Jannati,Q4724914,https://www.wikidata.org/wiki/Q4724914,male,diplomat; politician,Iran,Qom,1949-01-01T00:00:00Z
Amirteymour Kalali,https://en.wikipedia.org/wiki/Amirteymour_Kalali,Q6554337,https://www.wikidata.org/wiki/Q6554337,male,politician,Iran,Khorasan,1894-10-05T00:00:00Z
Isa Kalantari,https://en.wikipedia.org/wiki/Isa_Kalantari,Q5893510,https://www.wikidata.org/wiki/Q5893510,male,manager; politician,Iran,Marand,1952-01-01T00:00:00Z
Mousa Kalantari,https://en.wikipedia.org/wiki/Mousa_Kalantari,Q16074711,https://www.wikidata.org/wiki/Q16074711,male,politician,Iran,Marand,1948-01-01T00:00:00Z
Hossein Kamali,https://en.wikipedia.org/wiki/Hossein_Kamali,Q5909061,https://www.wikidata.org/wiki/Q5909061,male,politician,Iran,Dorud County,1953-07-27T00:00:00Z
Jamal Karimi-Rad,https://en.wikipedia.org/wiki/Jamal_Karimi-Rad,Q839116,https://www.wikidata.org/wiki/Q839116,male,politician,Iran,Qazvin,1956-01-01T00:00:00Z
Mostafa Katiraei,https://en.wikipedia.org/wiki/Mostafa_Katiraei,Q5888828,https://www.wikidata.org/wiki/Q5888828,male,politician,Iran,Malayer,1928-01-01T00:00:00Z
Bagher Kazemi,https://en.wikipedia.org/wiki/Bagher_Kazemi,Q799907,https://www.wikidata.org/wiki/Q799907,male,politician,Iran,Tafresh,1892-02-10T00:00:00Z
Masoud Mir Kazemi,https://en.wikipedia.org/wiki/Masoud_Mir_Kazemi,Q6783882,https://www.wikidata.org/wiki/Q6783882,male,politician,Iran,Tehran,1960-01-01T00:00:00Z
Parviz Kazemi,https://en.wikipedia.org/wiki/Parviz_Kazemi,Q14472208,https://www.wikidata.org/wiki/Q14472208,male,politician,Iran,Tehran,1958-01-01T00:00:00Z
Hossein Kazempour Ardebili,https://en.wikipedia.org/wiki/Hossein_Kazempour_Ardebili,Q5936210,https://www.wikidata.org/wiki/Q5936210,male,diplomat; politician,Iran,Ardabil,1952-10-14T00:00:00Z
Fereydoun Keshavarz,https://en.wikipedia.org/wiki/Fereydoun_Keshavarz,Q50609277,https://www.wikidata.org/wiki/Q50609277,male,politician,Iran,Tabriz,1907-08-31T00:00:00Z
Nasser Khaleghi,https://en.wikipedia.org/wiki/Nasser_Khaleghi,Q33405322,https://www.wikidata.org/wiki/Q33405322,male,politician,Iran,Shahreza,1949-01-01T00:00:00Z
Abolhassan Khamoushi,https://en.wikipedia.org/wiki/Abolhassan_Khamoushi,Q47462201,https://www.wikidata.org/wiki/Q47462201,male,politician,,,
Mirza Nasrullah Khan,https://en.wikipedia.org/wiki/Mirza_Nasrullah_Khan,Q959888,https://www.wikidata.org/wiki/Q959888,male,politician,Iran,Nain,1840-10-17T00:00:00Z
Mohammad Khatami,https://en.wikipedia.org/wiki/Mohammad_Khatami,Q180795,https://www.wikidata.org/wiki/Q180795,male,librarian; military personnel; politician; scholar; writer,Iran,Ardakan,1943-09-29T00:00:00Z
Ahmad Khorram,https://en.wikipedia.org/wiki/Ahmad_Khorram,Q4695397,https://www.wikidata.org/wiki/Q4695397,male,politician,Iran,Isfahan,1950-01-01T00:00:00Z
Ataollah Khosravani,https://en.wikipedia.org/wiki/Ataollah_Khosravani,Q111670885,https://www.wikidata.org/wiki/Q111670885,male,civil servant,,Tehran,1919-03-21T00:00:00Z
Ali Larijani,https://en.wikipedia.org/wiki/Ali_Larijani,Q336363,https://www.wikidata.org/wiki/Q336363,male,philosopher; politician,Iran,Najaf,1958-06-03T00:00:00Z
Hossein Mahlouji,https://en.wikipedia.org/wiki/Hossein_Mahlouji,Q5613583,https://www.wikidata.org/wiki/Q5613583,male,politician,Iran,Kashan,1947-01-01T00:00:00Z
Mahmud Mahmud,https://en.wikipedia.org/wiki/Mahmud_Mahmud,Q5941998,https://www.wikidata.org/wiki/Q5941998,male,historian; politician; translator; writer,Iran,Tabriz,1882-01-01T00:00:00Z
Abdol Majid Majidi,https://en.wikipedia.org/wiki/Abdol_Majid_Majidi,Q5935453,https://www.wikidata.org/wiki/Q5935453,male,civil servant; politician,Iran,Tehran,1928-01-01T00:00:00Z
Reza Malekzadeh,https://en.wikipedia.org/wiki/Reza_Malekzadeh,Q7319758,https://www.wikidata.org/wiki/Q7319758,male,academic; inventor; physician; politician; researcher,Iran,Valashahr,1952-01-16T00:00:00Z
Alireza Marandi,https://en.wikipedia.org/wiki/Alireza_Marandi,Q4726884,https://www.wikidata.org/wiki/Q4726884,male,academic; physician; politician,Iran,Isfahan,1939-01-01T00:00:00Z
Ahmad Masjed-Jamei,https://en.wikipedia.org/wiki/Ahmad_Masjed-Jamei,Q4695407,https://www.wikidata.org/wiki/Q4695407,male,politician,Iran,Tehran,1956-06-06T00:00:00Z
Ali Akbar Mehrabian,https://en.wikipedia.org/wiki/Ali_Akbar_Mehrabian,Q4116674,https://www.wikidata.org/wiki/Q4116674,male,politician,Iran,Isfahan Province,1975-02-02T00:00:00Z
Esmail Merat,https://en.wikipedia.org/wiki/Esmail_Merat,Q5960893,https://www.wikidata.org/wiki/Q5960893,male,politician,Iran,Tehran,1893-03-07T00:00:00Z
Abdolreza Mesri,https://en.wikipedia.org/wiki/Abdolreza_Mesri,Q4665108,https://www.wikidata.org/wiki/Q4665108,male,geologist; politician,Iran,Kermanshah,1956-01-01T00:00:00Z
Ahmad Meydari,https://en.wikipedia.org/wiki/Ahmad_Meydari,Q16047341,https://www.wikidata.org/wiki/Q16047341,male,civil servant; economist; politician,Iran,Abadan,1963-01-01T00:00:00Z
Nasser Minachi,https://en.wikipedia.org/wiki/Nasser_Minachi,Q5813209,https://www.wikidata.org/wiki/Q5813209,male,politician,Iran,Tehran,1931-01-01T00:00:00Z
Minister of Foreign Affairs (Iran),https://en.wikipedia.org/wiki/Minister_of_Foreign_Affairs_%28Iran%29,,,,,,,
Mostafa Mir-Salim,https://en.wikipedia.org/wiki/Mostafa_Mir-Salim,Q5956077,https://www.wikidata.org/wiki/Q5956077,male,politician; university teacher; writer,Iran,Tehran,1947-06-09T00:00:00Z
Nasser Moghaddam,https://en.wikipedia.org/wiki/Nasser_Moghaddam,Q1966033,https://www.wikidata.org/wiki/Q1966033,male,politician,Iran,Tehran,1921-06-24T00:00:00Z
Ata'ollah Mohajerani,https://en.wikipedia.org/wiki/Ata%27ollah_Mohajerani,,,,,,,
Mohammad Hadi Nejad Hosseinian,https://en.wikipedia.org/wiki/Mohammad_Hadi_Nejad_Hosseinian,Q5940124,https://www.wikidata.org/wiki/Q5940124,male,diplomat; politician,,Tehran,1946-01-01T00:00:00Z
Mohammad Hadi Zahedivafa,https://en.wikipedia.org/wiki/Mohammad_Hadi_Zahedivafa,Q112917822,https://www.wikidata.org/wiki/Q112917822,male,politician,Iran,,1962-01-01T00:00:00Z
Morteza Mohammadkhan,https://en.wikipedia.org/wiki/Morteza_Mohammadkhan,Q6914601,https://www.wikidata.org/wiki/Q6914601,male,politician,Iran,Tehran,1945-01-01T00:00:00Z
Eskandar Momeni,https://en.wikipedia.org/wiki/Eskandar_Momeni,Q20109560,https://www.wikidata.org/wiki/Q20109560,male,civil servant,Iran,Qaem Shahr,1962-01-01T00:00:00Z
Hassan Tarighat Monfared,https://en.wikipedia.org/wiki/Hassan_Tarighat_Monfared,Q5915596,https://www.wikidata.org/wiki/Q5915596,male,physician; politician,Iran,Tehran,1946-01-01T00:00:00Z
Ahmad Motamedi,https://en.wikipedia.org/wiki/Ahmad_Motamedi,Q4695421,https://www.wikidata.org/wiki/Q4695421,male,politician,Iran,Tehran,1953-01-01T00:00:00Z
Behzad Nabavi,https://en.wikipedia.org/wiki/Behzad_Nabavi,Q814575,https://www.wikidata.org/wiki/Q814575,male,politician,Iran,Tehran,1941-09-29T00:00:00Z
Mohammad-Ali Najafi,https://en.wikipedia.org/wiki/Mohammad-Ali_Najafi,Q6891619,https://www.wikidata.org/wiki/Q6891619,male,mathematician; politician,Iran,Tehran,1952-01-13T00:00:00Z
Saeed Namaki,https://en.wikipedia.org/wiki/Saeed_Namaki,Q61065168,https://www.wikidata.org/wiki/Q61065168,male,academic; civil servant; pharmacist,Iran,Tehran,1958-06-14T00:00:00Z
Mohammad-Hassan Nami,https://en.wikipedia.org/wiki/Mohammad-Hassan_Nami,Q5871050,https://www.wikidata.org/wiki/Q5871050,male,geographer,Iran,Delijan,1953-01-01T00:00:00Z
Majid Namjoo,https://en.wikipedia.org/wiki/Majid_Namjoo,Q6737853,https://www.wikidata.org/wiki/Q6737853,male,civil engineer,Iran,Kerman,1962-01-05T00:00:00Z
Mohammad Reza Nematzadeh,https://en.wikipedia.org/wiki/Mohammad_Reza_Nematzadeh,Q5730459,https://www.wikidata.org/wiki/Q5730459,male,engineer; politician,Iran,Tabriz,2000-01-01T00:00:00Z
Gholamreza Nikpey,https://en.wikipedia.org/wiki/Gholamreza_Nikpey,Q5556897,https://www.wikidata.org/wiki/Q5556897,male,politician,Iran,Isfahan,1927-01-01T00:00:00Z
Ali Nikzad,https://en.wikipedia.org/wiki/Ali_Nikzad,Q4725098,https://www.wikidata.org/wiki/Q4725098,male,politician,Iran,Ardabil,1954-09-22T00:00:00Z
Abdollah Nouri,https://en.wikipedia.org/wiki/Abdollah_Nouri,Q2821332,https://www.wikidata.org/wiki/Q2821332,male,politician,Iran,Isfahan,1950-01-01T00:00:00Z
Gholam-Hossein Nozari,https://en.wikipedia.org/wiki/Gholam-Hossein_Nozari,Q3408679,https://www.wikidata.org/wiki/Q3408679,male,politician,Iran,Nowdan,1954-01-01T00:00:00Z
Mohsen Paknejad,https://en.wikipedia.org/wiki/Mohsen_Paknejad,Q23010079,https://www.wikidata.org/wiki/Q23010079,male,businessperson,Iran,,1966-01-01T00:00:00Z
Hassan Pakravan,https://en.wikipedia.org/wiki/Hassan_Pakravan,Q1398887,https://www.wikidata.org/wiki/Q1398887,male,diplomat; military personnel; politician,Iran,Tehran,1911-08-04T00:00:00Z
Ali-Akbar Parvaresh,https://en.wikipedia.org/wiki/Ali-Akbar_Parvaresh,Q5946252,https://www.wikidata.org/wiki/Q5946252,male,politician,Iran,Isfahan,1942-01-01T00:00:00Z
Masoud Pezeshkian,https://en.wikipedia.org/wiki/Masoud_Pezeshkian,Q5933752,https://www.wikidata.org/wiki/Q5933752,male,academic; cardiac surgeon; general practitioner; general surgeon; politician,Iran,Mahabad,1954-09-29T00:00:00Z
Mostafa Pourmohammadi,https://en.wikipedia.org/wiki/Mostafa_Pourmohammadi,Q349311,https://www.wikidata.org/wiki/Q349311,male,lawyer; politician,Iran,Qom,1960-03-09T00:00:00Z
Ali Rabii,https://en.wikipedia.org/wiki/Ali_Rabii,Q5960495,https://www.wikidata.org/wiki/Q5960495,male,politician; sociologist,Iran,Tehran,1955-12-06T00:00:00Z
Amir Hossein Rabii,https://en.wikipedia.org/wiki/Amir_Hossein_Rabii,Q6564866,https://www.wikidata.org/wiki/Q6564866,male,military personnel,Iran,Kermanshah,1931-03-02T00:00:00Z
Mohsen Rafighdoost,https://en.wikipedia.org/wiki/Mohsen_Rafighdoost,Q6894437,https://www.wikidata.org/wiki/Q6894437,male,businessperson; military officer; politician,Iran,Tehran,1940-01-01T00:00:00Z
Akbar Hashemi Rafsanjani,https://en.wikipedia.org/wiki/Akbar_Hashemi_Rafsanjani,Q186111,https://www.wikidata.org/wiki/Q186111,male,akhoond; entrepreneur; politician; writer,Iran,Bahreman,1934-08-25T00:00:00Z
Abdolreza Rahmani Fazli,https://en.wikipedia.org/wiki/Abdolreza_Rahmani_Fazli,Q5722618,https://www.wikidata.org/wiki/Q5722618,male,politician,Iran,Shirvan,1960-09-12T00:00:00Z
Mohammad Rahmati (minister),https://en.wikipedia.org/wiki/Mohammad_Rahmati_%28minister%29,,,,,,,
Mohsen Rais,https://en.wikipedia.org/wiki/Mohsen_Rais,Q1668822,https://www.wikidata.org/wiki/Q1668822,male,diplomat,Iran,Tehran,1896-01-01T00:00:00Z
Reza Fatemi Amin,https://en.wikipedia.org/wiki/Reza_Fatemi_Amin,Q109551812,https://www.wikidata.org/wiki/Q109551812,male,politician,,Shahrud County,1974-01-01T00:00:00Z
Hashem Sabbaghian,https://en.wikipedia.org/wiki/Hashem_Sabbaghian,Q1588424,https://www.wikidata.org/wiki/Q1588424,male,engineer; politician,Iran,Tehran,1937-01-01T00:00:00Z
Javad Sadatinejad,https://en.wikipedia.org/wiki/Javad_Sadatinejad,Q25425402,https://www.wikidata.org/wiki/Q25425402,male,politician,,Kashan,1972-01-01T00:00:00Z
Ahmad Sadegh-Bonab,https://en.wikipedia.org/wiki/Ahmad_Sadegh-Bonab,Q4695454,https://www.wikidata.org/wiki/Q4695454,male,diplomat; politician,Iran,Iran,1958-01-01T00:00:00Z
Gholam Hossein Sadighi,https://en.wikipedia.org/wiki/Gholam_Hossein_Sadighi,Q5556863,https://www.wikidata.org/wiki/Q5556863,male,politician; sociologist,Iran,Tehran,1905-12-03T00:00:00Z
Reza Sadr,https://en.wikipedia.org/wiki/Reza_Sadr,Q5909417,https://www.wikidata.org/wiki/Q5909417,male,politician,Iran,Qom,1932-01-01T00:00:00Z
Mohammad Saeedikia,https://en.wikipedia.org/wiki/Mohammad_Saeedikia,Q6892380,https://www.wikidata.org/wiki/Q6892380,male,engineer; politician,Iran,Isfahan,1946-01-01T00:00:00Z
