Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Mahmoud Bahmani,https://en.wikipedia.org/wiki/Mahmoud_Bahmani,Q3430383,https://www.wikidata.org/wiki/Q3430383,male,banker; economist; politician,Iran,Pashand,1947-01-02T00:00:00Z,,
Mohammad Mehdi Behkish,https://en.wikipedia.org/wiki/Mohammad_Mehdi_Behkish,Q16106733,https://www.wikidata.org/wiki/Q16106733,male,economist,Iran,Mashhad,1944-04-28T00:00:00Z,,
Davoud Danesh-Jafari,https://en.wikipedia.org/wiki/Davoud_Danesh-Jafari,Q5242121,https://www.wikidata.org/wiki/Q5242121,male,economist; politician,Iran,Tehran,1954-01-01T00:00:00Z,,
Eprime Eshag,https://en.wikipedia.org/wiki/Eprime_Eshag,Q5383931,https://www.wikidata.org/wiki/Q5383931,male,accountant; economist; professor,Iran,Urmia,1918-11-06T00:00:00Z,,
Anvar Khamei,https://en.wikipedia.org/wiki/Anvar_Khamei,Q5951255,https://www.wikidata.org/wiki/Q5951255,male,activist; economist; journalist; politician; sociologist; translator; writer,Iran,Tehran,1917-03-20T00:00:00Z,,
Mehdi Samii,https://en.wikipedia.org/wiki/Mehdi_Samii,Q5960948,https://www.wikidata.org/wiki/Q5960948,male,accountant; economist; politician,Iran,Rasht,1918-01-01T00:00:00Z,,
Hassan Ali Mehran,https://en.wikipedia.org/wiki/Hassan_Ali_Mehran,Q5691751,https://www.wikidata.org/wiki/Q5691751,male,politician,Iran,Tehran,1937-12-24T00:00:00Z,,
Hossein Namazi,https://en.wikipedia.org/wiki/Hossein_Namazi,Q5943355,https://www.wikidata.org/wiki/Q5943355,male,economist; politician,Iran,Shiraz,1944-01-01T00:00:00Z,,
Mohammad Ali Varasteh,https://en.wikipedia.org/wiki/Mohammad_Ali_Varasteh,Q25426378,https://www.wikidata.org/wiki/Q25426378,male,politician,Iran,,1894-01-01T00:00:00Z,,
Mohammad Yeganeh,https://en.wikipedia.org/wiki/Mohammad_Yeganeh,Q6892523,https://www.wikidata.org/wiki/Q6892523,male,economist; politician,Iran,Zanjan,1923-05-05T00:00:00Z,,
Ehsan Khandozi,https://en.wikipedia.org/wiki/Ehsan_Khandozi,Q86710817,https://www.wikidata.org/wiki/Q86710817,male,civil servant; economist,,,1980-01-01T00:00:00Z,,
Saeed Laylaz,https://en.wikipedia.org/wiki/Saeed_Laylaz,Q7398231,https://www.wikidata.org/wiki/Q7398231,male,journalist; politician,Iran,,1966-01-01T00:00:00Z,,
Hossein Mahdavy,https://en.wikipedia.org/wiki/Hossein_Mahdavy,Q66606797,https://www.wikidata.org/wiki/Q66606797,male,economist,,,,,
Ahmad Meydari,https://en.wikipedia.org/wiki/Ahmad_Meydari,Q16047341,https://www.wikidata.org/wiki/Q16047341,male,civil servant; economist; politician,Iran,Abadan,1963-01-01T00:00:00Z,,
Seyed Hossein Mir-Moezi,https://en.wikipedia.org/wiki/Seyed_Hossein_Mir-Moezi,Q96479968,https://www.wikidata.org/wiki/Q96479968,male,economist,,,,,
Kazem Najafi Elmi,https://en.wikipedia.org/wiki/Kazem_Najafi_Elmi,Q131422337,https://www.wikidata.org/wiki/Q131422337,male,,Iran,Tehran,1946-01-01T00:00:00Z,,
Ali Rahnema,https://en.wikipedia.org/wiki/Ali_Rahnema,Q5954110,https://www.wikidata.org/wiki/Q5954110,male,economist; historian; sociologist,Iran,,1952-01-01T00:00:00Z,,
Masoud Roghani Zanjani,https://en.wikipedia.org/wiki/Masoud_Roghani_Zanjani,Q5678272,https://www.wikidata.org/wiki/Q5678272,male,economist,Iran,Zanjan,,,
Djavad Salehi-Isfahani,https://en.wikipedia.org/wiki/Djavad_Salehi-Isfahani,Q5285255,https://www.wikidata.org/wiki/Q5285255,male,economist; university teacher,,,1949-07-05T00:00:00Z,,
Hossein Samsami,https://en.wikipedia.org/wiki/Hossein_Samsami,Q109554879,https://www.wikidata.org/wiki/Q109554879,male,economist; politician,Iran,Najaf,1967-09-11T00:00:00Z,dr_hsamsami,https://x.com/dr_hsamsami
