Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Hossein Kazemeyni Boroujerdi,https://en.wikipedia.org/wiki/Hossein_Kazemeyni_Boroujerdi,Q350337,https://www.wikidata.org/wiki/Q350337,male,akhoond; theologian,Iran,Qom,1958-08-02T00:00:00Z
Atena Daemi,https://en.wikipedia.org/wiki/Atena_Daemi,Q28016688,https://www.wikidata.org/wiki/Q28016688,female,activist; human rights defender,Iran,Tehran,1988-05-27T00:00:00Z
Mohammad Davari,https://en.wikipedia.org/wiki/Mohammad_Davari,Q5954067,https://www.wikidata.org/wiki/Q5954067,male,essayist; human rights defender; journalist,Iran,Bojnord,1974-01-01T00:00:00Z
Amirsalar Davoudi,https://en.wikipedia.org/wiki/Amirsalar_Davoudi,Q64399553,https://www.wikidata.org/wiki/Q64399553,male,lawyer,Iran,Iran,1981-06-21T00:00:00Z
Shirin Ebadi,https://en.wikipedia.org/wiki/Shirin_Ebadi,Q131152,https://www.wikidata.org/wiki/Q131152,female,human rights defender; judge; jurist; lawyer; peace activist; politician; women's rights activist; writer,Iran,Hamadan,1947-06-21T00:00:00Z
Gohar Eshghi,https://en.wikipedia.org/wiki/Gohar_Eshghi,Q12240017,https://www.wikidata.org/wiki/Q12240017,female,homemaker,Iran; Pahlavi Iran,,1946-01-01T00:00:00Z
Zahra Eshraghi,https://en.wikipedia.org/wiki/Zahra_Eshraghi,Q144181,https://www.wikidata.org/wiki/Q144181,female,blogger; human rights defender; politician; women's rights activist,Iran,Tehran,1964-01-01T00:00:00Z
Atena Farghadani,https://en.wikipedia.org/wiki/Atena_Farghadani,Q19960495,https://www.wikidata.org/wiki/Q19960495,female,caricaturist; cartoonist; human rights defender; painter,Iran,Tehran,1987-01-29T00:00:00Z
Siamak Ghaderi,https://en.wikipedia.org/wiki/Siamak_Ghaderi,Q5709257,https://www.wikidata.org/wiki/Q5709257,male,human rights defender; journalist,Iran,Iran,1967-01-01T00:00:00Z
Kazem Gharibabadi,https://en.wikipedia.org/wiki/Kazem_Gharibabadi,Q16051359,https://www.wikidata.org/wiki/Q16051359,male,diplomat; writer,Iran,,
Kouhyar Goudarzi,https://en.wikipedia.org/wiki/Kouhyar_Goudarzi,Q6434510,https://www.wikidata.org/wiki/Q6434510,male,blogger; human rights defender; journalist,Iran,Isfahan,1986-05-05T00:00:00Z
Fatemeh Haghighatjoo,https://en.wikipedia.org/wiki/Fatemeh_Haghighatjoo,Q5437443,https://www.wikidata.org/wiki/Q5437443,female,academic; human rights defender; politician; professor; psychologist,Iran,Tehran,1968-12-29T00:00:00Z
Shervin Hajipour,https://en.wikipedia.org/wiki/Shervin_Hajipour,Q114313917,https://www.wikidata.org/wiki/Q114313917,male,composer; singer; songwriter,Iran,Babol,1997-03-30T00:00:00Z
Roya Hakakian,https://en.wikipedia.org/wiki/Roya_Hakakian,Q340046,https://www.wikidata.org/wiki/Q340046,female,biographer; film director; human rights defender; journalist; poet; reporter; writer,Iran,Tehran,1966-01-01T00:00:00Z
Farshid Hakki,https://en.wikipedia.org/wiki/Farshid_Hakki,Q57900736,https://www.wikidata.org/wiki/Q57900736,male,economist,Iran,Arak,1953-01-01T00:00:00Z
Soheila Hejab,https://en.wikipedia.org/wiki/Soheila_Hejab,Q97930192,https://www.wikidata.org/wiki/Q97930192,female,human rights defender; lawyer,,,1990-01-01T00:00:00Z
Iranian Complainant Mothers,https://en.wikipedia.org/wiki/Iranian_Complainant_Mothers,Q109550320,https://www.wikidata.org/wiki/Q109550320,,,,,
Nasrin Javadi,https://en.wikipedia.org/wiki/Nasrin_Javadi,Q136309854,https://www.wikidata.org/wiki/Q136309854,female,human rights defender,,,1958-01-01T00:00:00Z
Behrouz Javid-Tehrani,https://en.wikipedia.org/wiki/Behrouz_Javid-Tehrani,Q4881000,https://www.wikidata.org/wiki/Q4881000,male,human rights defender,Iran,Iran,1978-12-26T00:00:00Z
Maximilien Jazani,https://en.wikipedia.org/wiki/Maximilien_Jazani,Q6795781,https://www.wikidata.org/wiki/Q6795781,male,human rights defender; lawyer,France,,1960-01-01T00:00:00Z
Mohammad Seddigh Kaboudvand,https://en.wikipedia.org/wiki/Mohammad_Seddigh_Kaboudvand,Q5896631,https://www.wikidata.org/wiki/Q5896631,male,human rights defender; journalist; writer,Iran,Divandarreh,2000-01-01T00:00:00Z
Sheema Kalbasi,https://en.wikipedia.org/wiki/Sheema_Kalbasi,Q4994679,https://www.wikidata.org/wiki/Q4994679,female,human rights defender; poet; translator; writer,Iran,Tehran,1972-11-20T00:00:00Z
Farzad Kamangar,https://en.wikipedia.org/wiki/Farzad_Kamangar,Q1390288,https://www.wikidata.org/wiki/Q1390288,male,journalist; poet; politician; teacher,Iran,Kamyaran,1975-01-01T00:00:00Z
Saleh Kamrani,https://en.wikipedia.org/wiki/Saleh_Kamrani,Q85998343,https://www.wikidata.org/wiki/Q85998343,male,human rights defender; lawyer; publisher,Sweden,Ahar,1972-12-31T00:00:00Z
Mehrangiz Kar,https://en.wikipedia.org/wiki/Mehrangiz_Kar,Q6809813,https://www.wikidata.org/wiki/Q6809813,female,human rights defender; journalist; lawyer,Iran,Ahvaz,1944-01-01T00:00:00Z
Morvarid Karimi,https://en.wikipedia.org/wiki/Morvarid_Karimi,Q39058309,https://www.wikidata.org/wiki/Q39058309,female,scientist,,Isfahan,1971-09-25T00:00:00Z
Shokufeh Kavani,https://en.wikipedia.org/wiki/Shokufeh_Kavani,Q7500187,https://www.wikidata.org/wiki/Q7500187,female,human rights defender; painter; translator,Australia; Iran,Tehran,1970-01-01T00:00:00Z
Masoud Kazemi,https://en.wikipedia.org/wiki/Masoud_Kazemi,Q99809707,https://www.wikidata.org/wiki/Q99809707,male,human rights defender; journalist,,Tehran,1981-12-17T00:00:00Z
Mehraveh Khandan,https://en.wikipedia.org/wiki/Mehraveh_Khandan,Q134985106,https://www.wikidata.org/wiki/Q134985106,female,human rights defender,,,2000-01-01T00:00:00Z
Reza Khandan,https://en.wikipedia.org/wiki/Reza_Khandan,Q117241660,https://www.wikidata.org/wiki/Q117241660,male,human rights defender; signwriter,Iran,,
Mehdi Khazali,https://en.wikipedia.org/wiki/Mehdi_Khazali,Q6809336,https://www.wikidata.org/wiki/Q6809336,male,political activist,Iran; Pahlavi dynasty,Qom,1965-11-25T00:00:00Z
Abdolkarim Lahiji,https://en.wikipedia.org/wiki/Abdolkarim_Lahiji,Q5941478,https://www.wikidata.org/wiki/Q5941478,male,human rights defender; lawyer; politician,Iran,Tehran,1940-01-01T00:00:00Z
Ali Latifiyan,https://en.wikipedia.org/wiki/Ali_Latifiyan,Q111370029,https://www.wikidata.org/wiki/Q111370029,male,political scientist,Iran,Tehran,1968-12-06T00:00:00Z
Jahangir Mahmoudi,https://en.wikipedia.org/wiki/Jahangir_Mahmoudi,Q6123163,https://www.wikidata.org/wiki/Q6123163,male,human rights defender; politician,Iran,,
Khosrow Mansourian,https://en.wikipedia.org/wiki/Khosrow_Mansourian,Q20987901,https://www.wikidata.org/wiki/Q20987901,male,human rights defender; social worker,,Tehran,1941-01-01T00:00:00Z
Marziyeh Amirizadeh,https://en.wikipedia.org/wiki/Marziyeh_Amirizadeh,Q124060910,https://www.wikidata.org/wiki/Q124060910,,,,,
Mersedeh Shahinkar,https://en.wikipedia.org/wiki/Mersedeh_Shahinkar,Q124394778,https://www.wikidata.org/wiki/Q124394778,female,activist,,,
Iraj Mesdaghi,https://en.wikipedia.org/wiki/Iraj_Mesdaghi,Q12199962,https://www.wikidata.org/wiki/Q12199962,male,activist; author,Iran,Tehran,1960-10-31T00:00:00Z
Farhad Meysami,https://en.wikipedia.org/wiki/Farhad_Meysami,Q56260646,https://www.wikidata.org/wiki/Q56260646,male,political prisoner; teacher,,,1969-11-17T00:00:00Z
Narges Mohammadi,https://en.wikipedia.org/wiki/Narges_Mohammadi,Q4967771,https://www.wikidata.org/wiki/Q4967771,female,human rights defender; journalist,Iran; Pahlavi Iran,Zanjan,1972-04-21T00:00:00Z
Maryam Akbari Monfared,https://en.wikipedia.org/wiki/Maryam_Akbari_Monfared,Q52721157,https://www.wikidata.org/wiki/Q52721157,female,human rights defender,Iran,,1975-12-14T00:00:00Z
Farideh Moradkhani,https://en.wikipedia.org/wiki/Farideh_Moradkhani,Q115478379,https://www.wikidata.org/wiki/Q115478379,female,human rights defender,Iran,,1971-01-01T00:00:00Z
Mohammad Mostafaei,https://en.wikipedia.org/wiki/Mohammad_Mostafaei,Q5958879,https://www.wikidata.org/wiki/Q5958879,male,human rights defender; lawyer,Iran,Tehran,1971-01-01T00:00:00Z
Mourning Mothers,https://en.wikipedia.org/wiki/Mourning_Mothers,Q6925942,https://www.wikidata.org/wiki/Q6925942,,,,,
Afshin Naghouni,https://en.wikipedia.org/wiki/Afshin_Naghouni,Q19870604,https://www.wikidata.org/wiki/Q19870604,male,painter,Iran,Ahvaz,1969-08-25T00:00:00Z
Mohammad Najafi,https://en.wikipedia.org/wiki/Mohammad_Najafi,Q132316109,https://www.wikidata.org/wiki/Q132316109,male,lawyer,,,1975-03-22T00:00:00Z
Ahmad Naruyi,https://en.wikipedia.org/wiki/Ahmad_Naruyi,Q6895708,https://www.wikidata.org/wiki/Q6895708,male,cleric,Iran,Zahedan,1963-01-01T00:00:00Z
Aram Ostadian-Binai,https://en.wikipedia.org/wiki/Aram_Ostadian-Binai,Q115958318,https://www.wikidata.org/wiki/Q115958318,female,businessperson; human rights defender,Kingdom of Denmark,Tehran,1985-11-03T00:00:00Z
Keyvan Rafiee,https://en.wikipedia.org/wiki/Keyvan_Rafiee,Q5947579,https://www.wikidata.org/wiki/Q5947579,male,blogger; human rights defender; journalist,,Iran,
Raheleh Rahemipour,https://en.wikipedia.org/wiki/Raheleh_Rahemipour,Q55648560,https://www.wikidata.org/wiki/Q55648560,female,human rights defender,Iran,,1950-01-01T00:00:00Z
Kazem Rajavi,https://en.wikipedia.org/wiki/Kazem_Rajavi,Q1737483,https://www.wikidata.org/wiki/Q1737483,male,diplomat; lawyer; politician,Iran,Tabas,1934-02-08T00:00:00Z
Rayehe Mozafarian,https://en.wikipedia.org/wiki/Rayehe_Mozafarian,Q109554696,https://www.wikidata.org/wiki/Q109554696,female,human rights defender,,,1986-01-01T00:00:00Z
Hossein Ronaghi,https://en.wikipedia.org/wiki/Hossein_Ronaghi,Q2753913,https://www.wikidata.org/wiki/Q2753913,male,blogger,Iran,Malekan,1985-07-04T00:00:00Z
Sajjad Sadeghi,https://en.wikipedia.org/wiki/Sajjad_Sadeghi,Q134571215,https://www.wikidata.org/wiki/Q134571215,male,human rights defender; political scientist; writer,,,1983-07-19T00:00:00Z
Kourosh Sehati,https://en.wikipedia.org/wiki/Kourosh_Sehati,Q18206993,https://www.wikidata.org/wiki/Q18206993,male,human rights defender; journalist,Iran,Tehran,1978-04-07T00:00:00Z
Mohammad Seifzadeh,https://en.wikipedia.org/wiki/Mohammad_Seifzadeh,Q6892426,https://www.wikidata.org/wiki/Q6892426,male,human rights defender; judge,Iran,Qom,1948-01-01T00:00:00Z
Mardjan Seighali,https://en.wikipedia.org/wiki/Mardjan_Seighali,Q102181876,https://www.wikidata.org/wiki/Q102181876,female,chief officer; human rights defender; non-executive director,Iran; Kingdom of the Netherlands,Rasht,1964-01-01T00:00:00Z
Fatemeh Sepehri,https://en.wikipedia.org/wiki/Fatemeh_Sepehri,Q107329689,https://www.wikidata.org/wiki/Q107329689,female,activist,Iran,,1964-01-01T00:00:00Z
Soraya Serajeddini,https://en.wikipedia.org/wiki/Soraya_Serajeddini,Q7563318,https://www.wikidata.org/wiki/Q7563318,female,human rights defender,Iran,Tehran,1960-03-23T00:00:00Z
Asghar Sayyed Javadi,https://en.wikipedia.org/wiki/Asghar_Sayyed_Javadi,Q87723313,https://www.wikidata.org/wiki/Q87723313,male,essayist; human rights defender; journalist,Iran,Qazvin,1925-01-01T00:00:00Z
Manouchehr Shafaei,https://en.wikipedia.org/wiki/Manouchehr_Shafaei,Q25426177,https://www.wikidata.org/wiki/Q25426177,male,human rights defender; journalist,Iran,Tehran,1949-09-23T00:00:00Z
Maryam Shafipour,https://en.wikipedia.org/wiki/Maryam_Shafipour,Q16732089,https://www.wikidata.org/wiki/Q16732089,female,human rights defender,Iran,,
Shaparak Shajarizadeh,https://en.wikipedia.org/wiki/Shaparak_Shajarizadeh,Q58919126,https://www.wikidata.org/wiki/Q58919126,female,activist,Iran,Iran,1973-01-01T00:00:00Z
Daryush Shokof,https://en.wikipedia.org/wiki/Daryush_Shokof,Q735504,https://www.wikidata.org/wiki/Q735504,male,actor; film actor; film director; film producer; human rights defender; painter; philosopher; screenwriter,Iran,Tehran,1954-06-25T00:00:00Z
Abdolfattah Soltani,https://en.wikipedia.org/wiki/Abdolfattah_Soltani,Q308248,https://www.wikidata.org/wiki/Q308248,male,human rights defender; lawyer,Iran,,1953-11-02T00:00:00Z
Nasrin Sotoudeh,https://en.wikipedia.org/wiki/Nasrin_Sotoudeh,Q242124,https://www.wikidata.org/wiki/Q242124,female,lawyer,Iran,Tehran Province,1963-05-30T00:00:00Z
Sussan Tahmasebi,https://en.wikipedia.org/wiki/Sussan_Tahmasebi,Q48999205,https://www.wikidata.org/wiki/Q48999205,female,activist; human rights defender,Iran,Tehran,2000-01-01T00:00:00Z
Maryam Nayeb Yazdi,https://en.wikipedia.org/wiki/Maryam_Nayeb_Yazdi,Q17071549,https://www.wikidata.org/wiki/Q17071549,female,human rights defender,Canada,Mashhad,
Elham Youssefian,https://en.wikipedia.org/wiki/Elham_Youssefian,Q123505719,https://www.wikidata.org/wiki/Q123505719,female,adviser,,Iran,
Shahrokh Zamani,https://en.wikipedia.org/wiki/Shahrokh_Zamani,Q24900653,https://www.wikidata.org/wiki/Q24900653,male,human rights defender,,,1963-01-01T00:00:00Z
Banafsheh Zand-Bonazzi,https://en.wikipedia.org/wiki/Banafsheh_Zand-Bonazzi,Q4853772,https://www.wikidata.org/wiki/Q4853772,female,human rights defender; writer,Iran,Tehran,1961-01-01T00:00:00Z
Mina Ahadi,https://en.wikipedia.org/wiki/Mina_Ahadi,Q113781,https://www.wikidata.org/wiki/Q113781,female,human rights defender; politician; spokesperson; women's rights activist,Austria; Iran,Abhar,1956-01-01T00:00:00Z
Asieh Amini,https://en.wikipedia.org/wiki/Asieh_Amini,Q21475060,https://www.wikidata.org/wiki/Q21475060,female,poet,Iran; Pahlavi dynasty,Ramsar,1973-09-14T00:00:00Z
Shadi Sadr,https://en.wikipedia.org/wiki/Shadi_Sadr,Q6485256,https://www.wikidata.org/wiki/Q6485256,female,human rights defender; journalist; lawyer,Iran,Tehran,1974-01-01T00:00:00Z
Mitra Farazandeh,https://en.wikipedia.org/wiki/Mitra_Farazandeh,Q58916342,https://www.wikidata.org/wiki/Q58916342,female,activist; artist,Iran,Hashtpar,1976-01-01T00:00:00Z
Fatemeh Hamami,https://en.wikipedia.org/wiki/Fatemeh_Hamami,Q43374161,https://www.wikidata.org/wiki/Q43374161,female,painter,Iran,Sefidshahr,1989-02-01T00:00:00Z
Ali Saberi,https://en.wikipedia.org/wiki/Ali_Saberi,Q16074190,https://www.wikidata.org/wiki/Q16074190,male,lawyer; politician,Iran,Tehran,1973-01-01T00:00:00Z
Fereydoun Farrokhzad,https://en.wikipedia.org/wiki/Fereydoun_Farrokhzad,Q178963,https://www.wikidata.org/wiki/Q178963,male,actor; composer; poet; presenter; singer; songwriter,Iran,Tehran,1936-10-07T00:00:00Z
Kiana Firouz,https://en.wikipedia.org/wiki/Kiana_Firouz,Q1740761,https://www.wikidata.org/wiki/Q1740761,female,LGBTQ rights activist; film actor,Iran,,1983-04-21T00:00:00Z
Shaya Goldoust,https://en.wikipedia.org/wiki/Shaya_Goldoust,Q116973459,https://www.wikidata.org/wiki/Q116973459,trans woman,human rights defender; journalist; presenter,Canada; Iran,Rasht,1986-04-01T00:00:00Z
Maryam Khatoon Molkara,https://en.wikipedia.org/wiki/Maryam_Khatoon_Molkara,Q6781081,https://www.wikidata.org/wiki/Q6781081,trans woman,trans activist,Iran,Abkenar,1950-01-01T00:00:00Z
Arsham Parsi,https://en.wikipedia.org/wiki/Arsham_Parsi,Q704867,https://www.wikidata.org/wiki/Q704867,male,human rights defender,Canada; Iran,Shiraz,1980-09-20T00:00:00Z
Mehdi Bazargan,https://en.wikipedia.org/wiki/Mehdi_Bazargan,Q382369,https://www.wikidata.org/wiki/Q382369,male,engineer; politician; scholar,Iran,Tehran,1907-09-01T00:00:00Z
Ahmad Sayyed Javadi,https://en.wikipedia.org/wiki/Ahmad_Sayyed_Javadi,Q4695464,https://www.wikidata.org/wiki/Q4695464,male,lawyer; politician,Iran,Qazvin,1917-06-24T00:00:00Z
Mohammad Maleki,https://en.wikipedia.org/wiki/Mohammad_Maleki,Q6892168,https://www.wikidata.org/wiki/Q6892168,male,writer,Iran,Tajrish,1933-07-11T00:00:00Z
Nasser Minachi,https://en.wikipedia.org/wiki/Nasser_Minachi,Q5813209,https://www.wikidata.org/wiki/Q5813209,male,politician,Iran,Tehran,1931-01-01T00:00:00Z
Asadollah Mobasheri,https://en.wikipedia.org/wiki/Asadollah_Mobasheri,Q544416,https://www.wikidata.org/wiki/Q544416,male,journalist; poet; politician; translator,Iran,Tehran,1909-01-01T00:00:00Z
Hasan Nazih,https://en.wikipedia.org/wiki/Hasan_Nazih,Q2386879,https://www.wikidata.org/wiki/Q2386879,male,judge; lawyer; politician,Iran,Tabriz,1918-10-02T00:00:00Z
Habibollah Peyman,https://en.wikipedia.org/wiki/Habibollah_Peyman,Q5636836,https://www.wikidata.org/wiki/Q5636836,male,dentist; politician; sociologist,Iran,Shiraz,1935-01-01T00:00:00Z
Rahim Abedi,https://en.wikipedia.org/wiki/Rahim_Abedi,Q88488301,https://www.wikidata.org/wiki/Q88488301,male,,,,
Rahmatollah Moghaddam Maraghei,https://en.wikipedia.org/wiki/Rahmatollah_Moghaddam_Maraghei,Q6411272,https://www.wikidata.org/wiki/Q6411272,male,politician; writer,Iran,Miandoab,1921-01-01T00:00:00Z
Hashem Sabbaghian,https://en.wikipedia.org/wiki/Hashem_Sabbaghian,Q1588424,https://www.wikidata.org/wiki/Q1588424,male,engineer; politician,Iran,Tehran,1937-01-01T00:00:00Z
Fereydun Sahabi,https://en.wikipedia.org/wiki/Fereydun_Sahabi,Q28974127,https://www.wikidata.org/wiki/Q28974127,male,geologist,,Iran,1937-01-01T00:00:00Z
Yadollah Sahabi,https://en.wikipedia.org/wiki/Yadollah_Sahabi,Q8046595,https://www.wikidata.org/wiki/Q8046595,male,essayist; geologist; politician,Iran,Tehran,1905-02-25T00:00:00Z
Ahmad Salamatian,https://en.wikipedia.org/wiki/Ahmad_Salamatian,Q5684765,https://www.wikidata.org/wiki/Q5684765,male,politician,Iran,Isfahan,1944-04-01T00:00:00Z
Kazem Sami,https://en.wikipedia.org/wiki/Kazem_Sami,Q3194452,https://www.wikidata.org/wiki/Q3194452,male,physician; politician; psychiatrist,Iran,Mashhad,1935-01-01T00:00:00Z
Karim Sanjabi,https://en.wikipedia.org/wiki/Karim_Sanjabi,Q6370654,https://www.wikidata.org/wiki/Q6370654,male,politician; university teacher,Iran,Kermanshah,1905-09-11T00:00:00Z
Noor-Ali Tabandeh,https://en.wikipedia.org/wiki/Noor-Ali_Tabandeh,Q5962972,https://www.wikidata.org/wiki/Q5962972,male,Muslim; lawyer; ummah,Iran,Bidokht,1927-10-13T00:00:00Z
Abbas Abdi,https://en.wikipedia.org/wiki/Abbas_Abdi,Q4663711,https://www.wikidata.org/wiki/Q4663711,male,activist; engineer; journalist; politician,Iran,Tehran,1956-10-01T00:00:00Z
Hashem Aghajari,https://en.wikipedia.org/wiki/Hashem_Aghajari,Q1588191,https://www.wikidata.org/wiki/Q1588191,male,essayist; historian; journalist; translator; university teacher; writer,Iran,Abadan,1957-01-01T00:00:00Z
Taher Ahmadzadeh,https://en.wikipedia.org/wiki/Taher_Ahmadzadeh,Q44312953,https://www.wikidata.org/wiki/Q44312953,male,politician,Iran,Mashhad,1921-01-01T00:00:00Z
Abbas Amir-Entezam,https://en.wikipedia.org/wiki/Abbas_Amir-Entezam,Q4663728,https://www.wikidata.org/wiki/Q4663728,male,diplomat; politician,Iran,Tehran,1932-08-18T00:00:00Z
Rakhshān Banietemad,https://en.wikipedia.org/wiki/Rakhsh%C4%81n_Banietemad,,,,,,,
Simin Behbahani,https://en.wikipedia.org/wiki/Simin_Behbahani,Q466672,https://www.wikidata.org/wiki/Q466672,female,lyricist; poet; songwriter; writer,Iran; Pahlavi Iran,Tehran,1927-07-20T00:00:00Z
Adib Boroumand,https://en.wikipedia.org/wiki/Adib_Boroumand,Q4682669,https://www.wikidata.org/wiki/Q4682669,male,lawyer; literary scholar; poet; politician,Iran,Gaz,1924-06-11T00:00:00Z
Ali Ashraf Darvishian,https://en.wikipedia.org/wiki/Ali_Ashraf_Darvishian,Q4724680,https://www.wikidata.org/wiki/Q4724680,male,children's writer; literary critic; novelist; short story writer,Iran,Kermanshah,1941-08-25T00:00:00Z
Ali-Asghar Gharavi,https://en.wikipedia.org/wiki/Ali-Asghar_Gharavi,Q80713366,https://www.wikidata.org/wiki/Q80713366,male,politician; writer,Iran,Isfahan,
Manijeh Hekmat,https://en.wikipedia.org/wiki/Manijeh_Hekmat,Q3285951,https://www.wikidata.org/wiki/Q3285951,female,film director; screenwriter,Iran,Arak,1962-01-01T00:00:00Z
Davoud Hermidas-Bavand,https://en.wikipedia.org/wiki/Davoud_Hermidas-Bavand,Q5242127,https://www.wikidata.org/wiki/Q5242127,male,politician,Iran,Tehran,1934-11-10T00:00:00Z
Jalal Jalalizadeh,https://en.wikipedia.org/wiki/Jalal_Jalalizadeh,Q4518829,https://www.wikidata.org/wiki/Q4518829,male,politician,Iran,Sanandaj,1960-01-01T00:00:00Z
Lotfollah Meisami,https://en.wikipedia.org/wiki/Lotfollah_Meisami,Q5960097,https://www.wikidata.org/wiki/Q5960097,male,journalist; partisan; petroleum engineer; politician; prisoner; publisher,Iran; Pahlavi Iran,Isfahan,1940-10-23T00:00:00Z
Fakhrossadat Mohtashamipour,https://en.wikipedia.org/wiki/Fakhrossadat_Mohtashamipour,Q33199200,https://www.wikidata.org/wiki/Q33199200,female,activist; blogger; civil servant; politician,Iran,,
Ali Akbar Moinfar,https://en.wikipedia.org/wiki/Ali_Akbar_Moinfar,Q4724598,https://www.wikidata.org/wiki/Q4724598,male,politician,Iran,Tehran,1928-01-14T00:00:00Z
Abdollah Momeni,https://en.wikipedia.org/wiki/Abdollah_Momeni,Q4665076,https://www.wikidata.org/wiki/Q4665076,male,activist,Iran,Kuhdasht,1976-05-31T00:00:00Z
Fatemeh Motamed-Arya,https://en.wikipedia.org/wiki/Fatemeh_Motamed-Arya,Q453568,https://www.wikidata.org/wiki/Q453568,female,actor; film actor,Iran,Tehran,1961-10-29T00:00:00Z
Mansour Osanlou,https://en.wikipedia.org/wiki/Mansour_Osanlou,Q6741085,https://www.wikidata.org/wiki/Q6741085,male,political prisoner; trade unionist; worker,Iran,Tehran,1960-02-24T00:00:00Z
Jafar Panahi,https://en.wikipedia.org/wiki/Jafar_Panahi,Q31637,https://www.wikidata.org/wiki/Q31637,male,actor; film director; film editor; film producer; screenwriter,Iran,Mianeh,1960-07-11T00:00:00Z
Hossein Rafiee,https://en.wikipedia.org/wiki/Hossein_Rafiee,Q20310546,https://www.wikidata.org/wiki/Q20310546,male,chemist,,Birjand,1945-03-08T00:00:00Z
Taghi Rahmani,https://en.wikipedia.org/wiki/Taghi_Rahmani,Q32855170,https://www.wikidata.org/wiki/Q32855170,male,essayist; journalist; politician,Iran,Qazvin,1959-01-01T00:00:00Z
Isa Saharkhiz,https://en.wikipedia.org/wiki/Isa_Saharkhiz,Q2778934,https://www.wikidata.org/wiki/Q2778934,male,essayist; journalist,Iran,Abadan,1954-01-30T00:00:00Z
Mohammad Sattarifar,https://en.wikipedia.org/wiki/Mohammad_Sattarifar,Q6892402,https://www.wikidata.org/wiki/Q6892402,male,economist; politician,Iran,Isfahan,1952-01-01T00:00:00Z
Hossein Shah-Hosseini,https://en.wikipedia.org/wiki/Hossein_Shah-Hosseini,Q5960197,https://www.wikidata.org/wiki/Q5960197,male,political activist; politician,Iran,Tehran,1928-02-20T00:00:00Z
