Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Sami Beigi,https://en.wikipedia.org/wiki/Sami_Beigi,Q16255047,https://www.wikidata.org/wiki/Q16255047,male,singer; songwriter,Iran,Tehran,1982-11-23T00:00:00Z,SamiBeigi,https://x.com/SamiBeigi
Shahkar Bineshpajooh,https://en.wikipedia.org/wiki/Shahkar_Bineshpajooh,Q7461803,https://www.wikidata.org/wiki/Q7461803,male,songwriter,Iran,Tehran,1972-01-01T00:00:00Z,,
Cameron Cartio,https://en.wikipedia.org/wiki/Cameron_Cartio,Q2735138,https://www.wikidata.org/wiki/Q2735138,male,singer; songwriter,Sweden,Tehran,1978-04-09T00:00:00Z,,
George Chaharbakhshi,https://en.wikipedia.org/wiki/George_Chaharbakhshi,Q5537784,https://www.wikidata.org/wiki/Q5537784,male,singer,Iran,Tehran,1952-01-01T00:00:00Z,,
Dariush (singer),https://en.wikipedia.org/wiki/Dariush_%28singer%29,,,,,,,,,
Sussan Deyhim,https://en.wikipedia.org/wiki/Sussan_Deyhim,Q3978309,https://www.wikidata.org/wiki/Q3978309,female,actor; ballet dancer; choreographer; composer; dancer; film director; musician; singer,Iran,Tehran,1958-12-14T00:00:00Z,,
Dorcci,https://en.wikipedia.org/wiki/Dorcci,Q124466224,https://www.wikidata.org/wiki/Q124466224,male,rapper,Iran,Karaj,1995-08-05T00:00:00Z,,
Ebi,https://en.wikipedia.org/wiki/Ebi,Q1279891,https://www.wikidata.org/wiki/Q1279891,male,musician; singer; songwriter,Iran,Tehran,1949-06-19T00:00:00Z,ebihamedi,https://x.com/ebihamedi
Mohammad Esfahani,https://en.wikipedia.org/wiki/Mohammad_Esfahani,Q6023837,https://www.wikidata.org/wiki/Q6023837,male,composer; physician; singer,Iran,Tehran,1966-07-05T00:00:00Z,,
Fadaei,https://en.wikipedia.org/wiki/Fadaei,Q114949969,https://www.wikidata.org/wiki/Q114949969,male,rapper; singer,,Tehran,1989-12-05T00:00:00Z,AshkanFadaei,https://x.com/AshkanFadaei
Cyrus Faryar,https://en.wikipedia.org/wiki/Cyrus_Faryar,Q5201086,https://www.wikidata.org/wiki/Q5201086,male,record producer; singer-songwriter; songwriter,United States,Tehran,1936-02-26T00:00:00Z,,
Farzad Farzin,https://en.wikipedia.org/wiki/Farzad_Farzin,Q5436574,https://www.wikidata.org/wiki/Q5436574,male,actor; composer; recording artist; singer; songwriter,Iran,Tehran,1981-06-24T00:00:00Z,farzadfarzin2,https://x.com/farzadfarzin2
Fereydoon Foroughi,https://en.wikipedia.org/wiki/Fereydoon_Foroughi,Q5444084,https://www.wikidata.org/wiki/Q5444084,male,composer; guitarist; singer-songwriter; songwriter,Iran,Tehran,1951-01-29T00:00:00Z,,
Farshad Ghanbari,https://en.wikipedia.org/wiki/Farshad_Ghanbari,Q131462904,https://www.wikidata.org/wiki/Q131462904,male,ZEHI; composer,Iran,Tehran,1989-01-02T00:00:00Z,,
Alireza Ghorbani,https://en.wikipedia.org/wiki/Alireza_Ghorbani,Q787201,https://www.wikidata.org/wiki/Q787201,male,singer,Iran,Tehran,1973-02-04T00:00:00Z,,
Akbar Golpayegani,https://en.wikipedia.org/wiki/Akbar_Golpayegani,Q5955950,https://www.wikidata.org/wiki/Q5955950,male,singer,Iran,Tehran,1934-01-30T00:00:00Z,,
Googoosh,https://en.wikipedia.org/wiki/Googoosh,Q255233,https://www.wikidata.org/wiki/Q255233,female,actor; singer,Iran; United States,Tehran,1950-05-05T00:00:00Z,WORLDMUSICAWARD,https://x.com/WORLDMUSICAWARD
Shusha Guppy,https://en.wikipedia.org/wiki/Shusha_Guppy,Q3294818,https://www.wikidata.org/wiki/Q3294818,female,film director; singer; singer-songwriter; writer,Iran,Tehran,1935-12-24T00:00:00Z,,
Habib (singer),https://en.wikipedia.org/wiki/Habib_%28singer%29,,,,,,,,,
Omid Hajili,https://en.wikipedia.org/wiki/Omid_Hajili,Q7269680,https://www.wikidata.org/wiki/Q7269680,male,musician; singer; songwriter,Iran,Tehran,1983-09-24T00:00:00Z,,
Hayedeh,https://en.wikipedia.org/wiki/Hayedeh,Q3056796,https://www.wikidata.org/wiki/Q3056796,female,musician; recording artist; singer,Iran,Tehran,1942-04-10T00:00:00Z,,
Hichkas,https://en.wikipedia.org/wiki/Hichkas,Q3121083,https://www.wikidata.org/wiki/Q3121083,male,recording artist; singer,Iran,Tehran,1985-05-09T00:00:00Z,HichkasOfficial,https://x.com/HichkasOfficial
Ramin Karimloo,https://en.wikipedia.org/wiki/Ramin_Karimloo,Q519811,https://www.wikidata.org/wiki/Q519811,male,actor; composer; opera singer; record producer; stage actor,Canada; Iran,Tehran,1978-09-19T00:00:00Z,raminkarimloo,https://x.com/raminkarimloo
Shahrum Kashani,https://en.wikipedia.org/wiki/Shahrum_Kashani,Q7462294,https://www.wikidata.org/wiki/Q7462294,male,restaurateur; singer,Iran; United States,Rome,1971-07-07T00:00:00Z,shahrumkashani,https://x.com/shahrumkashani
Mamak Khadem,https://en.wikipedia.org/wiki/Mamak_Khadem,Q10853818,https://www.wikidata.org/wiki/Q10853818,female,singer,Iran,Tehran,1958-01-01T00:00:00Z,,
Ehsan Khajeh Amiri,https://en.wikipedia.org/wiki/Ehsan_Khajeh_Amiri,Q5348651,https://www.wikidata.org/wiki/Q5348651,male,composer; singer,Iran,Natanz,1984-10-29T00:00:00Z,,
Sirvan Khosravi,https://en.wikipedia.org/wiki/Sirvan_Khosravi,Q5103912,https://www.wikidata.org/wiki/Q5103912,male,actor; composer; guitarist; music artist; promotional model; singer,Iran,Tehran,1982-07-26T00:00:00Z,sirvan_khosravi,https://x.com/sirvan_khosravi
Xaniar Khosravi,https://en.wikipedia.org/wiki/Xaniar_Khosravi,Q18398072,https://www.wikidata.org/wiki/Q18398072,male,composer; lyricist; singer; television actor,Iran,Tehran,1985-04-22T00:00:00Z,,
Kian Pourtorab,https://en.wikipedia.org/wiki/Kian_Pourtorab,Q122382541,https://www.wikidata.org/wiki/Q122382541,male,DJ producer; composer; lyricist; musician; performing artist; producer; singer; songwriter; vocalist,,Iran,1986-08-20T00:00:00Z,,
Ali Lohrasbi,https://en.wikipedia.org/wiki/Ali_Lohrasbi,Q4724980,https://www.wikidata.org/wiki/Q4724980,male,singer,Iran,Tehran,1976-04-09T00:00:00Z,,
Mahasti,https://en.wikipedia.org/wiki/Mahasti,Q428021,https://www.wikidata.org/wiki/Q428021,female,recording artist; singer,Iran,Tehran,1946-11-16T00:00:00Z,,
Mahvash,https://en.wikipedia.org/wiki/Mahvash,Q5956832,https://www.wikidata.org/wiki/Q5956832,female,actor; cabaret performer; dancer; film actor; singer,Iran,Borujerd,1921-01-01T00:00:00Z,,
Mansour (singer),https://en.wikipedia.org/wiki/Mansour_%28singer%29,,,,,,,,,
Marjan (singer),https://en.wikipedia.org/wiki/Marjan_%28singer%29,,,,,,,,,
Marzieh (singer),https://en.wikipedia.org/wiki/Marzieh_%28singer%29,,,,,,,,,
Sahar Mohammadi,https://en.wikipedia.org/wiki/Sahar_Mohammadi,Q20110399,https://www.wikidata.org/wiki/Q20110399,female,singer,Iran,Tehran,1988-11-01T00:00:00Z,,
Morteza (singer),https://en.wikipedia.org/wiki/Morteza_%28singer%29,,,,,,,,,
Mohammad Motamedi,https://en.wikipedia.org/wiki/Mohammad_Motamedi,Q5950162,https://www.wikidata.org/wiki/Q5950162,male,composer; musician; singer,Iran,Kashan,1978-01-01T00:00:00Z,,
Bahram Nouraei,https://en.wikipedia.org/wiki/Bahram_Nouraei,Q4842856,https://www.wikidata.org/wiki/Q4842856,male,singer; songwriter,Iran,Tehran,1988-04-25T00:00:00Z,BahramNouraei,https://x.com/BahramNouraei
Giti Pashaei,https://en.wikipedia.org/wiki/Giti_Pashaei,Q5565125,https://www.wikidata.org/wiki/Q5565125,female,actor; composer; singer,Iran,Tehran,1940-06-13T00:00:00Z,,
Morteza Pashaei,https://en.wikipedia.org/wiki/Morteza_Pashaei,Q16045905,https://www.wikidata.org/wiki/Q16045905,male,composer; singer,Iran,Tehran,1984-08-11T00:00:00Z,,
Pouran (singer),https://en.wikipedia.org/wiki/Pouran_%28singer%29,,,,,,,,,
Pyruz,https://en.wikipedia.org/wiki/Pyruz,Q7263806,https://www.wikidata.org/wiki/Q7263806,male,composer; singer; songwriter,Iran,Tehran,1961-05-04T00:00:00Z,,
Bahram Radan,https://en.wikipedia.org/wiki/Bahram_Radan,Q2879320,https://www.wikidata.org/wiki/Q2879320,male,actor; model; singer,Iran,Tehran,1979-04-28T00:00:00Z,bahramradan,https://x.com/bahramradan
Ramesh (singer),https://en.wikipedia.org/wiki/Ramesh_%28singer%29,,,,,,,,,
Reza Rooygari,https://en.wikipedia.org/wiki/Reza_Rooygari,Q5951091,https://www.wikidata.org/wiki/Q5951091,male,actor; singer; television actor,Iran,Tehran,1946-12-27T00:00:00Z,,
Sahar (singer),https://en.wikipedia.org/wiki/Sahar_%28singer%29,,,,,,,,,
Sattar (singer),https://en.wikipedia.org/wiki/Sattar_%28singer%29,,,,,,,,,
Shahrzad Sepanlou,https://en.wikipedia.org/wiki/Shahrzad_Sepanlou,Q7462311,https://www.wikidata.org/wiki/Q7462311,female,singer,Iran; United States,Tehran,1975-07-03T00:00:00Z,,
Sepideh (singer),https://en.wikipedia.org/wiki/Sepideh_%28singer%29,,,,,,,,,
Sevdaliza,https://en.wikipedia.org/wiki/Sevdaliza,Q28112930,https://www.wikidata.org/wiki/Q28112930,female,opinion journalist; singer-songwriter,Kingdom of the Netherlands,Tehran,1987-09-01T00:00:00Z,sevdaliza,https://x.com/sevdaliza
Shab (singer),https://en.wikipedia.org/wiki/Shab_%28singer%29,,,,,,,,,
Shahram Shabpareh,https://en.wikipedia.org/wiki/Shahram_Shabpareh,Q3959018,https://www.wikidata.org/wiki/Q3959018,male,actor; composer; drummer; guitarist; keyboardist; recording artist; singer; singer-songwriter; songwriter,Iran,Tehran,1948-03-11T00:00:00Z,,
Homayoun Shajarian,https://en.wikipedia.org/wiki/Homayoun_Shajarian,Q5887826,https://www.wikidata.org/wiki/Q5887826,male,recording artist; singer,Iran,Tehran,1975-05-21T00:00:00Z,,
Mojgan Shajarian,https://en.wikipedia.org/wiki/Mojgan_Shajarian,Q5927664,https://www.wikidata.org/wiki/Q5927664,female,graphic designer; musician; painter,Iran,Tehran,1969-05-17T00:00:00Z,,
Arash Sobhani,https://en.wikipedia.org/wiki/Arash_Sobhani,Q5958813,https://www.wikidata.org/wiki/Q5958813,male,composer; guitarist; songwriter,Iran,Tehran,1971-01-03T00:00:00Z,arash_sobhani,https://x.com/arash_sobhani
Shohreh (singer),https://en.wikipedia.org/wiki/Shohreh_%28singer%29,,,,,,,,IndypersianLife,https://x.com/IndypersianLife
Jasmin Tabatabai,https://en.wikipedia.org/wiki/Jasmin_Tabatabai,Q66771,https://www.wikidata.org/wiki/Q66771,female,actor; composer; film actor; guitarist; musician; singer; songwriter; stage actor; voice actor,Germany; Iran; West Germany,Tehran,1967-06-08T00:00:00Z,,
Alireza Talischi,https://en.wikipedia.org/wiki/Alireza_Talischi,Q56365759,https://www.wikidata.org/wiki/Q56365759,male,singer,Iran,Tehran,1985-09-29T00:00:00Z,Alirezatalischi,https://x.com/Alirezatalischi
Amir Tataloo,https://en.wikipedia.org/wiki/Amir_Tataloo,Q6417825,https://www.wikidata.org/wiki/Q6417825,male,composer; rapper; singer; songwriter,Iran,Tehran,1983-09-21T00:00:00Z,tatalioo,https://x.com/tatalioo
Kavus Torabi,https://en.wikipedia.org/wiki/Kavus_Torabi,Q6379373,https://www.wikidata.org/wiki/Q6379373,male,guitarist; musician,Iran,Tehran,1971-12-05T00:00:00Z,Knifeworld,https://x.com/Knifeworld
Shamiram Urshan,https://en.wikipedia.org/wiki/Shamiram_Urshan,Q7487573,https://www.wikidata.org/wiki/Q7487573,female,singer,Iran,Tehran,1938-01-01T00:00:00Z,,
Vafa Ahmadpour,https://en.wikipedia.org/wiki/Vafa_Ahmadpour,Q126868841,https://www.wikidata.org/wiki/Q126868841,male,hip-hop musician; singer,Iran,,1983-01-01T00:00:00Z,,
Qamar-ol-Moluk Vaziri,https://en.wikipedia.org/wiki/Qamar-ol-Moluk_Vaziri,Q7266399,https://www.wikidata.org/wiki/Q7266399,female,film actor; musician; poet; singer; writer,Iran,Takestan,1905-01-01T00:00:00Z,,
Javad Yasari,https://en.wikipedia.org/wiki/Javad_Yasari,Q6165121,https://www.wikidata.org/wiki/Q6165121,male,singer,Iran,Tehran,1947-03-14T00:00:00Z,,
Yosip Bet Yosip,https://en.wikipedia.org/wiki/Yosip_Bet_Yosip,Q22949300,https://www.wikidata.org/wiki/Q22949300,male,composer,,,1942-01-01T00:00:00Z,,
Sami Yusuf,https://en.wikipedia.org/wiki/Sami_Yusuf,Q558226,https://www.wikidata.org/wiki/Q558226,male,composer; line producer; music arranger; musician; record producer; singer; social activist; songwriter; vocalist,United Kingdom,Tehran,1980-07-21T00:00:00Z,SamiYusuf,https://x.com/SamiYusuf
Seyyed Javad Zabihi,https://en.wikipedia.org/wiki/Seyyed_Javad_Zabihi,Q5955804,https://www.wikidata.org/wiki/Q5955804,male,muezzin,Iran,,1931-01-01T00:00:00Z,,
Snoh Aalegra,https://en.wikipedia.org/wiki/Snoh_Aalegra,Q4970416,https://www.wikidata.org/wiki/Q4970416,female,singer; songwriter,Sweden,Uppsala,1987-09-13T00:00:00Z,snohaalegra,https://x.com/snohaalegra
Afshin (singer),https://en.wikipedia.org/wiki/Afshin_%28singer%29,,,,,,,,,
Maryam Heydarzadeh,https://en.wikipedia.org/wiki/Maryam_Heydarzadeh,Q4953898,https://www.wikidata.org/wiki/Q4953898,female,lyricist; musician; poet; singer; songwriter; writer,Iran,Tehran,1977-11-20T00:00:00Z,,
Pari Zangeneh,https://en.wikipedia.org/wiki/Pari_Zangeneh,Q982748,https://www.wikidata.org/wiki/Q982748,female,musician; opera singer,Iran,Kashan,1939-01-01T00:00:00Z,,
Eddie Razaz,https://en.wikipedia.org/wiki/Eddie_Razaz,Q5336437,https://www.wikidata.org/wiki/Q5336437,male,singer,Sweden,Stockholm,1988-12-21T00:00:00Z,EddieRazaz,https://x.com/EddieRazaz
Tooji,https://en.wikipedia.org/wiki/Tooji,Q61429,https://www.wikidata.org/wiki/Q61429,male,model; singer; social worker; television presenter,Iran; Norway,Shiraz,1987-05-26T00:00:00Z,Tooji_,https://x.com/Tooji_
Faramarz Assef,https://en.wikipedia.org/wiki/Faramarz_Assef,Q31202699,https://www.wikidata.org/wiki/Q31202699,male,composer; singer; songwriter,Iran,Abadan,1948-10-27T00:00:00Z,,
Reza Attaran,https://en.wikipedia.org/wiki/Reza_Attaran,Q3428926,https://www.wikidata.org/wiki/Q3428926,male,actor; film director; screenwriter; singer; television actor; television director,Serilanka Branch Post Office,Mashhad,1968-03-31T00:00:00Z,,
Amin Hayai,https://en.wikipedia.org/wiki/Amin_Hayai,Q471373,https://www.wikidata.org/wiki/Q471373,male,actor; film actor; singer; stage actor,Iran,Kashan,1970-06-09T00:00:00Z,,
Ibn Muhriz,https://en.wikipedia.org/wiki/Ibn_Muhriz,Q22684485,https://www.wikidata.org/wiki/Q22684485,male,singer,,,0715-01-01T00:00:00Z,,
Ibrahim al-Mawsili,https://en.wikipedia.org/wiki/Ibrahim_al-Mawsili,Q2481426,https://www.wikidata.org/wiki/Q2481426,male,musician; poet,,Kufa,0742-01-01T00:00:00Z,,
Mehrzad Marashi,https://en.wikipedia.org/wiki/Mehrzad_Marashi,Q448584,https://www.wikidata.org/wiki/Q448584,male,singer,Iran,Tehran,1980-09-20T00:00:00Z,,
Mehrdad New York,https://en.wikipedia.org/wiki/Mehrdad_New_York,Q131198822,https://www.wikidata.org/wiki/Q131198822,male,,,,,,
Mehran Modiri,https://en.wikipedia.org/wiki/Mehran_Modiri,Q3182623,https://www.wikidata.org/wiki/Q3182623,male,actor; film director; film producer; singer; television actor; television director; television presenter,Iran,Tehran,1967-06-09T00:00:00Z,,
Mohsen Jafari Rad,https://en.wikipedia.org/wiki/Mohsen_Jafari_Rad,Q116195806,https://www.wikidata.org/wiki/Q116195806,male,comedian; film actor; film director; musician; singer; stage actor; stand-up comedian; television actor; television director,,,,,
Mohsen Namjoo,https://en.wikipedia.org/wiki/Mohsen_Namjoo,Q1397191,https://www.wikidata.org/wiki/Q1397191,male,actor; composer; singer; singer-songwriter; songwriter,Iran,Torbat-e Jam,1976-03-04T00:00:00Z,OfficialMNamjoo,https://x.com/OfficialMNamjoo
Ali Sadeghian,https://en.wikipedia.org/wiki/Ali_Sadeghian,Q4725165,https://www.wikidata.org/wiki/Q4725165,male,musician,Iran,Tehran,1963-01-01T00:00:00Z,,
Behnam Safavi,https://en.wikipedia.org/wiki/Behnam_Safavi,Q5948729,https://www.wikidata.org/wiki/Q5948729,male,singer,Iran,,1983-07-06T00:00:00Z,,
Toomaj Salehi,https://en.wikipedia.org/wiki/Toomaj_Salehi,Q108611372,https://www.wikidata.org/wiki/Q108611372,male,activist; rapper; singer,Iran,"Gerd Bisheh, Chaharmahal and Bakhtiari",1990-12-03T00:00:00Z,OfficialToomaj,https://x.com/OfficialToomaj
Mehdi Soltani,https://en.wikipedia.org/wiki/Mehdi_Soltani,Q5959029,https://www.wikidata.org/wiki/Q5959029,male,actor; film director; singer,Iran,Shiraz,1971-08-23T00:00:00Z,,
Mohsen Yeganeh,https://en.wikipedia.org/wiki/Mohsen_Yeganeh,Q6894452,https://www.wikidata.org/wiki/Q6894452,male,composer; singer; singer-songwriter,Iran,Gonbad-e Kavus,1985-05-13T00:00:00Z,,
Sima Bina,https://en.wikipedia.org/wiki/Sima_Bina,Q7517300,https://www.wikidata.org/wiki/Q7517300,female,composer; singer,Iran,Birjand,1945-01-04T00:00:00Z,,
Donya Dadrasan,https://en.wikipedia.org/wiki/Donya_Dadrasan,Q114785135,https://www.wikidata.org/wiki/Q114785135,female,actor; pop singer; singer; songwriter,Australia,Tehran,1998-01-01T00:00:00Z,,
Firmesk Hafez,https://en.wikipedia.org/wiki/Firmesk_Hafez,Q136352644,https://www.wikidata.org/wiki/Q136352644,female,singer,,,,,
Rana Mansour,https://en.wikipedia.org/wiki/Rana_Mansour,Q27734185,https://www.wikidata.org/wiki/Q27734185,female,singer; songwriter,Iran,Alexandria,1981-11-16T00:00:00Z,,
Sara Naeini,https://en.wikipedia.org/wiki/Sara_Naeini,Q5799039,https://www.wikidata.org/wiki/Q5799039,female,singer,Iran,Shiraz,1981-07-23T00:00:00Z,,
Parisa,https://en.wikipedia.org/wiki/Parisa,Q2375711,https://www.wikidata.org/wiki/Q2375711,female,musician; singer,Iran,Tonekabon,1950-03-15T00:00:00Z,,
Ratebeh Neyshabouri,https://en.wikipedia.org/wiki/Ratebeh_Neyshabouri,Q5943022,https://www.wikidata.org/wiki/Q5943022,female,poet; singer; writer,Iran,,0872-01-01T00:00:00Z,,
Susan Roshan,https://en.wikipedia.org/wiki/Susan_Roshan,Q3505601,https://www.wikidata.org/wiki/Q3505601,female,composer; musician; singer-songwriter,United States,Tehran,1967-09-23T00:00:00Z,,
Moluk Zarabi,https://en.wikipedia.org/wiki/Moluk_Zarabi,Q5931505,https://www.wikidata.org/wiki/Q5931505,female,singer,Iran,Kashan,1910-01-01T00:00:00Z,,
25band,https://en.wikipedia.org/wiki/25band,Q5937547,https://www.wikidata.org/wiki/Q5937547,,musician,,,,25BandMusic,https://x.com/25BandMusic
Salar Aghili,https://en.wikipedia.org/wiki/Salar_Aghili,Q19862924,https://www.wikidata.org/wiki/Q19862924,male,musician; singer,Iran,Tehran,1977-12-02T00:00:00Z,,
Roozbeh Azar,https://en.wikipedia.org/wiki/Roozbeh_Azar,Q42533900,https://www.wikidata.org/wiki/Q42533900,male,guitarist; musician,Iran,Mashhad,1980-09-20T00:00:00Z,roozbeh_azar,https://x.com/roozbeh_azar
Habibollah Badiee,https://en.wikipedia.org/wiki/Habibollah_Badiee,Q5959552,https://www.wikidata.org/wiki/Q5959552,male,musician; singer,Iran,Mazandaran Province,1933-04-04T00:00:00Z,,
Benyamin Bahadori,https://en.wikipedia.org/wiki/Benyamin_Bahadori,Q334919,https://www.wikidata.org/wiki/Q334919,male,actor; composer; singer; songwriter,Iran,Tehran,1982-09-09T00:00:00Z,,
Mohsen Chavoshi,https://en.wikipedia.org/wiki/Mohsen_Chavoshi,Q2028905,https://www.wikidata.org/wiki/Q2028905,male,composer; record producer; singer; songwriter,Iran,Khorramshahr,1979-07-30T00:00:00Z,,
Jaklin Derderian,https://en.wikipedia.org/wiki/Jaklin_Derderian,Q16050886,https://www.wikidata.org/wiki/Q16050886,female,composer; songwriter,Iran,Tehran,1952-12-16T00:00:00Z,,
Mohsen Ebrahimzadeh,https://en.wikipedia.org/wiki/Mohsen_Ebrahimzadeh,Q61108495,https://www.wikidata.org/wiki/Q61108495,male,singer,Iran,Tehran,1987-06-17T00:00:00Z,,
Farhad Mehrad,https://en.wikipedia.org/wiki/Farhad_Mehrad,Q3066855,https://www.wikidata.org/wiki/Q3066855,male,guitarist; pianist; singer; songwriter,Iran,Tehran,1944-01-19T00:00:00Z,,
Farman Fathalian,https://en.wikipedia.org/wiki/Farman_Fathalian,Q5951937,https://www.wikidata.org/wiki/Q5951937,male,guitarist; musician; singer; songwriter,Iran,Tehran,1970-12-20T00:00:00Z,,
Siavash Ghomayshi,https://en.wikipedia.org/wiki/Siavash_Ghomayshi,Q7506880,https://www.wikidata.org/wiki/Q7506880,male,composer; singer; songwriter,Iran,Ahvaz,1945-06-11T00:00:00Z,,
Shervin Hajipour,https://en.wikipedia.org/wiki/Shervin_Hajipour,Q114313917,https://www.wikidata.org/wiki/Q114313917,male,composer; singer; songwriter,Iran,Babol,1997-03-30T00:00:00Z,hajipourshervin,https://x.com/hajipourshervin
Parvaz Homay,https://en.wikipedia.org/wiki/Parvaz_Homay,Q7141306,https://www.wikidata.org/wiki/Q7141306,male,composer; singer,Iran,Ahmadsargurab,1980-02-09T00:00:00Z,,
Babak Jahanbakhsh,https://en.wikipedia.org/wiki/Babak_Jahanbakhsh,Q5960587,https://www.wikidata.org/wiki/Q5960587,male,composer; recording artist; singer,Iran,Bochum,1983-03-21T00:00:00Z,,
Bahador Kharazmi,https://en.wikipedia.org/wiki/Bahador_Kharazmi,Q16223206,https://www.wikidata.org/wiki/Q16223206,male,songwriter,,,1984-05-07T00:00:00Z,,
Ashkan Kooshanejad,https://en.wikipedia.org/wiki/Ashkan_Kooshanejad,Q4805184,https://www.wikidata.org/wiki/Q4805184,male,actor; musician; singer; songwriter,United Kingdom,,1985-08-13T00:00:00Z,AshKoosha,https://x.com/AshKoosha
Martik,https://en.wikipedia.org/wiki/Martik,Q41281,https://www.wikidata.org/wiki/Q41281,male,composer; singer; songwriter,Iran,Abadan,1949-07-17T00:00:00Z,,
Maziar (singer),https://en.wikipedia.org/wiki/Maziar_%28singer%29,,,,,,,,,
