Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Azam Jangravi,https://en.wikipedia.org/wiki/Azam_Jangravi,Q114552923,https://www.wikidata.org/wiki/Q114552923,female,human rights defender,,Tehran,1983-06-09T00:00:00Z
Sheema Kalbasi,https://en.wikipedia.org/wiki/Sheema_Kalbasi,Q4994679,https://www.wikidata.org/wiki/Q4994679,female,human rights defender; poet; translator; writer,Iran,Tehran,1972-11-20T00:00:00Z
Shokufeh Kavani,https://en.wikipedia.org/wiki/Shokufeh_Kavani,Q7500187,https://www.wikidata.org/wiki/Q7500187,female,human rights defender; painter; translator,Australia; Iran,Tehran,1970-01-01T00:00:00Z
Simin Keramati,https://en.wikipedia.org/wiki/Simin_Keramati,Q114576283,https://www.wikidata.org/wiki/Q114576283,female,filmmaker; new media artist; painter,Iran,,1970-01-01T00:00:00Z
Mandana Khazraei,https://en.wikipedia.org/wiki/Mandana_Khazraei,Q131561349,https://www.wikidata.org/wiki/Q131561349,female,singer,Iran,,1980-01-23T00:00:00Z
Azar Majedi,https://en.wikipedia.org/wiki/Azar_Majedi,Q2875091,https://www.wikidata.org/wiki/Q2875091,female,politician,Iran,,2000-01-01T00:00:00Z
Nazila Maroufian,https://en.wikipedia.org/wiki/Nazila_Maroufian,Q122200508,https://www.wikidata.org/wiki/Q122200508,female,journalist; political activist,Iran,Saqqez,2000-05-20T00:00:00Z
Yassamine Mather,https://en.wikipedia.org/wiki/Yassamine_Mather,Q20111205,https://www.wikidata.org/wiki/Q20111205,female,journalist,,,
Lily Mazahery,https://en.wikipedia.org/wiki/Lily_Mazahery,Q6548538,https://www.wikidata.org/wiki/Q6548538,female,human rights defender; lawyer,United States,Tehran,1972-10-10T00:00:00Z
Parvaneh Milani,https://en.wikipedia.org/wiki/Parvaneh_Milani,Q23678494,https://www.wikidata.org/wiki/Q23678494,female,activist; poet,Iran,,1942-01-01T00:00:00Z
Elham Modaressi,https://en.wikipedia.org/wiki/Elham_Modaressi,Q130124926,https://www.wikidata.org/wiki/Q130124926,female,activist; artist,,Sanandaj,1990-12-28T00:00:00Z
Narges Mohammadi,https://en.wikipedia.org/wiki/Narges_Mohammadi,Q4967771,https://www.wikidata.org/wiki/Q4967771,female,human rights defender; journalist,Iran; Pahlavi Iran,Zanjan,1972-04-21T00:00:00Z
Effat Moridi,https://en.wikipedia.org/wiki/Effat_Moridi,Q25432971,https://www.wikidata.org/wiki/Q25432971,female,activist,,,1929-01-01T00:00:00Z
Neda Moridpour,https://en.wikipedia.org/wiki/Neda_Moridpour,Q21285391,https://www.wikidata.org/wiki/Q21285391,female,activist,,,1983-01-01T00:00:00Z
Mothers of Khavaran,https://en.wikipedia.org/wiki/Mothers_of_Khavaran,Q97194845,https://www.wikidata.org/wiki/Q97194845,,,,,
Negar Mottahedeh,https://en.wikipedia.org/wiki/Negar_Mottahedeh,Q6987123,https://www.wikidata.org/wiki/Q6987123,female,essayist; film critic; journalist; professor; writer,Iran,,1968-01-01T00:00:00Z
Mourning Mothers,https://en.wikipedia.org/wiki/Mourning_Mothers,Q6925942,https://www.wikidata.org/wiki/Q6925942,,,,,
Vida Movahed,https://en.wikipedia.org/wiki/Vida_Movahed,Q47546083,https://www.wikidata.org/wiki/Q47546083,female,journalist,Iran,Tehran,1986-01-01T00:00:00Z
Atefeh Nabavi,https://en.wikipedia.org/wiki/Atefeh_Nabavi,Q4812994,https://www.wikidata.org/wiki/Q4812994,female,activist,Iran,,
Mehrnoush Najafi Ragheb,https://en.wikipedia.org/wiki/Mehrnoush_Najafi_Ragheb,Q9384663,https://www.wikidata.org/wiki/Q9384663,female,blogger; lawyer; politician,Iran,,1979-02-03T00:00:00Z
Diana Nammi,https://en.wikipedia.org/wiki/Diana_Nammi,Q28973035,https://www.wikidata.org/wiki/Q28973035,female,activist; human rights defender,Iran; United Kingdom,Iran,
Farrokhroo Parsa,https://en.wikipedia.org/wiki/Farrokhroo_Parsa,Q2986892,https://www.wikidata.org/wiki/Q2986892,female,physician; politician,Iran,Qom,1922-03-22T00:00:00Z
Sepideh Qolian,https://en.wikipedia.org/wiki/Sepideh_Qolian,Q60728266,https://www.wikidata.org/wiki/Q60728266,female,journalist; political activist; writer,Iran,Dezful,1994-01-01T00:00:00Z
Raheleh Rahemipour,https://en.wikipedia.org/wiki/Raheleh_Rahemipour,Q55648560,https://www.wikidata.org/wiki/Q55648560,female,human rights defender,Iran,,1950-01-01T00:00:00Z
Rayehe Mozafarian,https://en.wikipedia.org/wiki/Rayehe_Mozafarian,Q109554696,https://www.wikidata.org/wiki/Q109554696,female,human rights defender,,,1986-01-01T00:00:00Z
Darya Safai,https://en.wikipedia.org/wiki/Darya_Safai,Q22342547,https://www.wikidata.org/wiki/Q22342547,female,political activist; politician; women's rights activist,Belgium,Tehran,1975-04-07T00:00:00Z
Ronak Safazadeh,https://en.wikipedia.org/wiki/Ronak_Safazadeh,Q7364604,https://www.wikidata.org/wiki/Q7364604,female,activist,Iran,,1985-01-01T00:00:00Z
Salome MC,https://en.wikipedia.org/wiki/Salome_MC,Q7405619,https://www.wikidata.org/wiki/Q7405619,female,graffiti artist; rapper; songwriter; television producer; video artist,Iran,,1985-02-23T00:00:00Z
Hila Sedighi,https://en.wikipedia.org/wiki/Hila_Sedighi,Q5958016,https://www.wikidata.org/wiki/Q5958016,female,painter; photographer; poet; writer,Iran,Tehran,1985-01-01T00:00:00Z
Fatemeh Sepehri,https://en.wikipedia.org/wiki/Fatemeh_Sepehri,Q107329689,https://www.wikidata.org/wiki/Q107329689,female,activist,Iran,,1964-01-01T00:00:00Z
Soraya Serajeddini,https://en.wikipedia.org/wiki/Soraya_Serajeddini,Q7563318,https://www.wikidata.org/wiki/Q7563318,female,human rights defender,Iran,Tehran,1960-03-23T00:00:00Z
Maryam Shafipour,https://en.wikipedia.org/wiki/Maryam_Shafipour,Q16732089,https://www.wikidata.org/wiki/Q16732089,female,human rights defender,Iran,,
Shaparak Shajarizadeh,https://en.wikipedia.org/wiki/Shaparak_Shajarizadeh,Q58919126,https://www.wikidata.org/wiki/Q58919126,female,activist,Iran,Iran,1973-01-01T00:00:00Z
Somayeh Tohidlou,https://en.wikipedia.org/wiki/Somayeh_Tohidlou,Q7409590,https://www.wikidata.org/wiki/Q7409590,female,blogger,Iran,,1979-01-01T00:00:00Z
Lobat Vala,https://en.wikipedia.org/wiki/Lobat_Vala,Q6663554,https://www.wikidata.org/wiki/Q6663554,female,journalist; poet; songwriter; writer,Iran,Tehran,1930-01-01T00:00:00Z
Elham Youssefian,https://en.wikipedia.org/wiki/Elham_Youssefian,Q123505719,https://www.wikidata.org/wiki/Q123505719,female,adviser,,Iran,
